time,veh_u,veh_v,model_GRU_lon_2080.pt
4.91,8.45296,0.0,8.460227012634277
4.92,8.47847,0.0,8.485027313232422
4.93,8.50387,0.0,8.509712219238281
4.94,8.52915,0.0,8.534503936767578
4.95,8.55431,0.0,8.55991268157959
4.96,8.57936,0.0,8.585394859313965
4.97,8.60428,0.0,8.610477447509766
4.98,8.62908,0.0,8.63546085357666
4.99,8.65376,0.0,8.660183906555176
5.0,8.67832,0.0,8.684964179992676
5.01,8.70275,0.0,8.709758758544922
5.02,8.72226,0.0,8.73425006866455
5.03,8.75129,0.0,8.757853507995605
5.04,8.7754,0.0,8.78113079071045
5.05,8.79941,0.0,8.805349349975586
5.06,8.8186,0.0,8.830434799194336
5.07,8.8472,0.0,8.85563850402832
5.08,8.87098,0.0,8.880819320678711
5.09,8.89471,0.0,8.906330108642578
5.1,8.9137,0.0,8.930802345275879
5.11,8.94204,0.0,8.954266548156738
5.12,8.96566,0.0,8.977583885192871
5.13,8.98928,0.0,9.001520156860352
5.14,9.01289,0.0,9.025374412536621
5.15,9.03651,0.0,9.049097061157227
5.16,9.06016,0.0,9.072779655456543
5.17,9.08384,0.0,9.09652042388916
5.18,9.10755,0.0,9.120970726013184
5.19,9.13133,0.0,9.146891593933105
5.2,9.15515,0.0,9.173641204833984
5.21,9.17904,0.0,9.200298309326172
5.22,9.203,0.0,9.227326393127441
5.23,9.22703,0.0,9.254915237426758
5.24,9.25113,0.0,9.281665802001953
5.25,9.27531,0.0,9.306982040405273
5.26,9.29955,0.0,9.331175804138184
5.27,9.31904,0.0,9.354156494140625
5.28,9.34825,0.0,9.376568794250488
5.29,9.37269,0.0,9.398805618286133
5.3,9.39718,0.0,9.421314239501953
5.31,9.41684,0.0,9.444289207458496
5.32,9.44628,0.0,9.466724395751953
5.33,9.47086,0.0,9.489768028259277
5.34,9.49545,0.0,9.513566017150879
5.35,9.51517,0.0,9.537270545959473
5.36,9.5446,0.0,9.560544967651367
5.37,9.56913,0.0,9.583364486694336
5.38,9.59361,0.0,9.606278419494629
5.39,9.61801,0.0,9.629369735717773
5.4,9.64235,0.0,9.652304649353027
5.41,9.66656,0.0,9.675254821777344
5.42,9.69067,0.0,9.697554588317871
5.43,9.71464,0.0,9.720810890197754
5.44,9.73847,0.0,9.745034217834473
5.45,9.76215,0.0,9.769490242004395
5.46,9.78564,0.0,9.794363021850586
5.47,9.80896,0.0,9.819639205932617
5.48,9.83208,0.0,9.844676971435547
5.49,9.855,0.0,9.869145393371582
5.5,9.87771,0.0,9.893561363220215
5.51,9.9002,0.0,9.917196273803711
5.52,9.91808,0.0,9.939239501953125
5.53,9.94454,0.0,9.959871292114258
5.54,9.96638,0.0,9.980185508728027
5.55,9.988,0.0,10.001218795776367
5.56,10.00518,0.0,10.022432327270508
5.57,10.03061,0.0,10.043957710266113
5.58,10.05161,0.0,10.065701484680176
5.59,10.07242,0.0,10.087444305419922
5.6,10.08897,0.0,10.109151840209961
5.61,10.11349,0.0,10.130450248718262
5.62,10.13378,0.0,10.151152610778809
5.63,10.15393,0.0,10.1714448928833
5.64,10.17395,0.0,10.19137954711914
5.65,10.19385,0.0,10.211566925048828
5.66,10.21365,0.0,10.23238468170166
5.67,10.23337,0.0,10.25339126586914
5.68,10.25302,0.0,10.274978637695312
5.69,10.27261,0.0,10.297032356262207
5.7,10.29217,0.0,10.319196701049805
5.71,10.31171,0.0,10.340786933898926
5.72,10.33124,0.0,10.361457824707031
5.73,10.35077,0.0,10.382245063781738
5.74,10.37032,0.0,10.402167320251465
5.75,10.38991,0.0,10.422287940979004
5.76,10.40953,0.0,10.442662239074707
5.77,10.4253,0.0,10.46275806427002
5.78,10.44893,0.0,10.483235359191895
5.79,10.46873,0.0,10.50393295288086
5.8,10.48859,0.0,10.524961471557617
5.81,10.50456,0.0,10.545912742614746
5.82,10.52853,0.0,10.566862106323242
5.83,10.54861,0.0,10.587518692016602
5.84,10.56876,0.0,10.607797622680664
5.85,10.58497,0.0,10.627799034118652
5.86,10.60927,0.0,10.648725509643555
5.87,10.62962,0.0,10.670153617858887
5.88,10.65003,0.0,10.691617965698242
5.89,10.67047,0.0,10.712736129760742
5.9,10.69097,0.0,10.734057426452637
5.91,10.71149,0.0,10.756542205810547
5.92,10.73203,0.0,10.778956413269043
5.93,10.7526,0.0,10.800464630126953
5.94,10.77316,0.0,10.820587158203125
5.95,10.79373,0.0,10.839561462402344
5.96,10.81428,0.0,10.858731269836426
5.97,10.8348,0.0,10.878296852111816
5.98,10.8553,0.0,10.898340225219727
5.99,10.87575,0.0,10.918530464172363
6.0,10.89617,0.0,10.938383102416992
6.01,10.91652,0.0,10.957183837890625
6.02,10.93279,0.0,10.974493980407715
6.03,10.95704,0.0,10.991506576538086
6.04,10.97719,0.0,11.009049415588379
6.05,10.99728,0.0,11.027899742126465
6.06,11.01332,0.0,11.047584533691406
6.07,11.03722,0.0,11.067047119140625
6.08,11.05707,0.0,11.086633682250977
6.09,11.07684,0.0,11.107129096984863
6.1,11.09262,0.0,11.128446578979492
6.11,11.11614,0.0,11.149654388427734
6.12,11.13568,0.0,11.17020320892334
6.13,11.15514,0.0,11.189213752746582
6.14,11.17069,0.0,11.206294059753418
6.15,11.19386,0.0,11.22291088104248
6.16,11.21311,0.0,11.239944458007812
6.17,11.23231,0.0,11.256988525390625
6.18,11.25145,0.0,11.275815963745117
6.19,11.27054,0.0,11.295759201049805
6.2,11.28957,0.0,11.316377639770508
6.21,11.30856,0.0,11.33574104309082
6.22,11.3275,0.0,11.35434627532959
6.23,11.3464,0.0,11.372454643249512
6.24,11.36526,0.0,11.389404296875
6.25,11.38408,0.0,11.40635871887207
6.26,11.40286,0.0,11.423676490783691
6.27,11.41788,0.0,11.44121265411377
6.28,11.44031,0.0,11.459115982055664
6.29,11.45899,0.0,11.476787567138672
6.3,11.47763,0.0,11.495339393615723
6.31,11.49254,0.0,11.515289306640625
6.32,11.5148,0.0,11.53615665435791
6.33,11.53332,0.0,11.557119369506836
6.34,11.55181,0.0,11.577099800109863
6.35,11.5666,0.0,11.595702171325684
6.36,11.58866,0.0,11.61375617980957
6.37,11.60702,0.0,11.631247520446777
6.38,11.62533,0.0,11.648399353027344
6.39,11.63997,0.0,11.664519309997559
6.4,11.66181,0.0,11.680809020996094
6.41,11.67998,0.0,11.697239875793457
6.42,11.69809,0.0,11.714364051818848
6.43,11.71615,0.0,11.732518196105957
6.44,11.73415,0.0,11.751152992248535
