time,veh_u,veh_v,model_GRU_lon_2080.pt
0.0,0.02213,0.02112,-0.0007781349122524261
0.01,0.02182,0.01911,-0.0007781349122524261
0.02,0.02141,0.01713,-0.0007781349122524261
0.03,0.02088,0.01519,-0.0007781349122524261
0.04,0.02024,0.0133,-0.0007781349122524261
0.05,0.01948,0.01147,-0.0007781349122524261
0.06,0.01861,0.00972,-0.0007781349122524261
0.07,0.01763,0.00805,-0.0007781349122524261
0.08,0.01655,0.00649,-0.0007781349122524261
0.09,0.01536,0.00502,-0.0007781349122524261
0.1,0.01408,0.00367,-0.0007781349122524261
0.11,0.01272,0.00244,-0.0007781349122524261
0.12,0.01128,0.00133,-0.0007781349122524261
0.13,0.00174,0.0,-0.0007781349122524261
0.14,0.0,0.0,-0.0007781349122524261
0.15,0.0,0.0,-0.0007781349122524261
0.16,0.0,0.0,-0.0007781349122524261
0.17,0.0,0.0,-0.0007781349122524261
0.18,0.0,0.0,-0.0007781349122524261
0.19,0.0,0.0,-0.0007781349122524261
0.2,0.0,0.0,-0.0007781349122524261
0.21,0.0,0.0,-0.0007781349122524261
0.22,0.0,0.0,-0.0007781349122524261
0.23,0.0,0.0,-0.0007781349122524261
0.24,0.0,0.0,-0.0007781349122524261
0.25,0.0,0.0,-0.0007781349122524261
0.26,0.0,0.0,-0.0007781349122524261
0.27,0.0,0.0,-0.0007781349122524261
0.28,0.0,0.0,-0.0007781349122524261
0.29,0.0,0.0,-0.0007781349122524261
0.3,0.0,0.0,-0.0007781349122524261
0.31,0.0,0.0,-0.0007781349122524261
0.32,0.0,0.0,-0.0007781349122524261
0.33,0.0,0.0015,-0.0007781349122524261
0.34,0.0,0.00199,-0.0007781349122524261
0.35,0.0,0.00237,-0.0007781349122524261
0.36,0.0,0.0029,-0.0007781349122524261
0.37,0.0,0.00331,-0.0007781349122524261
0.38,0.0,0.00368,-0.0007781349122524261
0.39,0.0,0.00402,-0.0007781349122524261
0.4,0.0,0.0043,-0.0007781349122524261
0.41,0.0,0.00451,-0.0007781349122524261
0.42,0.0,0.00475,-0.0007781349122524261
0.43,0.0,0.00491,-0.0007781349122524261
0.44,0.0,0.00503,-0.0007781349122524261
0.45,0.0,0.00511,-0.0007781349122524261
0.46,0.0,0.00515,-0.0007781349122524261
0.47,0.0,0.00516,-0.0007781349122524261
0.48,0.0,0.00513,-0.0007781349122524261
0.49,0.0,0.00508,-0.0007781349122524261
0.5,0.0,0.00501,-0.0007781349122524261
0.51,0.0,0.00492,-0.0007781349122524261
0.52,0.0,0.00482,-0.0007781349122524261
0.53,0.0,0.0047,-0.0007781349122524261
0.54,0.0,0.00459,-0.0007781349122524261
0.55,0.0,0.00447,-0.0007781349122524261
0.56,0.0,0.00435,-0.0007781349122524261
0.57,0.0,0.00426,-0.0007781349122524261
0.58,0.0,0.00414,-0.0007781349122524261
0.59,0.0,0.00404,-0.0007781349122524261
0.6,0.0,0.00396,-0.0007781349122524261
0.61,0.0,0.00388,-0.0007781349122524261
0.62,0.0,0.00382,-0.0007781349122524261
0.63,0.0,0.00377,-0.0007781349122524261
