time,veh_u,veh_v,model_RNN_lon_2000.pt,model_RNN_lon_2001.pt,model_RNN_lon_2002.pt,model_RNN_lon_2003.pt,model_RNN_lon_2004.pt,model_RNN_lon_2005.pt,model_RNN_lon_2006.pt,model_RNN_lon_2007.pt,model_RNN_lon_2008.pt,model_RNN_lon_2009.pt,model_RNN_lon_2010.pt,model_RNN_lon_2011.pt,model_RNN_lon_2012.pt,model_RNN_lon_2013.pt,model_RNN_lon_2014.pt,model_RNN_lon_2015.pt,model_RNN_lon_2016.pt,model_RNN_lon_2017.pt,model_RNN_lon_2018.pt,model_RNN_lon_2019.pt,model_RNN_lon_2020.pt,model_RNN_lon_2021.pt,model_RNN_lon_2022.pt,model_RNN_lon_2023.pt,model_RNN_lon_2024.pt,model_RNN_lon_2025.pt,model_RNN_lon_2026.pt,model_RNN_lon_2027.pt,model_RNN_lon_2028.pt,model_RNN_lon_2029.pt,model_RNN_lon_2030.pt,model_RNN_lon_2031.pt,model_RNN_lon_2032.pt,model_RNN_lon_2033.pt,model_RNN_lon_2034.pt,model_RNN_lon_2035.pt,model_RNN_lon_2036.pt,model_RNN_lon_2037.pt,model_RNN_lon_2038.pt,model_RNN_lon_2039.pt,model_RNN_lon_2040.pt,model_RNN_lon_2041.pt,model_RNN_lon_2042.pt,model_RNN_lon_2043.pt,model_RNN_lon_2044.pt,model_RNN_lon_2045.pt,model_RNN_lon_2046.pt,model_RNN_lon_2047.pt,model_RNN_lon_2048.pt,model_RNN_lon_2049.pt,model_RNN_lon_2050.pt,model_RNN_lon_2051.pt,model_RNN_lon_2052.pt,model_RNN_lon_2053.pt
0.0,0.02213,0.02112,0.033510543406009674,0.05131889879703522,0.04039061814546585,0.034288905560970306,0.05662740394473076,-0.017051812261343002,0.05565953999757767,0.03661409765481949,0.025567136704921722,0.0019070804119110107,0.01537841372191906,0.04018066078424454,0.02279984951019287,0.05336452275514603,0.048722319304943085,0.056802958250045776,-0.0887194573879242,0.08202749490737915,-0.006445631384849548,0.0013207793235778809,0.026798561215400696,0.03867710381746292,0.02734043449163437,0.02613663673400879,0.032347142696380615,0.05082407593727112,0.019075587391853333,0.04729444533586502,0.053149543702602386,0.056653812527656555,0.03876546025276184,0.029943078756332397,-0.009098514914512634,0.06754856556653976,-0.018008098006248474,0.07167796045541763,0.03900033235549927,0.022618114948272705,0.014826178550720215,0.03648516535758972,0.018339157104492188,0.02749037742614746,0.012066781520843506,0.03579825162887573,0.016311854124069214,0.025107145309448242,0.030698418617248535,0.03300189971923828,0.03577813506126404,-0.003608405590057373,0.0018871426582336426,0.047201186418533325,0.022475332021713257,0.042904436588287354
0.01,0.02182,0.01911,0.033510543406009674,0.05131889879703522,0.04039061814546585,0.034288905560970306,0.05662740394473076,-0.017051812261343002,0.05565953999757767,0.03661409765481949,0.025567136704921722,0.0019070804119110107,0.01537841372191906,0.04018066078424454,0.02279984951019287,0.05336452275514603,0.048722319304943085,0.056802958250045776,-0.0887194573879242,0.08202749490737915,-0.006445631384849548,0.0013207793235778809,0.026798561215400696,0.03867710381746292,0.02734043449163437,0.02613663673400879,0.032347142696380615,0.05082407593727112,0.019075587391853333,0.04729444533586502,0.053149543702602386,0.056653812527656555,0.03876546025276184,0.029943078756332397,-0.009098514914512634,0.06754856556653976,-0.018008098006248474,0.07167796045541763,0.03900033235549927,0.022618114948272705,0.014826178550720215,0.03648516535758972,0.018339157104492188,0.02749037742614746,0.012066781520843506,0.03579825162887573,0.016311854124069214,0.025107145309448242,0.030698418617248535,0.03300189971923828,0.03577813506126404,-0.003608405590057373,0.0018871426582336426,0.047201186418533325,0.022475332021713257,0.042904436588287354
0.02,0.02141,0.01713,0.033510543406009674,0.05131889879703522,0.04039061814546585,0.034288905560970306,0.05662740394473076,-0.017051812261343002,0.05565953999757767,0.03661409765481949,0.025567136704921722,0.0019070804119110107,0.01537841372191906,0.04018066078424454,0.02279984951019287,0.05336452275514603,0.048722319304943085,0.056802958250045776,-0.0887194573879242,0.08202749490737915,-0.006445631384849548,0.0013207793235778809,0.026798561215400696,0.03867710381746292,0.02734043449163437,0.02613663673400879,0.032347142696380615,0.05082407593727112,0.019075587391853333,0.04729444533586502,0.053149543702602386,0.056653812527656555,0.03876546025276184,0.029943078756332397,-0.009098514914512634,0.06754856556653976,-0.018008098006248474,0.07167796045541763,0.03900033235549927,0.022618114948272705,0.014826178550720215,0.03648516535758972,0.018339157104492188,0.02749037742614746,0.012066781520843506,0.03579825162887573,0.016311854124069214,0.025107145309448242,0.030698418617248535,0.03300189971923828,0.03577813506126404,-0.003608405590057373,0.0018871426582336426,0.047201186418533325,0.022475332021713257,0.042904436588287354
0.03,0.02088,0.01519,0.033510543406009674,0.05131889879703522,0.04039061814546585,0.034288905560970306,0.05662740394473076,-0.017051812261343002,0.05565953999757767,0.03661409765481949,0.025567136704921722,0.0019070804119110107,0.01537841372191906,0.04018066078424454,0.02279984951019287,0.05336452275514603,0.048722319304943085,0.056802958250045776,-0.0887194573879242,0.08202749490737915,-0.006445631384849548,0.0013207793235778809,0.026798561215400696,0.03867710381746292,0.02734043449163437,0.02613663673400879,0.032347142696380615,0.05082407593727112,0.019075587391853333,0.04729444533586502,0.053149543702602386,0.056653812527656555,0.03876546025276184,0.029943078756332397,-0.009098514914512634,0.06754856556653976,-0.018008098006248474,0.07167796045541763,0.03900033235549927,0.022618114948272705,0.014826178550720215,0.03648516535758972,0.018339157104492188,0.02749037742614746,0.012066781520843506,0.03579825162887573,0.016311854124069214,0.025107145309448242,0.030698418617248535,0.03300189971923828,0.03577813506126404,-0.003608405590057373,0.0018871426582336426,0.047201186418533325,0.022475332021713257,0.042904436588287354
0.04,0.02024,0.0133,0.033510543406009674,0.05131889879703522,0.04039061814546585,0.034288905560970306,0.05662740394473076,-0.017051812261343002,0.05565953999757767,0.03661409765481949,0.025567136704921722,0.0019070804119110107,0.01537841372191906,0.04018066078424454,0.02279984951019287,0.05336452275514603,0.048722319304943085,0.056802958250045776,-0.0887194573879242,0.08202749490737915,-0.006445631384849548,0.0013207793235778809,0.026798561215400696,0.03867710381746292,0.02734043449163437,0.02613663673400879,0.032347142696380615,0.05082407593727112,0.019075587391853333,0.04729444533586502,0.053149543702602386,0.056653812527656555,0.03876546025276184,0.029943078756332397,-0.009098514914512634,0.06754856556653976,-0.018008098006248474,0.07167796045541763,0.03900033235549927,0.022618114948272705,0.014826178550720215,0.03648516535758972,0.018339157104492188,0.02749037742614746,0.012066781520843506,0.03579825162887573,0.016311854124069214,0.025107145309448242,0.030698418617248535,0.03300189971923828,0.03577813506126404,-0.003608405590057373,0.0018871426582336426,0.047201186418533325,0.022475332021713257,0.042904436588287354
0.05,0.01948,0.01147,0.033510543406009674,0.05131889879703522,0.04039061814546585,0.034288905560970306,0.05662740394473076,-0.017051812261343002,0.05565953999757767,0.03661409765481949,0.025567136704921722,0.0019070804119110107,0.01537841372191906,0.04018066078424454,0.02279984951019287,0.05336452275514603,0.048722319304943085,0.056802958250045776,-0.0887194573879242,0.08202749490737915,-0.006445631384849548,0.0013207793235778809,0.026798561215400696,0.03867710381746292,0.02734043449163437,0.02613663673400879,0.032347142696380615,0.05082407593727112,0.019075587391853333,0.04729444533586502,0.053149543702602386,0.056653812527656555,0.03876546025276184,0.029943078756332397,-0.009098514914512634,0.06754856556653976,-0.018008098006248474,0.07167796045541763,0.03900033235549927,0.022618114948272705,0.014826178550720215,0.03648516535758972,0.018339157104492188,0.02749037742614746,0.012066781520843506,0.03579825162887573,0.016311854124069214,0.025107145309448242,0.030698418617248535,0.03300189971923828,0.03577813506126404,-0.003608405590057373,0.0018871426582336426,0.047201186418533325,0.022475332021713257,0.042904436588287354
0.06,0.01861,0.00972,0.033510543406009674,0.05131889879703522,0.04039061814546585,0.034288905560970306,0.05662740394473076,-0.017051812261343002,0.05565953999757767,0.03661409765481949,0.025567136704921722,0.0019070804119110107,0.01537841372191906,0.04018066078424454,0.02279984951019287,0.05336452275514603,0.048722319304943085,0.056802958250045776,-0.0887194573879242,0.08202749490737915,-0.006445631384849548,0.0013207793235778809,0.026798561215400696,0.03867710381746292,0.02734043449163437,0.02613663673400879,0.032347142696380615,0.05082407593727112,0.019075587391853333,0.04729444533586502,0.053149543702602386,0.056653812527656555,0.03876546025276184,0.029943078756332397,-0.009098514914512634,0.06754856556653976,-0.018008098006248474,0.07167796045541763,0.03900033235549927,0.022618114948272705,0.014826178550720215,0.03648516535758972,0.018339157104492188,0.02749037742614746,0.012066781520843506,0.03579825162887573,0.016311854124069214,0.025107145309448242,0.030698418617248535,0.03300189971923828,0.03577813506126404,-0.003608405590057373,0.0018871426582336426,0.047201186418533325,0.022475332021713257,0.042904436588287354
0.07,0.01763,0.00805,0.033510543406009674,0.05131889879703522,0.04039061814546585,0.034288905560970306,0.05662740394473076,-0.017051812261343002,0.05565953999757767,0.03661409765481949,0.025567136704921722,0.0019070804119110107,0.01537841372191906,0.04018066078424454,0.02279984951019287,0.05336452275514603,0.048722319304943085,0.056802958250045776,-0.0887194573879242,0.08202749490737915,-0.006445631384849548,0.0013207793235778809,0.026798561215400696,0.03867710381746292,0.02734043449163437,0.02613663673400879,0.032347142696380615,0.05082407593727112,0.019075587391853333,0.04729444533586502,0.053149543702602386,0.056653812527656555,0.03876546025276184,0.029943078756332397,-0.009098514914512634,0.06754856556653976,-0.018008098006248474,0.07167796045541763,0.03900033235549927,0.022618114948272705,0.014826178550720215,0.03648516535758972,0.018339157104492188,0.02749037742614746,0.012066781520843506,0.03579825162887573,0.016311854124069214,0.025107145309448242,0.030698418617248535,0.03300189971923828,0.03577813506126404,-0.003608405590057373,0.0018871426582336426,0.047201186418533325,0.022475332021713257,0.042904436588287354
0.08,0.01655,0.00649,0.033510543406009674,0.05131889879703522,0.04039061814546585,0.034288905560970306,0.05662740394473076,-0.017051812261343002,0.05565953999757767,0.03661409765481949,0.025567136704921722,0.0019070804119110107,0.01537841372191906,0.04018066078424454,0.02279984951019287,0.05336452275514603,0.048722319304943085,0.056802958250045776,-0.0887194573879242,0.08202749490737915,-0.006445631384849548,0.0013207793235778809,0.026798561215400696,0.03867710381746292,0.02734043449163437,0.02613663673400879,0.032347142696380615,0.05082407593727112,0.019075587391853333,0.04729444533586502,0.053149543702602386,0.056653812527656555,0.03876546025276184,0.029943078756332397,-0.009098514914512634,0.06754856556653976,-0.018008098006248474,0.07167796045541763,0.03900033235549927,0.022618114948272705,0.014826178550720215,0.03648516535758972,0.018339157104492188,0.02749037742614746,0.012066781520843506,0.03579825162887573,0.016311854124069214,0.025107145309448242,0.030698418617248535,0.03300189971923828,0.03577813506126404,-0.003608405590057373,0.0018871426582336426,0.047201186418533325,0.022475332021713257,0.042904436588287354
0.09,0.01536,0.00502,0.033510543406009674,0.05131889879703522,0.04039061814546585,0.034288905560970306,0.05662740394473076,-0.017051812261343002,0.05565953999757767,0.03661409765481949,0.025567136704921722,0.0019070804119110107,0.01537841372191906,0.04018066078424454,0.02279984951019287,0.05336452275514603,0.048722319304943085,0.056802958250045776,-0.0887194573879242,0.08202749490737915,-0.006445631384849548,0.0013207793235778809,0.026798561215400696,0.03867710381746292,0.02734043449163437,0.02613663673400879,0.032347142696380615,0.05082407593727112,0.019075587391853333,0.04729444533586502,0.053149543702602386,0.056653812527656555,0.03876546025276184,0.029943078756332397,-0.009098514914512634,0.06754856556653976,-0.018008098006248474,0.07167796045541763,0.03900033235549927,0.022618114948272705,0.014826178550720215,0.03648516535758972,0.018339157104492188,0.02749037742614746,0.012066781520843506,0.03579825162887573,0.016311854124069214,0.025107145309448242,0.030698418617248535,0.03300189971923828,0.03577813506126404,-0.003608405590057373,0.0018871426582336426,0.047201186418533325,0.022475332021713257,0.042904436588287354
