time_series,imu_COG_acc_x,imu_COG_acc_y,imu_COG_acc_z,imu_COG_gyro_roll_rate,imu_COG_gyro_pitch_rate,imu_COG_gyro_yaw_rate,wheel_speed_FL,wheel_speed_FR,wheel_speed_RL,wheel_speed_RR,drive_torque_FL,drive_torque_FR,drive_torque_RL,drive_torque_RR,brake_pressure_FL,brake_pressure_FR,brake_pressure_RL,brake_pressure_RR,rwa_FM,rwa_RM,veh_u,veh_v
0,0,0,0,0.00783,0.00202,0.00383,0,0,0,0,0.39891,0.39891,0,0,20.33333,20.33333,15.78947,15.78947,0,0,0.08107,0.00506
0.002,0,0,0,0.00783,0.00202,0.00383,0,0,0,0,0.39891,0.39891,0,0,20.33333,20.33333,15.78947,15.78947,0,0,0.07933,0.00491
0.004,0,0,0,0.00783,0.00202,0.00383,0,0,0,0,0.39891,0.39891,0,0,20.33333,20.33333,15.78947,15.78947,0,0,0.07759,0.00476
0.006,0,0,0,0.00783,0.00202,0.00383,0,0,0,0,0.39891,0.39891,0,0,20.33333,20.33333,15.78947,15.78947,0,0,0.07583,0.00461
0.008,0,0,0,0.00783,0.00202,0.00383,0,0,0,0,0.39891,0.39891,0,0,20.33333,20.33333,15.78947,15.78947,0,0,0.07409,0.00446
0.01,0,0,0,0.00783,0.00202,0.00383,0,0,0,0,0.39891,0.39891,0,0,20.63333,20.63333,16.05263,16.05263,0,0,0.07234,0.00431
0.012,0,0,0,0.00783,0.00202,0.00383,0,0,0,0,0.39891,0.39891,0,0,20.63333,20.63333,16.05263,16.05263,0,0,0.07057,0.00416
0.014,0,0,0,0.00782,0.00199,0.00187,0,0,0,0,0.39891,0.39891,0,0,20.63333,20.63333,16.05263,16.05263,0,0,0.06882,0.00401
0.016,0,0,0,0.00782,0.00199,0.00187,0,0,0,0,0.39891,0.39891,0,0,20.63333,20.63333,16.05263,16.05263,0,0,0.06705,0.00385
0.018,0,0,0,0.00782,0.00199,0.00187,0,0,0,0,0.39891,0.39891,0,0,20.63333,20.63333,16.05263,16.05263,0,0,0.0653,0.0037
0.02,0,0,0,0.00782,0.00199,0.00187,0,0,0,0,0.39891,0.39891,0,0,20.86667,20.86667,16.26316,16.26316,0,0,0.06353,0.00355
0.022,0,0,0,0.00782,0.00199,0.00187,0,0,0,0,0.39891,0.39891,0,0,20.86667,20.86667,16.26316,16.26316,0,0,0.06176,0.0034
0.024,0,0,0,0.00783,0.00202,0.00383,0,0,0,0,0.39891,0.39891,0,0,20.86667,20.86667,16.26316,16.26316,0,0,0.06,0.00324
0.026,0,0,0,0.00783,0.00202,0.00383,0,0,0,0,0.39891,0.39891,0,0,20.86667,20.86667,16.26316,16.26316,0,0,0.05822,0.00309
0.028,0,0,0,0.00783,0.00202,0.00383,0,0,0,0,0.39891,0.39891,0,0,20.86667,20.86667,16.26316,16.26316,0,0,0.05647,0.00294
0.03,0,0,0,0.00783,0.00202,0.00383,0,0,0,0,0.39891,0.39891,0,0,21.1,21.1,16.42105,16.42105,0,0,0.0547,0.00278
0.032,0,0,0,0.00783,0.00202,0.00383,0,0,0,0,0.39891,0.39891,0,0,21.1,21.1,16.42105,16.42105,0,0,0.05292,0.00263
0.034,0,0,0,0.00783,0,0.00386,0,0,0,0,0.39891,0.39891,0,0,21.1,21.1,16.42105,16.42105,0,0,0.05117,0.00247
0.036,0,0,0,0.00783,0,0.00386,0,0,0,0,0.39891,0.39891,0.17114,0.17114,21.1,21.1,16.42105,16.42105,0,0,0.04941,0.00232
0.038,0,0,0,0.00783,0,0.00386,0,0,0,0,0.39891,0.39891,0.17114,0.17114,21.1,21.1,16.42105,16.42105,0,0,0.04766,0.00216
0.04,0,0,0,0.00783,0,0.00386,0,0,0,0,0.39891,0.39891,0.17114,0.17114,21.33333,21.33333,16.63158,16.63158,0,0,0.0459,0.00201
0.042,0,0,0,0.00783,0,0.00386,0,0,0,0,0.39891,0.39891,0.17114,0.17114,21.33333,21.33333,16.63158,16.63158,0,0,0.04415,0.00185
0.044,0,0,0,0.00978,0,0.0019,0,0,0,0,0.39891,0.39891,0.17114,0.17114,21.33333,21.33333,16.63158,16.63158,0,0,0.0424,0.0017
0.046,0,0,0,0.00978,0,0.0019,0,0,0,0,0.39891,0.39891,0.17114,0.17114,21.33333,21.33333,16.63158,16.63158,0,0,0.04065,0.00154
0.048,0,0,0,0.00978,0,0.0019,0,0,0,0,0.39891,0.39891,0.17114,0.17114,21.33333,21.33333,16.63158,16.63158,0,0,0.03893,0.00139
0.05,0,0,0,0.00978,0,0.0019,0,0,0,0,0.39891,0.39891,0.17114,0.17114,21.56667,21.56667,16.78947,16.78947,0,0,0.0372,0.00123
0.052,0,0,0,0.00978,0,0.0019,0,0,0,0,0.39891,0.39891,0.17114,0.17114,21.56667,21.56667,16.78947,16.78947,0,0,0.03546,0.00108
0.054,0,0,0,0.00782,0,0.00191,0,0,0,0,0.39891,0.39891,0.17114,0.17114,21.56667,21.56667,16.78947,16.78947,0,0,0.03375,0
0.056,0,0,0,0.00782,0,0.00191,0,0,0,0,0.39891,0.39891,0.34227,0.34227,21.56667,21.56667,16.78947,16.78947,0,0,0.03203,0
0.058,0,0,0,0.00782,0,0.00191,0,0,0,0,0.39891,0.39891,0.34227,0.34227,21.56667,21.56667,16.78947,16.78947,0,0,0.03033,0
0.06,0,0,0,0.00782,0,0.00191,0,0,0,0,0.39891,0.39891,0.34227,0.34227,21.8,21.8,16.94737,16.94737,0,0,0.02864,0
0.062,0,0,0,0.00782,0,0.00191,0,0,0,0,0.39891,0.39891,0.34227,0.34227,21.8,21.8,16.94737,16.94737,0,0,0.02694,0
0.064,0,0,0,0.00586,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,21.8,21.8,16.94737,16.94737,0,0,0.02527,0
0.066,0,0,0,0.00586,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,21.8,21.8,16.94737,16.94737,0,0,0.02359,0
0.068,0,0,0,0.00586,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,21.8,21.8,16.94737,16.94737,0,0,0.02194,0
0.07,0,0,0,0.00586,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.03333,22.03333,17.15789,17.15789,0,0,0.02028,0
0.072,0,0,0,0.00586,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.03333,22.03333,17.15789,17.15789,0,0,0.01863,0
0.074,0,0,0,0.00587,0,0.00199,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.03333,22.03333,17.15789,17.15789,0,0,0.01701,0
0.076,0,0,0,0.00587,0,0.00199,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.03333,22.03333,17.15789,17.15789,0,0,0.01539,0
0.078,0,0,0,0.00587,0,0.00199,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.03333,22.03333,17.15789,17.15789,0,0,0.01379,0
0.08,0,0,0,0.00587,0,0.00199,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.2,22.2,17.31579,17.31579,0,0,0.01234,0
0.082,0,0,0,0.00587,0,0.00199,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.2,22.2,17.31579,17.31579,0,0,0.0056,0
0.084,0,0,0,0.00391,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.2,22.2,17.31579,17.31579,0,0,0,0
0.086,0,0,0,0.00391,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.2,22.2,17.31579,17.31579,0,0,0,0
0.088,0,0,0,0.00391,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.2,22.2,17.31579,17.31579,0,0,0,0
0.09,0,0,0,0.00391,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.4,22.4,17.47368,17.47368,0,0,0,0
0.092,0,0,0,0.00391,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.4,22.4,17.47368,17.47368,0,0,0,0
0.094,0,0,0,0.00195,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.4,22.4,17.47368,17.47368,0,0,0,0
0.096,0,0,0,0.00195,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.4,22.4,17.47368,17.47368,0,0,0,0
0.098,0,0,0,0.00195,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.4,22.4,17.47368,17.47368,0,0,0,0
0.1,0,0,0,0.00195,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.6,22.6,17.63158,17.63158,0,0,0,0
0.102,0,0,0,0.00195,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.6,22.6,17.63158,17.63158,0,0,0,0
0.104,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.6,22.6,17.63158,17.63158,0,0,0,0
0.106,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.6,22.6,17.63158,17.63158,0,0,0,0
0.108,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.6,22.6,17.63158,17.63158,0,0,0,0
0.11,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.86667,22.86667,17.84211,17.84211,0,0,0,0
0.112,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.86667,22.86667,17.84211,17.84211,0,0,0,0
0.114,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.34227,0.34227,22.86667,22.86667,17.84211,17.84211,0,0,0,0
0.116,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,22.86667,22.86667,17.84211,17.84211,0,0,0,0
0.118,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,22.86667,22.86667,17.84211,17.84211,0,0,0,0
0.12,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,23.06667,23.06667,18,18,0,0,0,0
0.122,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,23.06667,23.06667,18,18,0,0,0,0
0.124,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,23.06667,23.06667,18,18,0,0,0,0
0.126,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,23.06667,23.06667,18,18,0,0,0,0
0.128,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,23.06667,23.06667,18,18,0,0,0,0
0.13,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,23.26667,23.26667,18.15789,18.15789,0,0,0,0
0.132,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,23.26667,23.26667,18.15789,18.15789,0,0,0,0
0.134,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,23.26667,23.26667,18.15789,18.15789,0,0,0,0
0.136,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,23.26667,23.26667,18.15789,18.15789,0,0,0,0
0.138,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,23.26667,23.26667,18.15789,18.15789,0,0,0,0
0.14,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,23.5,23.5,18.31579,18.31579,0,0,0,0
0.142,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,23.5,23.5,18.31579,18.31579,0,0,0,0
0.144,0,0,0,0,0,0,0,0,0,0,0.39891,0.39891,0.6275,0.6275,23.5,23.5,18.31579,18.31579,0,0,0,0
0.146,0,0,0,0,0,0,0,0,0,0,0.68384,0.68384,0.85568,0.85568,23.5,23.5,18.31579,18.31579,0,0,0,0
0.148,0,0,0,0,0,0,0,0,0,0,0.68384,0.68384,0.85568,0.85568,23.5,23.5,18.31579,18.31579,0,0,0,0
0.15,0,0,0,0,0,0,0,0,0,0,0.68384,0.68384,0.85568,0.85568,23.66667,23.66667,18.47368,18.47368,0,0,0,0
0.152,0,0,0,0,0,0,0,0,0,0,0.68384,0.68384,0.85568,0.85568,23.66667,23.66667,18.47368,18.47368,0,0,0,0
0.154,0,0,0,0,0,0,0,0,0,0,0.68384,0.68384,0.85568,0.85568,23.66667,23.66667,18.47368,18.47368,0,0,0,0
0.156,0,0,0,0,0,0,0,0,0,0,0.68384,0.68384,0.85568,0.85568,23.66667,23.66667,18.47368,18.47368,0,0,0,0
0.158,0,0,0,0,0,0,0,0,0,0,0.68384,0.68384,0.85568,0.85568,23.66667,23.66667,18.47368,18.47368,0,0,0,0
0.16,0,0,0,0,0,0,0,0,0,0,0.68384,0.68384,0.85568,0.85568,23.86667,23.86667,18.63158,18.63158,0,0,0,0
0.162,0,0,0,0,0,0,0,0,0,0,0.68384,0.68384,0.85568,0.85568,23.86667,23.86667,18.63158,18.63158,0,0,0,0
0.164,0,0,0,0,0,0,0,0,0,0,0.68384,0.68384,0.85568,0.85568,23.86667,23.86667,18.63158,18.63158,0,0,0,0
0.166,0,0,0,0,0,0,0,0,0,0,0.8548,0.8548,1.08386,1.08386,23.86667,23.86667,18.63158,18.63158,0,0,0,0
0.168,0,0,0,0,0,0,0,0,0,0,0.8548,0.8548,1.08386,1.08386,23.86667,23.86667,18.63158,18.63158,0,0,0,0
0.17,0,0,0,0,0,0,0,0,0,0,0.8548,0.8548,1.08386,1.08386,23.96667,23.96667,18.68421,18.68421,0,0,0,0
