time_series,imu_COG_acc_x,imu_COG_acc_y,imu_COG_acc_z,imu_COG_gyro_roll_rate,imu_COG_gyro_pitch_rate,imu_COG_gyro_yaw_rate,wheel_speed_FL,wheel_speed_FR,wheel_speed_RL,wheel_speed_RR,drive_torque_FL,drive_torque_FR,drive_torque_RL,drive_torque_RR,brake_pressure_FL,brake_pressure_FR,brake_pressure_RL,brake_pressure_RR,rwa_FM,rwa_RM,veh_u,veh_v
0,0,0,0,0.00195,0,0,0,0,0,0,0,0,0.17114,0.17114,22.03333,22.03333,17.21053,17.21053,0.00206,0,0,0.00423
0.002,0,0,0,0.00195,0,0,0,0,0,0,0,0,0.17114,0.17114,22.03333,22.03333,17.21053,17.21053,0.00206,0,0,0.00427
0.004,0,0,0,0.00195,0,0,0,0,0,0,0,0,0.17114,0.17114,22.03333,22.03333,17.21053,17.21053,0.00206,0,0,0.00432
0.006,0,0,0,0.00195,0,0,0,0,0,0,0,0,0.17114,0.17114,22.1,22.1,17.21053,17.21053,0.00206,0,0,0.00436
0.008,0,0,0,0.00195,0,0,0,0,0,0,0,0,0.17114,0.17114,22.1,22.1,17.21053,17.21053,0.00206,0,0,0.0044
0.01,0,0,0,0.00195,0,0,0,0,0,0,0,0,0.17114,0.17114,22.1,22.1,17.21053,17.21053,0.00206,0,0,0.00444
0.012,0,0,0,0.00195,0,0,0,0,0,0,0,0,0.17114,0.17114,22.1,22.1,17.21053,17.21053,0.00206,0,0,0.00448
0.014,0,0,0,0.00195,0,0,0,0,0,0,0,0,0.17114,0.17114,22.1,22.1,17.21053,17.21053,0.00206,0,0,0.00452
0.016,0,0,0,0.00195,0,0,0,0,0,0,0,0,0.17114,0.17114,22.1,22.1,17.26316,17.26316,0.00206,0,0,0.00455
0.018,0,0,0,0.00195,0,0,0,0,0,0,0,0,0.17114,0.17114,22.1,22.1,17.26316,17.26316,0.00206,0,0,0.00459
0.02,0,0,0,0.00195,0,0,0,0,0,0,0,0,0.17114,0.17114,22.1,22.1,17.26316,17.26316,0.00206,0,0,0.00462
0.022,0,0,0,0.00195,0,0,0,0,0,0,0,0,0.17114,0.17114,22.1,22.1,17.26316,17.26316,0.00206,0,0,0.00465
0.024,0.00664,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.1,22.1,17.26316,17.26316,0.00206,0,0,0.00468
0.026,0.00664,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.13333,22.13333,17.26316,17.26316,0.00205,0,0,0.0047
0.028,0.00664,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.13333,22.13333,17.26316,17.26316,0.00205,0,0,0.00473
0.03,0.00664,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.13333,22.13333,17.26316,17.26316,0.00205,0,0,0.00475
0.032,0.00664,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.13333,22.13333,17.26316,17.26316,0.00205,0,0,0.00477
0.034,0.01871,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.13333,22.13333,17.26316,17.26316,0.00205,0,0,0.00479
0.036,0.01871,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.16667,22.16667,17.31579,17.31579,0.00205,0,0,0.00481
0.038,0.01871,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.16667,22.16667,17.31579,17.31579,0.00206,0,0,0.00483
0.04,0.01871,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.16667,22.16667,17.31579,17.31579,0.00205,0,0,0.00484
0.042,0.01871,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.16667,22.16667,17.31579,17.31579,0.00205,0,0,0.00486
0.044,0.02269,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.16667,22.16667,17.31579,17.31579,0.00205,0,0,0.00487
0.046,0.02269,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.16667,22.16667,17.31579,17.31579,0.00205,0,0,0.00488
0.048,0.02269,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.16667,22.16667,17.31579,17.31579,0.00205,0,0,0.00488
0.05,0.02269,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.16667,22.16667,17.31579,17.31579,0.00205,0,0,0.00489
0.052,0.02269,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.16667,22.16667,17.31579,17.31579,0.00205,0,0,0.0049
0.054,0.04242,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.16667,22.16667,17.31579,17.31579,0.00205,0,0,0.0049
0.056,0.04242,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.0049
0.058,0.04242,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.0049
0.06,0.04242,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.0049
0.062,0.04242,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.00489
0.064,0.06586,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.00489
0.066,0.06586,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.00488
0.068,0.06586,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.00487
0.07,0.06586,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.00486
0.072,0.06586,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.00485
0.074,0.09334,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.00484
0.076,0.09334,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.00482
0.078,0.09334,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.0048
0.08,0.09334,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.00478
0.082,0.09334,0,0,0,0,0,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.00476
0.084,0.12144,0,0,0,0,0.00202,0,0,0,0,0,0,0.17114,0.17114,22.2,22.2,17.31579,17.31579,0.00205,0,0,0.00474
