time_series,imu_COG_acc_x,imu_COG_acc_y,imu_COG_acc_z,imu_COG_gyro_roll_rate,imu_COG_gyro_pitch_rate,imu_COG_gyro_yaw_rate,wheel_speed_FL,wheel_speed_FR,wheel_speed_RL,wheel_speed_RR,drive_torque_FL,drive_torque_FR,drive_torque_RL,drive_torque_RR,brake_pressure_FL,brake_pressure_FR,brake_pressure_RL,brake_pressure_RR,rwa_FM,rwa_RM,veh_u,veh_v
0,0.17382,0,0,0,0,0.00199,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.33333,11.33333,8.84211,8.84211,0,0,0.0156,0
0.002,0.17382,0,0,0,0,0.00199,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.33333,11.33333,8.84211,8.84211,0,0,0.0154,0
0.004,0.17382,0,0,0,0,0.00199,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.33333,11.33333,8.84211,8.84211,0,0,0.0152,0
0.006,0.16203,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.08043,3.08043,11.33333,11.33333,8.84211,8.84211,0,0,0.015,0
0.008,0.16203,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.08043,3.08043,11.33333,11.33333,8.84211,8.84211,0,0,0.01479,0
0.01,0.16203,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.08043,3.08043,11.33333,11.33333,8.84211,8.84211,0,0,0.01459,0
0.012,0.16203,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.08043,3.08043,11.36667,11.36667,8.84211,8.84211,0,0,0.01438,0
0.014,0.16203,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.08043,3.08043,11.36667,11.36667,8.84211,8.84211,0,0,0.01416,0
0.016,0.13874,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.36667,11.36667,8.84211,8.84211,0,0,0.01395,0
0.018,0.13874,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.36667,11.36667,8.84211,8.84211,0,0,0.01373,0
0.02,0.13874,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.36667,11.36667,8.84211,8.84211,0,0,0.01351,0
0.022,0.13874,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.33333,11.33333,8.84211,8.84211,0,0,0.01329,0
0.024,0.13874,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.33333,11.33333,8.84211,8.84211,0,0,0.01306,0
0.026,0.11928,0,0,0,0,0.00199,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.33333,11.33333,8.84211,8.84211,0,0,0.01284,0
0.028,0.11928,0,0,0,0,0.00199,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.33333,11.33333,8.84211,8.84211,0,0,0.01261,0
0.03,0.11928,0,0,0,0,0.00199,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.33333,11.33333,8.84211,8.84211,0,0,0.01238,0
0.032,0.11928,0,0,0,0,0.00199,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.3,11.3,8.78947,8.78947,0,0,0.01215,0
0.034,0.11928,0,0,0,0,0.00199,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.3,11.3,8.78947,8.78947,0,0,0.01191,0
0.036,0.1038,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.3,11.3,8.78947,8.78947,0,0,0.01168,0
0.038,0.1038,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.3,11.3,8.78947,8.78947,0,0,0.01144,0
0.04,0.1038,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.3,11.3,8.78947,8.78947,0,0,0.0112,0
0.042,0.1038,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.3,11.3,8.78947,8.78947,0,0,0.01096,0
0.044,0.1038,0,0,0,0,0,0,0,0,0,2.90631,2.90631,3.36566,3.36566,11.3,11.3,8.78947,8.78947,0,0,0.01072,0
0.046,0.09187,0,0,0,0,0,0,0,0,0,3.13426,3.13426,3.08043,3.08043,11.3,11.3,8.78947,8.78947,0,0,0.01048,0
0.048,0.09187,0,0,0,0,0,0,0,0,0,3.13426,3.13426,3.08043,3.08043,11.3,11.3,8.78947,8.78947,0,0,0.01023,0
0.05,0.09187,0,0,0,0,0,0,0,0,0,3.13426,3.13426,3.08043,3.08043,11.3,11.3,8.78947,8.78947,0,0,0,0
0.052,0.09187,0,0,0,0,0,0,0,0,0,3.13426,3.13426,3.08043,3.08043,11.3,11.3,8.78947,8.78947,0,0,0,0
0.054,0.09187,0,0,0,0,0,0,0,0,0,3.13426,3.13426,3.08043,3.08043,11.3,11.3,8.78947,8.78947,0,0,0,0
0.056,0.08845,0,0,0,0,0,0,0,0,0,3.13426,3.13426,3.36566,3.36566,11.3,11.3,8.78947,8.78947,0,0,0,0
0.058,0.08845,0,0,0,0,0,0,0,0,0,3.13426,3.13426,3.36566,3.36566,11.3,11.3,8.78947,8.78947,0,0,0,0
0.06,0.08845,0,0,0,0,0,0,0,0,0,3.13426,3.13426,3.36566,3.36566,11.3,11.3,8.78947,8.78947,0,0,0,0
0.062,0.08845,0,0,0,0,0,0,0,0,0,3.13426,3.13426,3.36566,3.36566,11.3,11.3,8.78947,8.78947,0,0,0,0
0.064,0.08845,0,0,0,0,0,0,0,0,0,3.13426,3.13426,3.36566,3.36566,11.3,11.3,8.78947,8.78947,0,0,0,0
0.066,0.07653,0,0,0,0,0,0,0,0,0,3.13426,3.13426,3.36566,3.36566,11.3,11.3,8.78947,8.78947,0,0,0,0
0.068,0.07653,0,0,0,0,0,0,0,0,0,3.13426,3.13426,3.36566,3.36566,11.3,11.3,8.78947,8.78947,0,0,0,0
