time_series,imu_COG_acc_x,imu_COG_acc_y,imu_COG_acc_z,imu_COG_gyro_roll_rate,imu_COG_gyro_pitch_rate,imu_COG_gyro_yaw_rate,wheel_speed_FL,wheel_speed_FR,wheel_speed_RL,wheel_speed_RR,drive_torque_FL,drive_torque_FR,drive_torque_RL,drive_torque_RR,brake_pressure_FL,brake_pressure_FR,brake_pressure_RL,brake_pressure_RR,rwa_FM,rwa_RM,veh_u,veh_v
0,0.17473,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.002,0.15903,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.004,0.15903,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.006,0.15903,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.008,0.15903,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.01,0.15903,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.012,0.15896,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.014,0.15896,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.016,0.15896,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.018,0.15896,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.02,0.15896,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.022,0.15499,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.024,0.15499,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.026,0.15499,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.028,0.15499,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0
0.03,0.15499,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0.00103
0.032,0.16671,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0.0011
0.034,0.16671,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.57895,15.57895,0,0,0,0.00117
