time_series,imu_COG_acc_x,imu_COG_acc_y,imu_COG_acc_z,imu_COG_gyro_roll_rate,imu_COG_gyro_pitch_rate,imu_COG_gyro_yaw_rate,wheel_speed_FL,wheel_speed_FR,wheel_speed_RL,wheel_speed_RR,drive_torque_FL,drive_torque_FR,drive_torque_RL,drive_torque_RR,brake_pressure_FL,brake_pressure_FR,brake_pressure_RL,brake_pressure_RR,rwa_FM,rwa_RM,veh_u,veh_v
0,1.19946,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,17.3,13.47368,13.47368,0,0,0.07763,0.00306
0.002,1.19946,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,17.3,13.47368,13.47368,0,0,0.07779,0.00286
0.004,1.19946,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,17.3,13.47368,13.47368,0,0,0.07794,0.00265
0.006,1.19946,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,17.3,13.47368,13.47368,0,0,0.07808,0.00245
0.008,1.19946,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26667,17.26667,13.47368,13.47368,0,0,0.07821,0.00224
0.01,1.08202,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26667,17.26667,13.47368,13.47368,0,0,0.07833,0.00204
0.012,1.08202,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26667,17.26667,13.47368,13.47368,0,0,0.07844,0.00184
0.014,1.08202,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26667,17.26667,13.47368,13.47368,0,0,0.07854,0.00164
0.016,1.08202,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26667,17.26667,13.47368,13.47368,0,0,0.07862,0.00144
0.018,1.08202,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26667,17.26667,13.47368,13.47368,0,0,0.0787,0.00124
0.02,0.94846,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26667,17.26667,13.47368,13.47368,0,0,0.07877,0.00105
0.022,0.94846,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26667,17.26667,13.47368,13.47368,0,0,0.07882,0
0.024,0.94846,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26667,17.26667,13.47368,13.47368,0,0,0.07887,0
0.026,0.94846,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26667,17.26667,13.47368,13.47368,0,0,0.0789,0
