ID;model_type;d_model;dim_ff;num_of_layers;nhead;sequence_size;input_size;output_size;input_id;step_size;dropout
673;Transformer;32;64;1;2;40;12;1;2;5;0.1
674;Transformer;32;96;1;2;40;12;1;2;5;0.1
675;Transformer;32;96;1;2;40;12;1;2;5;0.1
676;Transformer;32;96;1;2;40;12;1;2;5;0.1
677;Transformer;32;128;1;2;40;12;1;2;5;0.1
678;Transformer;32;128;1;2;40;12;1;2;5;0.1
679;Transformer;32;128;1;2;40;12;1;2;5;0.1
680;Transformer;64;128;1;2;40;12;1;2;5;0.1
681;Transformer;64;128;1;2;40;12;1;2;5;0.1
682;Transformer;64;128;1;2;40;12;1;2;5;0.1
683;Transformer;64;192;1;2;40;12;1;2;5;0.1
684;Transformer;64;192;1;2;40;12;1;2;5;0.1
685;Transformer;64;192;1;2;40;12;1;2;5;0.1
686;Transformer;64;256;1;2;40;12;1;2;5;0.1
687;Transformer;64;256;1;2;40;12;1;2;5;0.1
688;Transformer;64;256;1;2;40;12;1;2;5;0.1
689;Transformer;16;32;2;2;40;12;1;2;5;0.1
690;Transformer;16;32;2;2;40;12;1;2;5;0.1
691;Transformer;16;32;2;2;40;12;1;2;5;0.1
692;Transformer;16;48;2;2;40;12;1;2;5;0.1
693;Transformer;16;48;2;2;40;12;1;2;5;0.1
694;Transformer;16;48;2;2;40;12;1;2;5;0.1
695;Transformer;16;64;2;2;40;12;1;2;5;0.1
696;Transformer;16;64;2;2;40;12;1;2;5;0.1
697;Transformer;16;64;2;2;40;12;1;2;5;0.1
698;Transformer;32;64;2;2;40;12;1;2;5;0.1
699;Transformer;32;64;2;2;40;12;1;2;5;0.1
700;Transformer;32;64;2;2;40;12;1;2;5;0.1
701;Transformer;32;96;2;2;40;12;1;2;5;0.1
702;Transformer;32;96;2;2;40;12;1;2;5;0.1
703;Transformer;32;96;2;2;40;12;1;2;5;0.1
704;Transformer;32;128;2;2;40;12;1;2;5;0.1
705;Transformer;32;128;2;2;40;12;1;2;5;0.1
706;Transformer;32;128;2;2;40;12;1;2;5;0.1
707;Transformer;64;128;2;2;40;12;1;2;5;0.1
708;Transformer;64;128;2;2;40;12;1;2;5;0.1
709;Transformer;64;128;2;2;40;12;1;2;5;0.1
710;Transformer;64;192;2;2;40;12;1;2;5;0.1
711;Transformer;64;192;2;2;40;12;1;2;5;0.1
712;Transformer;64;192;2;2;40;12;1;2;5;0.1
713;Transformer;64;256;2;2;40;12;1;2;5;0.1
714;Transformer;64;256;2;2;40;12;1;2;5;0.1
715;Transformer;64;256;2;2;40;12;1;2;5;0.1
716;Transformer;16;32;3;2;40;12;1;2;5;0.1
717;Transformer;16;32;3;2;40;12;1;2;5;0.1
718;Transformer;16;32;3;2;40;12;1;2;5;0.1
719;Transformer;16;48;3;2;40;12;1;2;5;0.1
720;Transformer;16;48;3;2;40;12;1;2;5;0.1
721;Transformer;16;48;3;2;40;12;1;2;5;0.1
722;Transformer;16;64;3;2;40;12;1;2;5;0.1
723;Transformer;16;64;3;2;40;12;1;2;5;0.1
724;Transformer;16;64;3;2;40;12;1;2;5;0.1
725;Transformer;32;64;3;2;40;12;1;2;5;0.1
726;Transformer;32;64;3;2;40;12;1;2;5;0.1
727;Transformer;32;64;3;2;40;12;1;2;5;0.1
728;Transformer;32;96;3;2;40;12;1;2;5;0.1
729;Transformer;32;96;3;2;40;12;1;2;5;0.1
730;Transformer;32;96;3;2;40;12;1;2;5;0.1
731;Transformer;32;128;3;2;40;12;1;2;5;0.1
732;Transformer;32;128;3;2;40;12;1;2;5;0.1
733;Transformer;32;128;3;2;40;12;1;2;5;0.1
734;Transformer;64;128;3;2;40;12;1;2;5;0.1
735;Transformer;64;128;3;2;40;12;1;2;5;0.1
736;Transformer;64;128;3;2;40;12;1;2;5;0.1
737;Transformer;64;192;3;2;40;12;1;2;5;0.1
738;Transformer;64;192;3;2;40;12;1;2;5;0.1
739;Transformer;64;192;3;2;40;12;1;2;5;0.1
740;Transformer;64;256;3;2;40;12;1;2;5;0.1
741;Transformer;64;256;3;2;40;12;1;2;5;0.1
742;Transformer;64;256;3;2;40;12;1;2;5;0.1
743;Transformer;16;32;1;4;40;12;1;2;5;0.1
744;Transformer;16;32;1;4;40;12;1;2;5;0.1
745;Transformer;16;32;1;4;40;12;1;2;5;0.1
746;Transformer;16;48;1;4;40;12;1;2;5;0.1
747;Transformer;16;48;1;4;40;12;1;2;5;0.1
748;Transformer;16;48;1;4;40;12;1;2;5;0.1
749;Transformer;16;64;1;4;40;12;1;2;5;0.1
750;Transformer;16;64;1;4;40;12;1;2;5;0.1
751;Transformer;16;64;1;4;40;12;1;2;5;0.1
752;Transformer;32;64;1;4;40;12;1;2;5;0.1
753;Transformer;32;64;1;4;40;12;1;2;5;0.1
754;Transformer;32;64;1;4;40;12;1;2;5;0.1
755;Transformer;32;96;1;4;40;12;1;2;5;0.1
756;Transformer;32;96;1;4;40;12;1;2;5;0.1
757;Transformer;32;96;1;4;40;12;1;2;5;0.1
758;Transformer;32;128;1;4;40;12;1;2;5;0.1
759;Transformer;32;128;1;4;40;12;1;2;5;0.1
760;Transformer;32;128;1;4;40;12;1;2;5;0.1
761;Transformer;64;128;1;4;40;12;1;2;5;0.1
762;Transformer;64;128;1;4;40;12;1;2;5;0.1
763;Transformer;64;128;1;4;40;12;1;2;5;0.1
764;Transformer;64;192;1;4;40;12;1;2;5;0.1
765;Transformer;64;192;1;4;40;12;1;2;5;0.1
766;Transformer;64;192;1;4;40;12;1;2;5;0.1
767;Transformer;64;256;1;4;40;12;1;2;5;0.1
768;Transformer;64;256;1;4;40;12;1;2;5;0.1
769;Transformer;64;256;1;4;40;12;1;2;5;0.1
770;Transformer;16;32;2;4;40;12;1;2;5;0.1
771;Transformer;16;32;2;4;40;12;1;2;5;0.1
772;Transformer;16;32;2;4;40;12;1;2;5;0.1
773;Transformer;16;48;2;4;40;12;1;2;5;0.1
774;Transformer;16;48;2;4;40;12;1;2;5;0.1
775;Transformer;16;48;2;4;40;12;1;2;5;0.1
776;Transformer;16;64;2;4;40;12;1;2;5;0.1
777;Transformer;16;64;2;4;40;12;1;2;5;0.1
778;Transformer;16;64;2;4;40;12;1;2;5;0.1
779;Transformer;32;64;2;4;40;12;1;2;5;0.1
780;Transformer;32;64;2;4;40;12;1;2;5;0.1
781;Transformer;32;64;2;4;40;12;1;2;5;0.1
782;Transformer;32;96;2;4;40;12;1;2;5;0.1
783;Transformer;32;96;2;4;40;12;1;2;5;0.1
784;Transformer;32;96;2;4;40;12;1;2;5;0.1
785;Transformer;32;128;2;4;40;12;1;2;5;0.1
786;Transformer;32;128;2;4;40;12;1;2;5;0.1
787;Transformer;32;128;2;4;40;12;1;2;5;0.1
788;Transformer;64;128;2;4;40;12;1;2;5;0.1
789;Transformer;64;128;2;4;40;12;1;2;5;0.1
790;Transformer;64;128;2;4;40;12;1;2;5;0.1
791;Transformer;64;192;2;4;40;12;1;2;5;0.1
792;Transformer;64;192;2;4;40;12;1;2;5;0.1
793;Transformer;64;192;2;4;40;12;1;2;5;0.1
794;Transformer;64;256;2;4;40;12;1;2;5;0.1
795;Transformer;64;256;2;4;40;12;1;2;5;0.1
796;Transformer;64;256;2;4;40;12;1;2;5;0.1
797;Transformer;16;32;3;4;40;12;1;2;5;0.1
798;Transformer;16;32;3;4;40;12;1;2;5;0.1
799;Transformer;16;32;3;4;40;12;1;2;5;0.1
800;Transformer;16;48;3;4;40;12;1;2;5;0.1
801;Transformer;16;48;3;4;40;12;1;2;5;0.1
802;Transformer;16;48;3;4;40;12;1;2;5;0.1
803;Transformer;16;64;3;4;40;12;1;2;5;0.1
804;Transformer;16;64;3;4;40;12;1;2;5;0.1
805;Transformer;16;64;3;4;40;12;1;2;5;0.1
806;Transformer;32;64;3;4;40;12;1;2;5;0.1
807;Transformer;32;64;3;4;40;12;1;2;5;0.1
808;Transformer;32;64;3;4;40;12;1;2;5;0.1
809;Transformer;32;96;3;4;40;12;1;2;5;0.1
810;Transformer;32;96;3;4;40;12;1;2;5;0.1
811;Transformer;32;96;3;4;40;12;1;2;5;0.1
812;Transformer;32;128;3;4;40;12;1;2;5;0.1
813;Transformer;32;128;3;4;40;12;1;2;5;0.1
814;Transformer;32;128;3;4;40;12;1;2;5;0.1
815;Transformer;64;128;3;4;40;12;1;2;5;0.1
816;Transformer;64;128;3;4;40;12;1;2;5;0.1
817;Transformer;64;128;3;4;40;12;1;2;5;0.1
818;Transformer;64;192;3;4;40;12;1;2;5;0.1
819;Transformer;64;192;3;4;40;12;1;2;5;0.1
820;Transformer;64;192;3;4;40;12;1;2;5;0.1
821;Transformer;64;256;3;4;40;12;1;2;5;0.1
822;Transformer;64;256;3;4;40;12;1;2;5;0.1
823;Transformer;64;256;3;4;40;12;1;2;5;0.1
824;Transformer;16;32;1;2;50;12;1;2;5;0.1
825;Transformer;16;32;1;2;50;12;1;2;5;0.1
826;Transformer;16;32;1;2;50;12;1;2;5;0.1
827;Transformer;16;48;1;2;50;12;1;2;5;0.1
828;Transformer;16;48;1;2;50;12;1;2;5;0.1
829;Transformer;16;48;1;2;50;12;1;2;5;0.1
830;Transformer;16;64;1;2;50;12;1;2;5;0.1
831;Transformer;16;64;1;2;50;12;1;2;5;0.1
832;Transformer;16;64;1;2;50;12;1;2;5;0.1
833;Transformer;32;64;1;2;50;12;1;2;5;0.1
834;Transformer;32;64;1;2;50;12;1;2;5;0.1
835;Transformer;32;64;1;2;50;12;1;2;5;0.1
836;Transformer;32;96;1;2;50;12;1;2;5;0.1
837;Transformer;32;96;1;2;50;12;1;2;5;0.1
838;Transformer;32;96;1;2;50;12;1;2;5;0.1
839;Transformer;32;128;1;2;50;12;1;2;5;0.1
840;Transformer;32;128;1;2;50;12;1;2;5;0.1
841;Transformer;32;128;1;2;50;12;1;2;5;0.1
842;Transformer;64;128;1;2;50;12;1;2;5;0.1
843;Transformer;64;128;1;2;50;12;1;2;5;0.1
844;Transformer;64;128;1;2;50;12;1;2;5;0.1
845;Transformer;64;192;1;2;50;12;1;2;5;0.1
846;Transformer;64;192;1;2;50;12;1;2;5;0.1
847;Transformer;64;192;1;2;50;12;1;2;5;0.1
848;Transformer;64;256;1;2;50;12;1;2;5;0.1
849;Transformer;64;256;1;2;50;12;1;2;5;0.1
850;Transformer;64;256;1;2;50;12;1;2;5;0.1
851;Transformer;16;32;2;2;50;12;1;2;5;0.1
852;Transformer;16;32;2;2;50;12;1;2;5;0.1
853;Transformer;16;32;2;2;50;12;1;2;5;0.1
854;Transformer;16;48;2;2;50;12;1;2;5;0.1
855;Transformer;16;48;2;2;50;12;1;2;5;0.1
856;Transformer;16;48;2;2;50;12;1;2;5;0.1
857;Transformer;16;64;2;2;50;12;1;2;5;0.1
858;Transformer;16;64;2;2;50;12;1;2;5;0.1
859;Transformer;16;64;2;2;50;12;1;2;5;0.1
860;Transformer;32;64;2;2;50;12;1;2;5;0.1
861;Transformer;32;64;2;2;50;12;1;2;5;0.1
862;Transformer;32;64;2;2;50;12;1;2;5;0.1
863;Transformer;32;96;2;2;50;12;1;2;5;0.1
864;Transformer;32;96;2;2;50;12;1;2;5;0.1
865;Transformer;32;96;2;2;50;12;1;2;5;0.1
866;Transformer;32;128;2;2;50;12;1;2;5;0.1
867;Transformer;32;128;2;2;50;12;1;2;5;0.1
868;Transformer;32;128;2;2;50;12;1;2;5;0.1
869;Transformer;64;128;2;2;50;12;1;2;5;0.1
870;Transformer;64;128;2;2;50;12;1;2;5;0.1
871;Transformer;64;128;2;2;50;12;1;2;5;0.1
872;Transformer;64;192;2;2;50;12;1;2;5;0.1
873;Transformer;64;192;2;2;50;12;1;2;5;0.1
874;Transformer;64;192;2;2;50;12;1;2;5;0.1
875;Transformer;64;256;2;2;50;12;1;2;5;0.1
876;Transformer;64;256;2;2;50;12;1;2;5;0.1
877;Transformer;64;256;2;2;50;12;1;2;5;0.1
878;Transformer;16;32;3;2;50;12;1;2;5;0.1
879;Transformer;16;32;3;2;50;12;1;2;5;0.1
880;Transformer;16;32;3;2;50;12;1;2;5;0.1
881;Transformer;16;48;3;2;50;12;1;2;5;0.1
882;Transformer;16;48;3;2;50;12;1;2;5;0.1
883;Transformer;16;48;3;2;50;12;1;2;5;0.1
884;Transformer;16;64;3;2;50;12;1;2;5;0.1
885;Transformer;16;64;3;2;50;12;1;2;5;0.1
886;Transformer;16;64;3;2;50;12;1;2;5;0.1
887;Transformer;32;64;3;2;50;12;1;2;5;0.1
888;Transformer;32;64;3;2;50;12;1;2;5;0.1
889;Transformer;32;64;3;2;50;12;1;2;5;0.1
890;Transformer;32;96;3;2;50;12;1;2;5;0.1
891;Transformer;32;96;3;2;50;12;1;2;5;0.1
892;Transformer;32;96;3;2;50;12;1;2;5;0.1
893;Transformer;32;128;3;2;50;12;1;2;5;0.1
894;Transformer;32;128;3;2;50;12;1;2;5;0.1
895;Transformer;32;128;3;2;50;12;1;2;5;0.1
896;Transformer;64;128;3;2;50;12;1;2;5;0.1
897;Transformer;64;128;3;2;50;12;1;2;5;0.1
898;Transformer;64;128;3;2;50;12;1;2;5;0.1
899;Transformer;64;192;3;2;50;12;1;2;5;0.1
900;Transformer;64;192;3;2;50;12;1;2;5;0.1
901;Transformer;64;192;3;2;50;12;1;2;5;0.1
902;Transformer;64;256;3;2;50;12;1;2;5;0.1
903;Transformer;64;256;3;2;50;12;1;2;5;0.1
904;Transformer;64;256;3;2;50;12;1;2;5;0.1
905;Transformer;16;32;1;4;50;12;1;2;5;0.1
906;Transformer;16;32;1;4;50;12;1;2;5;0.1
907;Transformer;16;32;1;4;50;12;1;2;5;0.1
908;Transformer;16;48;1;4;50;12;1;2;5;0.1
909;Transformer;16;48;1;4;50;12;1;2;5;0.1
910;Transformer;16;48;1;4;50;12;1;2;5;0.1
911;Transformer;16;64;1;4;50;12;1;2;5;0.1
912;Transformer;16;64;1;4;50;12;1;2;5;0.1
913;Transformer;16;64;1;4;50;12;1;2;5;0.1
914;Transformer;32;64;1;4;50;12;1;2;5;0.1
915;Transformer;32;64;1;4;50;12;1;2;5;0.1
916;Transformer;32;64;1;4;50;12;1;2;5;0.1
917;Transformer;32;96;1;4;50;12;1;2;5;0.1
918;Transformer;32;96;1;4;50;12;1;2;5;0.1
919;Transformer;32;96;1;4;50;12;1;2;5;0.1
920;Transformer;32;128;1;4;50;12;1;2;5;0.1
921;Transformer;32;128;1;4;50;12;1;2;5;0.1
922;Transformer;32;128;1;4;50;12;1;2;5;0.1
923;Transformer;64;128;1;4;50;12;1;2;5;0.1
924;Transformer;64;128;1;4;50;12;1;2;5;0.1
925;Transformer;64;128;1;4;50;12;1;2;5;0.1
926;Transformer;64;192;1;4;50;12;1;2;5;0.1
927;Transformer;64;192;1;4;50;12;1;2;5;0.1
928;Transformer;64;192;1;4;50;12;1;2;5;0.1
929;Transformer;64;256;1;4;50;12;1;2;5;0.1
930;Transformer;64;256;1;4;50;12;1;2;5;0.1
931;Transformer;64;256;1;4;50;12;1;2;5;0.1
932;Transformer;16;32;2;4;50;12;1;2;5;0.1
933;Transformer;16;32;2;4;50;12;1;2;5;0.1
934;Transformer;16;32;2;4;50;12;1;2;5;0.1
935;Transformer;16;48;2;4;50;12;1;2;5;0.1
936;Transformer;16;48;2;4;50;12;1;2;5;0.1
937;Transformer;16;48;2;4;50;12;1;2;5;0.1
938;Transformer;16;64;2;4;50;12;1;2;5;0.1
939;Transformer;16;64;2;4;50;12;1;2;5;0.1
940;Transformer;16;64;2;4;50;12;1;2;5;0.1
941;Transformer;32;64;2;4;50;12;1;2;5;0.1
942;Transformer;32;64;2;4;50;12;1;2;5;0.1
943;Transformer;32;64;2;4;50;12;1;2;5;0.1
944;Transformer;32;96;2;4;50;12;1;2;5;0.1
945;Transformer;32;96;2;4;50;12;1;2;5;0.1
946;Transformer;32;96;2;4;50;12;1;2;5;0.1
947;Transformer;32;128;2;4;50;12;1;2;5;0.1
948;Transformer;32;128;2;4;50;12;1;2;5;0.1
949;Transformer;32;128;2;4;50;12;1;2;5;0.1
950;Transformer;64;128;2;4;50;12;1;2;5;0.1
951;Transformer;64;128;2;4;50;12;1;2;5;0.1
952;Transformer;64;128;2;4;50;12;1;2;5;0.1
953;Transformer;64;192;2;4;50;12;1;2;5;0.1
954;Transformer;64;192;2;4;50;12;1;2;5;0.1
955;Transformer;64;192;2;4;50;12;1;2;5;0.1
956;Transformer;64;256;2;4;50;12;1;2;5;0.1
957;Transformer;64;256;2;4;50;12;1;2;5;0.1
958;Transformer;64;256;2;4;50;12;1;2;5;0.1
959;Transformer;16;32;3;4;50;12;1;2;5;0.1
960;Transformer;16;32;3;4;50;12;1;2;5;0.1
961;Transformer;16;32;3;4;50;12;1;2;5;0.1
962;Transformer;16;48;3;4;50;12;1;2;5;0.1
963;Transformer;16;48;3;4;50;12;1;2;5;0.1
964;Transformer;16;48;3;4;50;12;1;2;5;0.1
965;Transformer;16;64;3;4;50;12;1;2;5;0.1
966;Transformer;16;64;3;4;50;12;1;2;5;0.1
967;Transformer;16;64;3;4;50;12;1;2;5;0.1
968;Transformer;32;64;3;4;50;12;1;2;5;0.1
969;Transformer;32;64;3;4;50;12;1;2;5;0.1
970;Transformer;32;64;3;4;50;12;1;2;5;0.1
971;Transformer;32;96;3;4;50;12;1;2;5;0.1
972;Transformer;32;96;3;4;50;12;1;2;5;0.1
973;Transformer;32;96;3;4;50;12;1;2;5;0.1
974;Transformer;32;128;3;4;50;12;1;2;5;0.1
975;Transformer;32;128;3;4;50;12;1;2;5;0.1
976;Transformer;32;128;3;4;50;12;1;2;5;0.1
977;Transformer;64;128;3;4;50;12;1;2;5;0.1
978;Transformer;64;128;3;4;50;12;1;2;5;0.1
