time,veh_u,veh_v,best_wheel,model_based,ekf_m_bw,veh_ref,ekf_ai
0 sec,0,0,0,-0.758274646414449,-1.52018968160167e-14,0,0.113943797590016
0.01 sec,0,0,0,-0.75827261687669,5.50976932738793e-17,0,0.101182442189662
0.02 sec,0,0,0,-0.758275530115581,-9.02850300895991e-17,0,0.0750232875885752
0.03 sec,0,0,0,-0.758270920533347,1.5610139591539e-16,0,0.0537927333884377
0.04 sec,0,0,0,-0.758278703614147,-2.77700175273796e-16,0,0.0234156554793614
0.05 sec,0,0,0,-0.758265006417786,5.0291988320161e-16,0,0.0131573229163926
0.06 sec,0,0,0,-0.758289598554725,-9.16560799696722e-16,0,0.00115053886409357
0.07 sec,0,0,0,-0.758244791039304,1.682529305767e-15,0,-0.000379190948721429
0.08 sec,0,0,0,-0.758326587991227,-3.08255618296574e-15,0,-0.0110544433698939
0.09 sec,0,0,0,-0.758175374215451,5.6994339803218e-15,0,-0.0117302167051456
0.1 sec,0,0,0,-0.758453376528636,-1.0443780714374e-14,0,-0.0120061135904726
0.11 sec,0,0,0,-0.757920060754087,1.97484986263347e-14,0,-0.0119921020388465
0.12 sec,0,0,0,-0.758955335555228,-3.69997001786748e-14,0,-0.0172233485346897
0.13 sec,0.00042,0,0,-0.756719095969759,7.82291982928673e-14,0,-0.0167789357592221
0.14 sec,0.00076,0,0,-0.663243155723351,-1.6241934013006e-13,0,-0.0167132537695243
0.15 sec,0.00105,0,0,-0.487562611905315,3.1745266138028e-13,0,-0.0161871333983524
0.16 sec,0.00131,0,0,-0.490178957097882,-4.88715838631304e-13,0,-0.0166254171005865
0.17 sec,0.00152,0,0,-0.492586268231508,5.36844006748805e-13,0,-0.0160181386768985
0.18 sec,0.0017,0,0,-0.489627275245634,-6.13059082665846e-13,0,-0.0154406423357023
0.19 sec,0.00183,0,0,-0.492660374362691,5.72546350607883e-13,0,-0.0149652697190225
0.2 sec,0.00192,0,0,-0.489616234913084,-6.24608004207161e-13,0,-0.0136234639463226
0.21 sec,0.00197,0,0,-0.492662953764006,5.75179660844416e-13,0,-0.0124698306608083
0.22 sec,0.00198,0,0,-0.489615615905553,-6.25395568665255e-13,0,-0.0121311349426967
0.23 sec,0.00196,0,0,-0.492663159252469,5.75358337362442e-13,0,-0.0113460997802515
0.24 sec,0.0019,0,0,-0.489615559067015,-6.25448477731272e-13,0,-0.0112133217378822
0.25 sec,0.0018,0,-0.00170084,-0.492663179331266,-0.00170083999925454,0,-0.00996396652400892
0.26 sec,0.00168,0,-0.00170084,-0.489615553407818,-0.00170084000019743,0,-0.00959170203263492
0.27 sec,0.00153,0,-0.00170084,-0.492663181345134,-0.00170083999899665,0,-0.00914230173523812
0.28 sec,0.00135,0,-0.00170084,-0.489615552839008,-0.00170084000019743,0,-0.00891679697813618
0.29 sec,0.00115,0,-0.00167558,-0.492663181547714,-0.00167557999899918,0,-0.0088298387159266
0.3 sec,0.00093,0,-0.00170084,-0.489615552781776,-0.00170084000020126,0,-0.00883184172299052
0.31 sec,0.0007,0,0,-0.492663181568098,8.33258809174175e-13,0,-0.00962698401206328
0.32 sec,0.00045,0,0,-0.489615519778347,-6.24285345640629e-13,0,-0.00983187506108543
0.33 sec,0.00019,0,0,-0.492660500394059,5.74200409442227e-13,0,-0.00988577498331183
0.34 sec,0,0,-0.00167558,-0.489618448342145,-0.00167558000045673,0,-0.00935769848149979
0.35 sec,0,0,0,-0.492660182213175,8.28309643097214e-13,0,-0.0105536948552729
0.36 sec,0,0,0,-0.489618479221402,-6.24295753981485e-13,0,-0.0106004235230337
0.37 sec,0,0,0,-0.492660179247427,5.74213419868297e-13,0,-0.0109257002735618
0.38 sec,0,0,0,-0.489618479405321,-6.24286213002367e-13,0,-0.0112053086947287
0.39 sec,0,0,0,-0.492660179270918,5.74206480974393e-13,0,-0.0116885760628047
0.4 sec,0,0,0,-0.489618479391434,-6.24285345640629e-13,0,-0.0116411872320061
0.41 sec,0,0,-9.44155864601726e-18,-0.49266017927685,5.74196072633537e-13,0,-0.0120606888992336
0.42 sec,0,0,-0.00170084,-0.489618479389677,-0.0017008400004542,0,-0.0115054991069886
0.43 sec,0,0,0,-0.492660179277486,8.32141647255646e-13,0,-0.0125838220526665
0.44 sec,0,0,0,-0.489618479389496,-6.24295753981485e-13,0,-0.0124250126244257
0.45 sec,0,0,0,-0.492660179277551,5.74214287230035e-13,0,-0.0129191934752215
0.46 sec,0,0,0,-0.489618479389478,-6.24286213002367e-13,0,-0.0130836613637062
0.47 sec,0,0,0,-0.492660179277558,5.74207348336131e-13,0,-0.0132563923964183
0.48 sec,0,0,0,-0.489618479389476,-6.24285345640629e-13,0,-0.0135335356282011
0.49 sec,0,0,0,-0.492660179277558,5.74205613612655e-13,0,-0.0137056684976767
0.5 sec,0,0,0,-0.489618479389476,-6.24284478278891e-13,0,-0.0137383976006474
0.51 sec,0,0,-0.00170926,-0.492660179277558,-0.00170925999925487,0,-0.0131492092176513
0.52 sec,0,0,0,-0.489618479389476,-3.65069953434105e-13,0,-0.0140828878687647
0.53 sec,0,0,0,-0.492660179277558,5.7415617399359e-13,0,-0.0138561761936006
