time,veh_u,veh_v,best_wheel,model_based,ekf_m_bw,veh_ref,ekf_ai
0.95 sec,0,0,0,-0.493057109695654,7.28419928541779e-13,0,-0.0115439717537786
0.96 sec,0,0,0,-0.489232812308955,-7.78474507079352e-13,0,-0.0114656216878723
0.97 sec,0,0,0,-0.493057109695693,7.28422530626993e-13,0,-0.0112722049456247
0.98 sec,0,0,-0.00167558,-0.489232812308944,-0.00167558000061092,0,-0.0101197010578959
0.99 sec,0,0,0,-0.493057109695697,9.82528294835028e-13,0,-0.0107550923787824
1 sec,0,0,-0.00167558,-0.489232812308943,-0.00167558000061093,0,-0.00993839084391563
1.01 sec,0,0,-0.00167558,-0.493057109695697,-0.0016755799988499,0,-0.00957664522831895
1.02 sec,0,0,-0.00167558,-0.489232812308943,-0.00167558000035683,0,-0.00901329989467382
1.03 sec,0,0,-0.00167558,-0.493057109695697,-0.00167557999884996,0,-0.00895460494489737
1.04 sec,0,0,-0.00167558,-0.489232812308943,-0.00167558000035682,0,-0.00869808734739747
1.05 sec,0,0,-0.00167558,-0.493057109695697,-0.00167557999884997,0,-0.00843188282735976
1.06 sec,0,0,-0.00167558,-0.489232812308943,-0.00167558000035681,0,-0.00808567089587026
1.07 sec,0,0,-0.001684,-0.493057109695697,-0.00168399999884914,0,-0.00817954541133406
1.08 sec,0,0,-0.00170926,-0.489232812308943,-0.00170926000035217,0,-0.0080447797520746
1.09 sec,0,0,-0.00170926,-0.493057109695697,-0.0017092599988415,0,-0.00788681775154545
1.1 sec,0,0,0,-0.489232812308943,-5.19264319043256e-13,0,-0.00824436053307519
1.11 sec,0,0,0,-0.493057109695697,7.28356611134906e-13,0,-0.00829310152551316
1.12 sec,0,0,0,-0.489232812308943,-7.78464966100234e-13,0,-0.00813065914810712
1.13 sec,0,0,0,-0.493057109695697,7.28406050753971e-13,0,-0.00812564646385856
1.14 sec,1.17683640610267e-17,0,0,-0.489232812308943,-7.78471904994138e-13,0,-0.00803035014391387
1.15 sec,0.000530000000000015,0,0,-0.493057109695697,7.28419061180041e-13,0,-0.00839449644221553
1.16 sec,0.00121,0,0,-0.489232812308943,-7.78473639717614e-13,0,-0.008398092878608
1.17 sec,0.00178,0,0,-0.493057109695697,7.28422530626993e-13,0,-0.0086876066386971
1.18 sec,0.00234,0,0,-0.489232812308943,-7.78474507079352e-13,0,-0.00868756396204589
1.19 sec,0.00288,0,0,-0.493057109695697,7.28423397988731e-13,0,-0.00908359603513079
1.2 sec,0.0034,0,0,-0.489232812308943,-7.78474507079352e-13,0,-0.00912062248274422
1.21 sec,0.00389,0,0,-0.493057109695697,7.28423397988731e-13,0,-0.00928591263647654
1.22 sec,0.00435,0,0,-0.489232728827139,-7.76138701918949e-13,0,-0.00945061720147874
1.23 sec,0.00477,0,0,-0.493051419407199,7.17910973724312e-13,0,-0.00973417444161065
1.24 sec,0.00514,0,0,-0.489256039230553,-7.4109642034248e-13,0,-0.0099333380649854
1.25 sec,0.00546,0,0,-0.492966910492903,6.48984338491587e-13,0,-0.010187373460469
1.26 sec,0.00573,0,0,-0.489418821739284,-6.5816276040298e-13,0,-0.0106243673019761
1.27 sec,0.00595,0,-0.00170084,-0.492758722659347,-0.0017008399992522,0,-0.0101822591297593
1.28 sec,0.00611,0,-0.00170926,-0.48960059477712,-0.00170926000018841,0,-0.0104428790041307
1.29 sec,0.00621,0,0,-0.492646204687305,8.34539035099446e-13,0,-0.0109833847097882
1.3 sec,0.00626,0,-0.00170084,-0.489617758062062,-0.00170084000047289,0,-0.0108555190471974
1.31 sec,0.00624,0,0,-0.492703899827229,8.71856406514659e-13,0,-0.0113821329577423
1.32 sec,0.00618,0,-0.00170926,-0.489525192935065,-0.0017092600005071,0,-0.0108907015550819
1.33 sec,0.00606,0,-0.00170926,-0.492794018053813,-0.0017092599989384,0,-0.0107360007753697
1.34 sec,0.00589,0,0,-0.489476352126583,-4.18816023528557e-13,0,-0.0116838643259245
1.35 sec,0.00568,0,-0.00170926,-0.492799120409028,-0.0017092599992035,0,-0.0109762925556385
1.36 sec,0.00542,0,0,-0.489489109980121,-4.16459401686442e-13,0,-0.0118418514854595
1.37 sec,0.00513,0,0,-0.492792419122287,6.25547356969403e-13,0,-0.0119617477809778
1.38 sec,0.00486999999999999,0,0,-0.489489772929936,-6.75669589722538e-13,0,-0.0121894157244671
1.39 sec,0.00451999999999999,0,0,-0.492792349200419,6.25593327141516e-13,0,-0.0125253794928201
1.4 sec,0.00414999999999999,0,0,-0.489489779067933,-6.75678263339918e-13,0,-0.0129832145740088
1.41 sec,0.00369,0,0,-0.492792348859567,6.25605470205848e-13,0,-0.0135395841148087
1.42 sec,0.00329,0,0,-0.489489779014583,-6.75679998063394e-13,0,-0.0139923347719007
1.43 sec,0.00288,0,0,-0.492792348899434,6.256089396528e-13,0,-0.0144133713976736
1.44 sec,0.00248,0,0,-0.489489779001782,-6.75680865425132e-13,0,-0.0148190297787053
1.45 sec,0.00209,0,0,-0.492792348904268,6.25609807014538e-13,0,-0.015073376046745
1.46 sec,0.00171,0,0,-0.489489779000411,-6.75680865425132e-13,0,-0.0151591190217463
1.47 sec,0.00135,0,0,-0.492792348904763,6.25609807014538e-13,0,-0.0148832047022659
1.48 sec,0.00101,0,0,-0.489489779000272,-6.75680865425132e-13,0,-0.0145088814840018
1.49 sec,0.00069,0,0,-0.492792348904813,6.25609807014538e-13,0,-0.0140353629695243
1.5 sec,0.00041,0,0,-0.489489779000258,-6.75680865425132e-13,0,-0.0134723504659342
1.51 sec,0.00015,0,0,-0.492792348904818,6.25609807014538e-13,0,-0.012774337388094
1.52 sec,0,0,0,-0.489489743122039,-6.74512529164062e-13,0,-0.0116910165397494
1.53 sec,0,0,-0.00170084,-0.492789665767145,-0.00170083999920547,0,-0.0104030576477436
1.54 sec,0,0,0,-0.489492671343131,-4.16575628159332e-13,0,-0.0102169343279298
1.55 sec,0,0,0,-0.49278934643881,6.24390296410926e-13,0,-0.00931402566083658
1.56 sec,0,0,0,-0.489492702232522,-6.74502988184944e-13,0,-0.00820953258380495
1.57 sec,0,0,0,-0.4927893434583,6.24428460327398e-13,0,-0.00781956509339176
1.58 sec,0,0,0,-0.489492702418861,-6.74509927078848e-13,0,-0.00751905506751861
1.59 sec,0,0,-0.00167558,-0.49278934348132,-0.001675579999208,0,-0.00667927866335689
1.6 sec,0,0,-0.00167558,-0.489492702405243,-0.00167558000025285,0,-0.00651941528026749
1.61 sec,0,0,0,-0.492789343487214,8.78495193257223e-13,0,-0.00732324497713243
1.62 sec,0,0,0,-0.489492702403515,-6.74514263887538e-13,0,-0.00759614671809735
1.63 sec,5.10702591327572e-18,0,0,-0.492789343487847,6.24437133944777e-13,0,-0.00749278901462372
1.64 sec,0.000230000000000005,0,0,-0.489492702403337,-6.74512529164062e-13,0,-0.00754167761932529
1.65 sec,0.000460000000000006,0,0,-0.492789343487911,6.24439736029991e-13,0,-0.00793498972753714
1.66 sec,0.000710000000000007,0,0,-0.489492702403319,-6.74512529164062e-13,0,-0.0081296410179511
1.67 sec,0.00103,0,0,-0.492789343487917,6.24441470753467e-13,0,-0.00824549915864703
1.68 sec,0.00131,0,0,-0.489492702403317,-6.74512529164062e-13,0,-0.00828186858859656
1.69 sec,0.00159,0,0,-0.492789343487918,6.24441470753467e-13,0,-0.00868929260742955
1.7 sec,0.00188,0,0,-0.489492702403317,-6.74512529164062e-13,0,-0.00881166342794643
1.71 sec,0.00217,0,0,-0.492789343487918,6.24441470753467e-13,0,-0.00891269247820444
1.72 sec,0.00245,0,-0.00170926,-0.489492702403317,-0.00170926000050359,0,-0.0082908264406449
1.73 sec,0.00272,0,0,-0.492789343487918,8.83655995598254e-13,0,-0.00921082447631258
1.74 sec,0.00299,0,0,-0.489492702403317,-6.74523804866656e-13,0,-0.0092653389562347
1.75 sec,0.00324,0,0,-0.492789343487918,6.24451011732585e-13,0,-0.00932449534278697
1.76 sec,0.00347,0,0,-0.489492702403317,-6.74514263887538e-13,0,-0.00933193815888544
1.77 sec,0.00368,0,0,-0.492789343487918,6.24444072838681e-13,0,-0.00952311276953773
1.78 sec,0.00387,0,0,-0.489492702403317,-6.745133965258e-13,0,-0.00960540641949197
1.79 sec,0.00404,0,-0.001684,-0.492789343487918,-0.00168399999920716,0,-0.00893688843833084
1.8 sec,0.00418,0,0,-0.489492702403317,-4.19130008477708e-13,0,-0.00962261501593331
1.81 sec,0.0043,0,0,-0.492789343487918,6.24391163772664e-13,0,-0.00974038040062114
1.82 sec,0.00439,0,0,-0.489492702403317,-6.74502988184944e-13,0,-0.0098248903464494
1.83 sec,0.00445,0,0,-0.492789343487918,6.24428460327398e-13,0,-0.00958454388916708
1.84 sec,0.00449,0,-0.00170926,-0.489492702403317,-0.00170926000050358,0,-0.00908721633027767
1.85 sec,0.00449,0,-0.00170084,-0.49278930413277,-0.00170083999894743,0,-0.00894622086195102
1.86 sec,0.00447,0,0,-0.489495333574945,-4.15418567600856e-13,0,-0.00960975401306741
1.87 sec,0.00443,0,0,-0.492786368507662,6.23230633767236e-13,0,-0.00936628256745197
1.88 sec,0.00438,0,0,-0.489495587596252,-6.72168917748017e-13,0,-0.00957135231406894
1.89 sec,0.00429,0,0,-0.492783615962571,6.20925186267662e-13,0,-0.00956687010846744
1.9 sec,0.00419,0,0,-0.489501078508257,-6.68669980496972e-13,0,-0.00955857918032818
1.91 sec,0.00406,0,0,-0.492774956061211,6.17428851101831e-13,0,-0.00933528995941715
1.92 sec,0.00389,0,0,-0.48950981635184,-6.65167573798975e-13,0,-0.0094501709737182
1.93 sec,0.00374,0,-0.00167558,-0.492765866939607,-0.00167557999922085,0,-0.00885749465852678
1.94 sec,0.00358,0,0,-0.489523852009473,-4.05220995647326e-13,0,-0.00940497236752604
1.95 sec,0.0034,0,0,-0.49275094365194,6.06867854580084e-13,0,-0.00916332192394039
1.96 sec,0.00323,0,0,-0.48953583747701,-6.54645608555438e-13,0,-0.00925185700841222
1.97 sec,0.00305,0,0,-0.492738858523774,6.01063469829466e-13,0,-0.00923646366684435
1.98 sec,0.00288,0,0,-0.489550137066586,-6.47644264606395e-13,0,-0.00917965000207638
1.99 sec,0.00271,0,-0.00170084,-0.492721150141771,-0.00170083999923702,0,-0.00837075227225622
2 sec,0.00255,0,0,-0.48957028765539,-3.81532045540256e-13,0,-0.00907738252728681
2.01 sec,0.00242999999999999,0,0,-0.492700197896832,5.85837801880817e-13,0,-0.00901774829532917
2.02 sec,0.00227,0,0,-0.48958813276707,-6.3245155640379e-13,0,-0.00893830820115283
2.03 sec,0.00216999999999999,0,-0.00167557999999993,-0.492682150405848,-0.0016755799992535,0,-0.00820038041381914
2.04 sec,0.00205,0,0,-0.489605692877397,-3.71343580884975e-13,0,-0.00894200102738391
2.05 sec,0.00197,0,0,-0.492664135755431,5.71817766747973e-13,0,-0.00887720441961705
2.06 sec,0.00191,0,-0.00167558,-0.489623285728486,-0.00167558000045204,0,-0.0082199736968716
2.07 sec,0.00187,0,-0.00167558,-0.492648840697424,-0.00167557999901115,0,-0.00807717640152994
2.08 sec,0.00185,0,0,-0.489635318373128,-3.60841564961412e-13,0,-0.0088301722569276
2.09 sec,0.00185,0,-0.00167558,-0.492636872117827,-0.00167557999926763,0,-0.00819680507415839
2.1 sec,0.00187,0,0,-0.489641795254996,-3.5965631514645e-13,0,-0.00875869413533319
2.11 sec,0.00191,0,-0.00167558,-0.492633488669144,-0.00167557999926881,0,-0.0080951268150655
2.12 sec,0.00197,0,-0.00167558,-0.489644791041788,-0.00167558000019209,0,-0.0081252947127491
2.13 sec,0.00205,0,0,-0.492633164713199,8.17734768787659e-13,0,-0.00874516141013479
2.14 sec,0.00214,0,0,-0.489644822161382,-6.13770319290996e-13,0,-0.00854059900542184
2.15 sec,0.00224,0,0,-0.492633161862141,5.6368278100738e-13,0,-0.00876040043210042
2.16 sec,0.00235,0,0,-0.489644822297004,-6.13770319290996e-13,0,-0.00886211670640392
2.17 sec,0.00245,0,0,-0.492633161904905,5.63687985177808e-13,0,-0.00886149066306993
2.18 sec,0.00256,0,-0.00167558,-0.489644822277451,-0.00167558000044621,0,-0.00831927654764616
2.19 sec,0.00266,0,-0.00167558,-0.492633161912862,-0.00167557999901465,0,-0.00842285213197076
2.2 sec,0.00276,0,-0.00167558,-0.489644822275116,-0.00167558000019212,0,-0.00861087001658881
2.21 sec,0.00283,0,0,-0.492633161913703,8.17759054916323e-13,0,-0.0092157684377997
2.22 sec,0.00289,0,0,-0.489644822274877,-6.13775523461424e-13,0,-0.00917716082636939
2.23 sec,0.00291,0,0,-0.492633161913788,5.63689719901284e-13,0,-0.00930890984954509
2.24 sec,0.00291,0,0,-0.489644822274853,-6.13772054014472e-13,0,-0.00920199935800321
2.25 sec,0.00287,0,0,-0.492633161913796,5.63689719901284e-13,0,-0.00917753568385284
2.26 sec,0.00281999999999999,0,0,-0.489644789947404,-6.12603717753402e-13,0,-0.00921724557059438
2.27 sec,0.00267,0,0,-0.492630409770249,5.6018557847981e-13,0,-0.00926341857902414
2.28 sec,0.00253999999999999,0,-0.00170083999999992,-0.489652921816996,-0.00170084000043777,0,-0.00865093606247704
2.29 sec,0.00228,0,0,-0.492618789171286,8.13450001801996e-13,0,-0.00930917659774215
2.3 sec,0.00206999999999998,0,-7.47846229387505e-17,-0.489664596586685,-6.03344631200375e-13,0,-0.00932564117745649
2.31 sec,0.00167,0,-0.001684,-0.492606823358118,-0.00168399999927958,0,-0.00887837301085481
2.32 sec,0.00129,0,0,-0.489673643017533,-3.43204631381155e-13,0,-0.00947592030963667
2.33 sec,0.00084,0,0,-0.492595040555338,5.44954706360734e-13,0,-0.0094619028547279
2.34 sec,0.00033,0,0,-0.489690628324449,-5.92736797144777e-13,0,-0.00951167461947467
2.35 sec,0,0,0,-0.492579782073679,5.39145117439688e-13,0,-0.00954209331415989
2.36 sec,0,0,0,-0.48970529782076,-5.86903789456805e-13,0,-0.00958505240340628
2.37 sec,0,0,0,-0.492564779529929,5.33312109751716e-13,0,-0.00947572489374428
2.38 sec,0,0,0,-0.489719943725597,-5.81064710236667e-13,0,-0.00952171812181542
2.39 sec,0,0,0,-0.49254978153725,5.27473030531578e-13,0,-0.00949403712744067
2.4 sec,0,0,0,-0.489734591236483,-5.75224763654791e-13,0,-0.00953294385890653
2.41 sec,0,0,0,-0.492534885899623,5.25137225371175e-13,0,-0.00944822127015623
2.42 sec,0,0,0,-0.489741364513272,-5.74057294755459e-13,0,-0.00964198543362119
2.43 sec,0,0,0,-0.492531441916568,5.22800552849034e-13,0,-0.0113963689292651
2.44 sec,0,0,-0.00167558,-0.489746998476268,-0.00167558000040533,0,-0.0140759503773867
2.45 sec,0,0,0,-0.492528183601959,7.76908051780545e-13,0,-0.0176537674294747
2.46 sec,0,0,-0.001684,-0.489747321598681,-0.0016840000004045,0,-0.0194649430428916
2.47 sec,0,0,0,-0.492528150431135,7.78194349237982e-13,0,-0.0214420264707664
2.48 sec,0,0,-0.00167558,-0.489747324339781,-0.00167558000040534,0,-0.0222852937507253
2.49 sec,0,0,0,-0.492528150359798,7.76920194844877e-13,0,-0.0225747935268674
2.5 sec,0,0,0,-0.489747324285586,-5.72902836282196e-13,0,-0.0219888420450165
2.51 sec,0,0,-0.00167557999999993,-0.492528150388828,-0.00167557999930955,0,-0.0207240907090466
2.52 sec,0,0,0,-0.489747324276473,-3.18784061648092e-13,0,-0.0194070840221336
2.53 sec,0,0,0,-0.49252815039215,5.22759786847349e-13,0,-0.0171219351875014
2.54 sec,0,0,0,-0.489747324275516,-5.72880284877009e-13,0,-0.0148921803453806
2.55 sec,0,0,0,-0.492528150392489,5.22790144508178e-13,0,-0.0123116348206763
2.56 sec,0,0,0,-0.489747324275419,-5.72886356409175e-13,0,-0.0092678961844451
2.57 sec,0,0,0,-0.492528150392524,5.2279795076382e-13,0,-0.0066747347285904
2.58 sec,0,0,0,-0.489747324275409,-5.72888091132651e-13,0,-0.00460393177383172
2.59 sec,0,0,-0.00170084,-0.492528150392527,-0.00170083999930712,0,-0.00281787198336033
2.6 sec,0,0,0,-0.489747324275408,-3.14950322766183e-13,0,-0.00191545356392148
2.61 sec,0,0,0,-0.492528150392528,5.22755450038659e-13,0,-0.000977104685310461
2.62 sec,0,0,0,-0.489747324275409,-5.72878550153533e-13,0,-0.000383711157905055
2.63 sec,0,0,0,-0.492528150392528,5.22788409784702e-13,0,0.000497492252145496
2.64 sec,0,0,0,-0.489747324275408,-5.72886356409175e-13,0,0.000875974062406545
2.65 sec,0,0,0,-0.492528150392528,5.22797083402082e-13,0,0.00132882219808873
2.66 sec,0,0,0,-0.489747324275408,-5.72888091132651e-13,0,0.00148132598147836
2.67 sec,0,0,-0.001684,-0.492528150392528,-0.0016839999993088,0,0.00219647242476029
2.68 sec,0,0,0,-0.489747324275408,-3.1750426940369e-13,0,0.00211757431314165
2.69 sec,0,0,0,-0.492528150392527,5.22755450038659e-13,0,0.00242054155302458
2.7 sec,0,0,-0.001684,-0.489747294294727,-0.00168400000040331,0,0.0029199558720116
2.71 sec,0,0,-0.001684,-0.492525471273414,-0.00168399999905459,0,0.00347271550505607
2.72 sec,0,0,-0.00170926,-0.489750163436853,-0.00170926000014308,0,0.00373131675921622
2.73 sec,0,0,0,-0.492519696683105,7.74968630934403e-13,0,0.00382725101835453
2.74 sec,0,0,-0.001684,-0.48976384063875,-0.00168400000039281,0,0.00476063734336017
2.75 sec,0,0,0,-0.492499376104808,7.60662366428022e-13,0,0.00504782201047481
2.76 sec,0,0,0,-0.489789587652282,-5.51874518306406e-13,0,0.00564700700392897
2.77 sec,0,0,0,-0.492475173202873,4.97109298169818e-13,0,0.00686448583757029
2.78 sec,0.000350000000000048,0,-0.00171767999999992,-0.489810428189686,-0.00171768000037184,0,0.00834103992409663
2.79 sec,0.00144,0,0,-0.492454221988312,7.51752826655405e-13,0,0.00878709028045932
2.8 sec,0.00212000000000004,0,0,-0.489825737196043,-5.40194625142654e-13,0,0.00978134905530435
2.81 sec,0.00307,0,0,-0.492444562833393,4.88931811704063e-13,0,0.0105696078864502
2.82 sec,0.00378,0.01098,-0.00171768,-0.489831991877874,-0.00171768000036725,0,0.0117593168299865
2.83 sec,0.00442,0.01305,0,-0.492441241737227,7.49417021495002e-13,0,0.0126252168995641
