time,veh_u,veh_v,best_wheel,model_based,ekf_m_bw,veh_ref,ekf_ai
1.8 sec,0.00177,0,0,-0.493894094900153,-8.41687830543947e-13,0,-0.0159654348978697
1.81 sec,0.00177,0,0,-0.48843041514699,1.05200917421833e-12,0,-0.0161146657085014
1.82 sec,0.00178,0,0,-0.493893857131993,-1.10205247705331e-12,0,-0.0162735850099869
1.83 sec,0.00179,0,0,-0.488427709876169,1.05090415536413e-12,0,-0.0159664728101452
1.84 sec,0.00181,0,0,-0.493891456675372,-1.10089194704788e-12,0,-0.0148027703262961
1.85 sec,0.00185,0,0,-0.488430606522957,1.05091803315194e-12,0,-0.0127764526171869
1.86 sec,0.00189,0,0,-0.493891130625525,-1.10089194704788e-12,0,-0.010923558229199
1.87 sec,0.00194,0,0,-0.488430637211449,1.05092323732237e-12,0,-0.00909041481281435
1.88 sec,0.00199,0,0,-0.493891127528269,-1.10089194704788e-12,0,-0.00759263983104546
1.89 sec,0.00206,0,0,-0.488430637421042,1.05092323732237e-12,0,-0.00544269028793606
1.9 sec,0.00215,2.28483898467857e-16,0,-0.493891191961259,-1.10206115067069e-12,0,-0.00371358768298462
1.91 sec,0.00224,0.01029,0,-0.488428023856726,1.05209244094517e-12,0,-0.00206736897247614
1.92 sec,0.00235,0.01131,0,-0.493894129364267,-1.10206115067069e-12,0,-0.000375842834004193
1.93 sec,0.00245,0.01214,0,-0.488427743791465,1.05209244094517e-12,0,0.00118331552362664
1.94 sec,0.00255,0.01294,0,-0.493894159281956,-1.10206115067069e-12,0,0.00244081979224641
1.95 sec,0.00265,0.01371,0,-0.488427741344855,1.05209244094517e-12,0,0.00352178701769658
1.96 sec,0.00275,0.01445,0,-0.493894159360283,-1.10206115067069e-12,0,0.00442753020012964
1.97 sec,0.00283,0.01515,0,-0.488427741382691,1.05209244094517e-12,0,0.00547533207359287
1.98 sec,0.0029,0.01582,-0.001684,-0.493894159335809,-0.00168400000093366,0,0.00710106951864856
1.99 sec,0.00295,0.01645,-0.00170926,-0.488427741389631,-0.00170925999852161,0,0.00753030679350394
2 sec,0.00298,0.01705,0,-0.49389415933299,-8.42872646678039e-13,0,0.00847056676369144
2.01 sec,0.00298,0.01752,-0.00169242,-0.488427741390364,-0.00169241999877874,0,0.0101302260900407
2.02 sec,0.00295,0.0182,-0.00169242,-0.493894159332703,-0.00169242000067616,0,0.0112225591579302
2.03 sec,0.00289999999999999,0.01864,-0.00169242,-0.488427741390438,-0.00169241999852212,0,0.0126437710343231
2.04 sec,0.00278,0.0193,-0.00169242,-0.493894159332673,-0.00169242000067618,0,0.0141382003000773
2.05 sec,0.00262,0.01987,-0.00169242,-0.488427741390445,-0.00169241999852212,0,0.0156069781545755
2.06 sec,0.00242,0.02048,-0.00169242,-0.493894159332671,-0.00169242000067618,0,0.0167207730675014
2.07 sec,0.00217,0.02113,-0.00169242,-0.488427741390446,-0.00169241999852212,0,0.0179356289769411
2.08 sec,0.00186,0.02185,-0.00169242,-0.49389415933267,-0.00169242000067618,0,0.0196566387414251
2.09 sec,0.0015,0.02266,-0.00169242,-0.488427741390446,-0.00169241999852212,0,0.0211130679556796
2.1 sec,0.00108,0.02359,0,-0.49389415933267,-8.45419220740773e-13,0,0.0227560709887539
2.11 sec,0.0006,0.02466,-0.00169242,-0.488427741390446,-0.00169241999877877,0,0.0248266319542136
2.12 sec,0,0.0259,-0.00169242,-0.49389415933267,-0.00169242000067616,0,0.025904382280405
2.13 sec,0,0.02734,-0.00169242,-0.488427741390447,-0.00169241999852212,0,0.0285601690363367
2.14 sec,0,0.029,0,-0.49389415933267,-8.45417486017297e-13,0,0.0309449711808733
2.15 sec,0,0.03093,0,-0.488427801676286,1.05315756115942e-12,0,0.0324302143173576
2.16 sec,0,0.03315,0,-0.493896858989746,-1.10322168067611e-12,0,0.0356926330458039
2.17 sec,0,0.0357,0,-0.488424876570098,1.05323388899237e-12,0,0.0380341478205854
2.18 sec,0,0.03861,0,-0.49389718810877,-1.10322688484654e-12,0,0.0408608148468294
2.19 sec,0,0.04191,0,-0.48842484563949,1.05325470567408e-12,0,0.0440883229845326
2.2 sec,0,0.04564,0,-0.493897191212004,-1.10322861957002e-12,0,0.0472004821149714
2.21 sec,0,0.04983,0,-0.488424845434333,1.05325990984451e-12,0,0.0508649099679328
2.22 sec,0,0.05451,0,-0.493897191193007,-1.10322861957002e-12,0,0.0550112110977778
2.23 sec,0,0.05971,0,-0.488424845445773,1.05326164456798e-12,0,0.0583893864932459
2.24 sec,0,0.06546,0,-0.49389719118744,-1.10322861957002e-12,0,0.0607206750300357
2.25 sec,0,0.07179,0,-0.488424845447278,1.05326164456798e-12,0,0.065510624001674
2.26 sec,0,0.0772800000000004,-0.00170083999999992,-0.49389719118684,-0.00170084000093307,0,0.0695237965267918
2.27 sec,0,0.08626,0,-0.488424845447433,1.31118900459359e-12,0,0.0731525681316282
2.28 sec,0,0.0927700000000005,0,-0.493897191186779,-1.10324596680478e-12,0,0.0758382214729474
2.29 sec,0,0.1033,0,-0.488424845447449,1.05326858346189e-12,0,0.0816657083082599
2.3 sec,0,0.110870000000001,0,-0.493897191186773,-1.10323035429349e-12,0,0.0895841932966982
2.31 sec,0,0.12301,0,-0.48842484544745,1.05326337929146e-12,0,0.0982779780332248
2.32 sec,0,0.13389,-9.262e-05,-0.493897191186772,-9.26200010939668e-05,0,0.10873559824
2.33 sec,0,0.14546,-0.00010104,-0.488424845447451,-0.000101039998922589,0,0.120265033658249
2.34 sec,0,0.15771,-8.42e-05,-0.493897191186772,-8.42000010794867e-05,0,0.13495147195812
2.35 sec,0,0.17064,-0.00170926,-0.48842484544745,-0.00170925999876305,0,0.149894602746453
2.36 sec,0,0.18425,-0.00171768,-0.493897191186772,-0.00171768000067226,0,0.166004757001275
2.37 sec,0,0.19852,-0.0017261,-0.48842484544745,-0.00172609999851373,0,0.181893012685791
2.38 sec,0,0.21344,-0.00177662,-0.487330689685799,-0.00177661999995287,0,0.197689536977111
2.39 sec,0,0.22899,-0.00179346,-0.481613376709857,-0.00179345999778861,0,0.216565887115001
2.4 sec,0,0.24515,0.002206465,-0.480851689611435,0.00220646500037096,0,0.236070494313268
2.41 sec,0,0.2619,0.003797845,-0.475009528990408,0.00379784500175928,0,0.253529126284594
2.42 sec,0,0.27922,0.003781005,-0.480499987848925,0.00378100499936578,0.0399,0.269182579564028
2.43 sec,0,0.29708,0.003772585,-0.475042921895073,0.0037725850015232,0.10159,0.288002628983898
2.44 sec,0,0.31545,0.002122265,-0.480496326713717,0.00212226499953549,0.1414,0.297309450165356
2.45 sec,0,0.33432,0.002113845,-0.220445867370036,0.00211384502995771,0.17377,0.320341816338927
2.46 sec,0,0.35365,0.003747325,-0.216681137344625,0.00374732502763725,0.20065,0.327274249196468
2.47 sec,0,0.37341,0.22384411,0.0991795816591785,0.223844110041608,0.21801,0.354731932198696
2.48 sec,0,0.39359,0.22384411,0.104394931234207,0.223844110020419,0.22308,0.371541349679979
2.49 sec,0,0.41414,0.22381885,0.105394476438816,0.223818850013561,0.228,0.394934722766316
2.5 sec,0,0.43506,0.26923892,0.26807741131936,0.269238920027704,0.24383,0.418851501583574
2.51 sec,0,0.452050000000001,0.267597020000006,0.274529934022709,0.267597020024748,0.263230000000002,0.448417051132466
2.52 sec,0,0.47791,0.369027905,0.408273153878884,0.369027905028333,0.30221,0.474016517818768
2.53 sec,0,0.495390000000001,0.369027905,0.418475050711601,0.369027905021867,0.329680000000001,0.498953809133517
2.54 sec,0,0.52197,0.368985805,0.414359577469046,0.368985805017888,0.35037,0.513749250160432
2.55 sec,4.44089209850063e-18,0.539910000000001,0.393563485000005,0.542958713049115,0.393563485028383,0.362490000000002,0.544696843110881
2.56 sec,0.0001,0.56715,0.47064084,0.640354822856004,0.470640840032248,0.40939,0.56890213950383
2.57 sec,0.00072,0.59015,0.4722659,0.5678318289023,0.472265900026004,0.45086,0.588469760361921
2.58 sec,0.00126,0.61341,0.47061558,0.571691613940803,0.470615580023094,0.46412,0.604565993591157
2.59 sec,0.00172,0.63693,0.500936125,0.749123602734759,0.500936125037078,0.47694,0.636879458771094
2.6 sec,0.00208,0.66073,0.572262195,0.686106697811133,0.572262195034634,0.51214,0.657184276705183
2.61 sec,0.00234,0.68481,0.572279035,0.672911335640414,0.572279035027267,0.55253,0.676568442671498
2.62 sec,0.0025,0.70917,0.596991435,0.797809057129229,0.596991435031448,0.577,0.696545420008579
2.63 sec,0.00256,0.73385,0.659140515,0.80975502799067,0.659140515032452,0.59988,0.73005355581479
2.64 sec,0.00253,0.75884,0.659148825,0.756447227995699,0.659148825027656,0.62837,0.753934499842501
2.65 sec,0.00239,0.78418,0.681761905,0.86265060449399,0.681761905031305,0.65838,0.776618432076689
2.66 sec,0.00215,0.80987,0.732601635,0.885833483927887,0.732601635032713,0.68836,0.799774765226432
2.67 sec,0.00182,0.83595,0.732609945,0.840261929924191,0.732609945028371,0.71638,0.82377015710966
2.68 sec,0.0014,0.86243,0.755189785,0.961762974921294,0.755189785033768,0.73895,0.849521703987039
2.69 sec,0.00089,0.88942,0.798123915,0.926069422857284,0.798123915030873,0.76077,0.872888440036208
2.7 sec,0.00031,0.91671,0.811691,0.988065550306479,0.811691000033958,0.78499,0.894091667551057
2.71 sec,0,0.94454,0.868238925,1.03352919822426,0.868238925034571,0.8111,0.930437138509734
2.72 sec,0,0.97288,0.869859375,0.983761022608821,0.869859375030126,0.83934,0.946515194171504
2.73 sec,0,1.00173,0.94167042,1.1672522580993,0.941670420037834,0.87022,0.980733112541925
2.74 sec,0,1.03113,0.94329087,1.05099932054359,0.943290870032429,0.90526,1.00259902967249
2.75 sec,0,1.06108,0.98847837,1.18947602775318,0.988478370038328,0.94247,1.03998761883308
2.76 sec,0,1.08548,1.01107212,1.1492398688529,1.01107212003678,0.973280000000002,1.06256397642273
2.77 sec,0,1.12272,1.028015625,1.22895355897042,1.0280156250386,1.01758,1.08992281601079
2.78 sec,0,1.14806,1.090150245,1.24221591021152,1.09015024503732,1.0407,1.11814210207151
2.79 sec,0,1.18675,1.1296875,1.30711151743171,1.12968750003907,1.07463,1.15595340425245
2.8 sec,0,1.21307,1.157931495,1.28720564964377,1.15793149503509,1.10445,1.178369452449
