time,veh_u,veh_v,best_wheel,model_based,ekf_m_bw,veh_ref,ekf_ai
0.65 sec,0,0,0,-0.491129632261676,-2.50651821347148e-14,0,-0.00302696934386848
0.66 sec,0,0,-0.00166716,-0.491129632261676,-0.00166715999985835,0,-0.00331222504961702
0.67 sec,0,0,-0.00166716,-0.491129632261676,-0.00166715999960552,0,-0.00435147860201333
0.68 sec,0,0,-0.00167558,-0.491129632261676,-0.00167557999960469,0,-0.00550182898420812
0.69 sec,0,0,-0.00167558,-0.491129632261676,-0.00167557999960341,0,-0.00653049181897194
0.7 sec,0,0,-0.00167558,-0.491129632261676,-0.00167557999960341,0,-0.00731997376905746
0.71 sec,0,0,-0.00167558,-0.491129632261676,-0.00167557999960341,0,-0.0083156736371105
0.72 sec,0,0,-0.00170084,-0.491129632261676,-0.00170083999960088,0,-0.00877967725704306
0.73 sec,0,0,-0.00167558,-0.491129632261676,-0.00167557999959958,0,-0.00970623239537963
0.74 sec,0,0,-0.00170084,-0.491129632261676,-0.00170083999960088,0,-0.0101227016417949
0.75 sec,0,0,-0.00170084,-0.491129632261676,-0.00170083999959705,0,-0.0106870082731765
0.76 sec,0,0,-0.00170084,-0.491129632261676,-0.00170083999959705,0,-0.0112536913272437
0.77 sec,0,0,-0.00170084,-0.491129632261676,-0.00170083999959705,0,-0.0118239946490563
0.78 sec,0,0,-0.00170084,-0.491129632261676,-0.00170083999959705,0,-0.0120749527571526
0.79 sec,0,0,-0.00170084,-0.491129632261676,-0.00170083999959705,0,-0.0124973204047162
0.8 sec,0,0,0,-0.491129632261676,2.3286364156383e-13,0,-0.0134099655529674
0.81 sec,0,0,-0.00170084,-0.491129632261676,-0.00170083999985499,0,-0.0129517665927207
0.82 sec,0,0,0,-0.491129632261676,2.32884024564672e-13,0,-0.0135398218056931
0.83 sec,0,0,0,-0.491129632261676,-2.50892514229439e-14,0,-0.0133079384527574
0.84 sec,0,0,0,-0.491129632261676,-2.50524427591881e-14,0,-0.0131812817124724
0.85 sec,0,0,0,-0.491129632261676,-2.50719041881842e-14,0,-0.0129408798046466
0.86 sec,0,0,0,-0.491129632261676,-2.50616042675456e-14,0,-0.0125873023489569
0.87 sec,0,0,0,-0.491129632261676,-2.50670794885166e-14,0,-0.0124297919217678
0.88 sec,0,0,0,-0.491129632261676,-2.50641521426509e-14,0,-0.0120216988955213
0.89 sec,0,0,0,-0.491129632261676,-2.50656700256924e-14,0,-0.0114901404821644
0.9 sec,0,0,0,-0.491129632261676,-2.50649110841716e-14,0,-0.0109837812283862
0.91 sec,0,0,0,-0.491129632261676,-2.5065290554932e-14,0,-0.0106052126376564
0.92 sec,0,0,0,-0.491129632261676,-2.50650737144975e-14,0,-0.0101487738893201
0.93 sec,0,0,0,-0.491129632261676,-2.50651821347148e-14,0,-0.00944742614674242
0.94 sec,0,0,0,-0.491129632261676,-2.50651279246061e-14,0,-0.00897393151033113
0.95 sec,0,0,0,-0.491129632261676,-2.50651821347148e-14,0,-0.00849089633762513
0.96 sec,0,0,0,-0.491129632261676,-2.50651821347148e-14,0,-0.00792977343641757
0.97 sec,0,0,0,-0.491129632261676,-2.50651821347148e-14,0,-0.0075822193642276
0.98 sec,0,0,-0.00171768,-0.491129632261676,-0.0017176799998533,0,-0.00636166115675343
0.99 sec,0,0,0,-0.491129632261676,2.35430598627406e-13,0,-0.00647009231229893
1 sec,0,0,-0.00170926,-0.491129632261676,-0.00170925999985416,0,-0.00550843615717327
1.01 sec,0,0,-0.00170926,-0.491129632261676,-0.00170925999959491,0,-0.00492420193950773
1.02 sec,0.00014,0,-0.00170926,-0.491129632261676,-0.00170925999959495,0,-0.00448060807670827
1.03 sec,0.00053,0,0,-0.491129632261676,2.34147336936052e-13,0,-0.00500460738056334
1.04 sec,0.0009,0,-0.00170926,-0.491129632261676,-0.00170925999985416,0,-0.00420326829526018
1.05 sec,0.00124,0,-0.00170926,-0.491129632261676,-0.00170925999959491,0,-0.00394322662697031
1.06 sec,0.00155,0,0,-0.491129632261676,2.34128688658686e-13,0,-0.00426950924482735
1.07 sec,0.00182,0,-0.00170926,-0.491129632261676,-0.00170925999985415,0,-0.00352095988221673
1.08 sec,0.00206,0,0,-0.491129632261676,2.34157311596039e-13,0,-0.00407885747281481
1.09 sec,0.00226,0,-0.00170084,-0.491129632261676,-0.001700839999855,0,-0.00339405847573262
1.1 sec,0.00241,0,0,-0.491129632261676,2.32888795054231e-13,0,-0.00400631531333006
1.11 sec,0.00253,0,0,-0.491129632261676,-2.50917992980493e-14,0,-0.00441386259178967
1.12 sec,0.0026,0,0,-0.491129632261676,-2.50510875064724e-14,0,-0.00667454288717207
1.13 sec,0.00263,0,0,-0.491129632261676,-2.50726089195963e-14,0,-0.00655311052147795
1.14 sec,0.00263,0,0,-0.491129632261676,-2.50612247967852e-14,0,-0.0101535302969563
1.15 sec,0.00259,0,0,-0.491129632261676,-2.50672421188425e-14,0,-0.0150844926322044
1.16 sec,0.00249,0,0,-0.491129632261676,-2.50640437224336e-14,0,-0.0257421357815489
1.17 sec,0.00237,0,0,-0.491129632261676,-2.50657784459096e-14,0,-0.0279155741103116
1.18 sec,0.00223,0,0,-0.491129632261676,-2.5064856874063e-14,0,-0.0279200573095402
1.19 sec,0.00205,0,0,-0.491129632261676,-2.50653447650406e-14,0,-0.02684735474266
1.2 sec,0.00185,0,0,-0.491129632261676,-2.50650737144975e-14,0,-0.02411356175181
1.21 sec,0.00163,0,0,-0.491129632261676,-2.50652363448234e-14,0,-0.0223181187739113
1.22 sec,0.00139,0,-0.00170084,-0.491129632261676,-0.00170083999985498,0,-0.019182665672315
1.23 sec,0.00115,0,0,-0.491129632261676,2.32876651989899e-13,0,-0.0171047411280244
1.24 sec,0.0009,0,0,-0.491129632261676,-2.50855109254489e-14,0,-0.013319273070336
1.25 sec,0.00064,0,0,-0.491129632261676,-2.50543943230985e-14,0,-0.0103991984399231
1.26 sec,0.00039,0,0,-0.491129632261676,-2.50708741961203e-14,0,-0.00715526741365798
1.27 sec,0.00015,0,0,-0.491129632261676,-2.50621463686318e-14,0,-0.00475224847874848
1.28 sec,0,0,0,-0.491129632261676,-2.50667542278649e-14,0,-0.00235839943326987
1.29 sec,0,0,0,-0.491129632261676,-2.50643147729768e-14,0,-0.00134366261795755
1.3 sec,0,0,-0.00170926,-0.491129632261676,-0.00170925999985414,0,5.49870810206943e-05
1.31 sec,0,0,-0.00170926,-0.491129632261676,-0.00170925999959492,0,0.000565349533711979
1.32 sec,0,0,-0.001684,-0.491129632261676,-0.00168399999959747,0,0.00146616591822748
1.33 sec,0,0,-0.001684,-0.491129632261676,-0.00168399999960129,0,0.00166448552222649
1.34 sec,0,0,-0.00170926,-0.491129632261676,-0.00170925999959877,0,0.00237364258556188
1.35 sec,0,0,-0.001684,-0.491129632261676,-0.00168399999959746,0,0.00253314035115498
1.36 sec,0,0,-0.00170926,-0.491129632261676,-0.00170925999959877,0,0.00295613275655894
1.37 sec,0,0,-0.001684,-0.491129632261676,-0.00168399999959746,0,0.00318509892634669
1.38 sec,0,0,-0.00169242,-0.491129632261676,-0.00169241999960045,0,0.00333276466508669
1.39 sec,0,0,-0.001684,-0.491129632261676,-0.00168399999960001,0,0.00367395220592374
1.4 sec,0,0,-0.00171768,-0.491129632261676,-0.00171767999959792,0,0.00402409491299573
1.41 sec,0,0,-0.00170926,-0.491129632261676,-0.00170925999959366,0,0.00469076488581313
1.42 sec,0,0,-0.00169242,-0.491129632261676,-0.00169241999959662,0,0.00512315658421863
1.43 sec,0,0,-0.00170926,-0.491129632261676,-0.00170925999959749,0,0.00568938285510527
1.44 sec,0,0,-0.001684,-0.491129632261676,-0.00168399999959746,0,0.00637033865165369
1.45 sec,0.00034,0,0,-0.491129632261676,2.30309694926323e-13,0,0.00683572351014129
1.46 sec,0.00062,0,-0.00169242,-0.491129632261676,-0.00169241999985584,0,0.00831516054770847
1.47 sec,0.0009,0,0,-0.491129632261676,2.31606834405484e-13,0,0.00838067361062739
1.48 sec,0.00119,0,0,-0.491129632261676,-2.50890345825094e-14,0,0.00971532412495596
1.49 sec,0.00148,0,0,-0.491129632261676,-2.50525511794053e-14,0,0.0106013169924603
1.5 sec,0.00176,0,0,-0.491129632261676,-2.50718499780755e-14,0,0.0119969243249627
1.51 sec,0.00204,0.01075,0,-0.491129632261676,-2.50616042675456e-14,0,0.0129744291914197
1.52 sec,0.00229,0.01388,0,-0.491129632261676,-2.5067025278408e-14,0,0.0145400427991061
1.53 sec,0.00253,0.01735,0,-0.491129632261676,-2.50641521426509e-14,0,0.0174283228250988
1.54 sec,0.00274,0.02119,0,-0.491129632261676,-2.50656700256924e-14,0,0.0203379547167365
1.55 sec,0.00292,0.02541,0,-0.491129632261676,-2.50649110841716e-14,0,0.0243686495680626
1.56 sec,0.00306,0.03003,0,-0.491129632261676,-2.5065290554932e-14,0,0.0274430923306235
1.57 sec,0.00317,0.03506,0,-0.491129632261676,-2.50650737144975e-14,0,0.0325829086584691
1.58 sec,0.00324,0.04053,-8.42e-05,-0.491129632261676,-8.42000000166452e-05,0,0.0388917306193627
1.59 sec,0.00327,0.04644,-8.42e-05,-0.491129632261676,-8.42000000038757e-05,0,0.0451607795103492
1.6 sec,0.00325,0.05281,-9.262e-05,-0.491129632261676,-9.26200000030348e-05,0,0.0516548790659417
1.61 sec,0.00318,0.05966,-9.262e-05,-0.491129632261676,-9.26200000017573e-05,0,0.0581195772519003
1.62 sec,0.00307,0.067,-0.00010104,-0.491129632261676,-0.000101040000000916,0,0.0643017821239672
1.63 sec,0.00295,0.0732600000000002,-0.000101040000000001,-0.491129632261676,-0.000101039999999639,0,0.0742922219790983
1.64 sec,0.00276,0.0815200000000002,-0.00014314,-0.491129632261676,-0.000143139999995429,0,0.0806338700986533
1.65 sec,0.00252999999999999,0.0903100000000002,-0.00014314,-0.491129632261676,-0.000143139999989044,0,0.0935222132315594
1.66 sec,0.00225999999999999,0.0996300000000003,-0.000159979999999999,-0.491129632261676,-0.00015997999998736,0,0.102093739967869
1.67 sec,0.00188,0.11151,-0.00013472,-0.491129632261676,-0.000134719999987332,0,0.11865764921694
1.68 sec,0.00154,0.12204,-0.00017682,-0.491129632261676,-0.000176819999986953,0,0.134196226020545
1.69 sec,0.00116,0.13313,-0.00018524,-0.491129632261676,-0.000185239999979726,0,0.153256169201489
1.7 sec,0.00077,0.14479,-0.00019366,-0.491129632261676,-0.000193659999977608,0,0.16711686019252
1.71 sec,0.00035,0.15701,-0.00020208,-0.491129632261676,-0.000202079999975489,0,0.187439244843051
1.72 sec,0,0.1698,-0.00022734,-0.491129632261676,-0.000227339999971686,0,0.197916741488843
1.73 sec,0,0.18316,-0.00023576,-0.491129632261676,-0.000235759999967013,0,0.214061939841998
1.74 sec,0,0.19708,-0.00024418,-0.472663224641239,-0.000244179997944707,0,0.222837407820977
1.75 sec,0,0.21157,-0.0002526,-0.472024977395723,-0.000252599997942589,0,0.238154774612651
1.76 sec,0,0.22662,-0.0002526,-0.472092105773936,-0.000252599997941312,0,0.247668391942883
1.77 sec,0,0.24222,-0.00026102,-0.472084818028429,-0.000261019997940471,0,0.264357295134961
1.78 sec,0,0.25836,-0.00022734,-0.462865756348056,-0.000227339996820237,0,0.273303613240691
1.79 sec,0,0.27503,0.01671978,-0.455057051254312,0.0167197800026024,0,0.288719077996516
1.8 sec,0,0.29223,0.01671978,-0.450553137043723,0.0167197800000323,0.04105,0.300431656117675
1.81 sec,0,0.30993,0.01671978,-0.356291094107924,0.0167197800114788,0.1079,0.32181985415413
1.82 sec,0,0.32814,0.01674504,-0.268474405076189,0.016745040023597,0.16511,0.33919965374633
1.83 sec,0,0.34682,0.01694712,-0.22810884136928,0.0169471200235735,0.20283,0.354769947911405
1.84 sec,0,0.36598,0.0167282,-0.227762620317679,0.0167282000235631,0.20981,0.36502816589589
1.85 sec,0,0.38558,0.208811175,0.0888571448596293,0.208811175039551,0.21521,0.399446379630199
1.86 sec,0,0.40562,0.208993995,0.101705783377874,0.208993995022606,0.22456,0.411803045769938
1.87 sec,0,0.42608,0.282421875,0.250852682014051,0.282421875025004,0.23714,0.44022692397082
1.88 sec,0,0.44277,0.282421875,0.25735802038846,0.282421875022379,0.251010000000001,0.452272569001361
1.89 sec,0,0.46393,0.282253475000003,0.257056554855055,0.282253475018595,0.273590000000001,0.475692103373944
1.9 sec,0,0.48545,0.35572872,0.426918316936101,0.355728720029634,0.302640000000001,0.501172766497307
1.91 sec,0,0.507320000000001,0.355737030000002,0.432340676307845,0.355737030025286,0.337500000000001,0.518227051375764
1.92 sec,0,0.53394,0.418093835,0.548485636574061,0.41809383502778,0.37901,0.537787345485347
1.93 sec,0,0.55651,0.418093835,0.524352113258811,0.418093835024554,0.41145,0.558865270687982
1.94 sec,0,0.57937,0.463072155,0.637104176036522,0.463072155029531,0.43656,0.581220729051648
1.95 sec,0,0.60249,0.46892184,0.623582542610598,0.46892184003109,0.46054,0.602782982509442
1.96 sec,0,0.62587,0.525213875,0.633138675614706,0.525213875028036,0.48937,0.623544032268391
1.97 sec,0,0.6495,0.55911402,0.738281518414295,0.55911402003148,0.51693,0.649833396578475
1.98 sec,0,0.67335,0.55911402,0.671557753693422,0.559114020027352,0.53777,0.67293014675847
1.99 sec,0,0.69741,0.60438462,0.759557566153541,0.604384620030256,0.55747,0.69555570120033
2 sec,0,0.72168,0.60438462,0.724495481479475,0.604384620027236,0.57849,0.711812117485541
2.01 sec,0,0.741280000000001,0.643838775000003,0.805593504679883,0.643838775030668,0.597420000000002,0.735629611371094
2.02 sec,0,0.77076,0.683378545,0.83655044859864,0.683378545031608,0.64027,0.761923755177861
2.03 sec,0,0.790640000000001,0.683462745000004,0.790775563193771,0.683462745027632,0.670790000000001,0.782141882524797
2.04 sec,0,0.82052,0.71735337,0.903892196161573,0.717353370032525,0.69508,0.807729715986783
2.05 sec,0,0.84564,0.7681875,0.912463451468637,0.768187500032391,0.71354,0.830255245024148
2.06 sec,0,0.87091,0.78513462,0.945460773446163,0.785134620033402,0.74824,0.857895441593505
2.07 sec,0,0.89633,0.79078125,0.944295686882169,0.790781250033132,0.78411,0.873481506109197
2.08 sec,0,0.92189,0.83040632,0.967585498091072,0.830406320031488,0.80546,0.896800455127387
2.09 sec,0,0.9476,0.8584794,1.0271365614156,0.858479400033425,0.82598,0.925656217502894
2.1 sec,0,0.97344,0.89810337,1.04748496622826,0.898103370033214,0.85451,0.954980692709527
2.11 sec,0,0.99943,0.92634375,1.09198452780396,0.926343750034322,0.88706,0.982211743255307
2.12 sec,0,1.02555,0.96596882,1.1185573471839,0.965968820033961,0.92333,1.00799517888194
2.13 sec,0,1.05182,0.99398373,1.16257523379251,0.993983730035079,0.95785,1.03502669345831
2.14 sec,0,1.07824,0.99424134,1.15894423618511,0.994241340035603,0.98312,1.06474567035121
2.15 sec,0,1.1048,1.05611835,1.24236730216741,1.05611835003823,1.00724,1.09431806554611
2.16 sec,0,1.1315,1.05640089,1.21138199591144,1.05640089003646,1.03632,1.11618178054218
2.17 sec,0,1.15836,1.10157342,1.25410436757423,1.10157342003478,1.06643,1.14641521573098
2.18 sec,0,1.18537,1.112876955,1.27699768903746,1.11287695503518,1.09414,1.17684671960851
2.19 sec,0,1.21254,1.163478405,1.33332880933186,1.16347840503659,1.12284,1.20839639471847
2.2 sec,0,1.23987,1.19736771,1.33339598369225,1.19736771003378,1.15699,1.23356241741137
2.21 sec,0,1.26736,1.21995447,1.37676828709662,1.21995447003359,1.19145,1.26653311290938
2.22 sec,0,1.29501,1.253809985,1.39498249108179,1.25380998503305,1.22122,1.29281191240489
2.23 sec,0,1.32282,1.28205585,1.4233913962951,1.28205585003219,1.24947,1.32319354970065
2.24 sec,0,1.3508,1.30462247,1.44047173766979,1.30462247003252,1.27704,1.34520110146437
2.25 sec,0,1.37894,1.338847695,1.46681465761105,1.33884769503327,1.30529,1.38050224501157
2.26 sec,0,1.40163,1.3554566,1.43780568625985,1.35545660003049,1.33052,1.40800690953849
2.27 sec,0,1.43572,1.406294345,1.52629386540874,1.40629434503311,1.36958,1.44117784508947
2.28 sec,0,1.45867,1.429056495,1.4900478967259,1.42905649503201,1.39507,1.46493862328411
2.29 sec,0,1.49313,1.451818645,1.5384387930672,1.4518186450325,1.4315,1.49776863743908
2.3 sec,0,1.51633,1.48554087,1.50845224771831,1.48554087002777,1.45268,1.52198224251164
2.31 sec,0,1.55116,1.525244325,1.59181278088728,1.52524432502621,1.48385,1.5573574389475
2.32 sec,0,1.5804,1.542025245,1.58227191216531,1.54202524502318,1.51428,1.58554437557899
2.33 sec,0,1.60977,1.592859375,1.6347080989225,1.59285937501841,1.54697,1.62071062037419
2.34 sec,0,1.63928,1.615644255,1.64738437034683,1.6156442550138,1.58182,1.64962781170584
2.35 sec,0,1.6689,1.660640625,1.68799933408968,1.66064062500973,1.6166,1.68682106643456
2.36 sec,0,1.69865,1.677587745,1.68974031547662,1.6775877450055,1.64888,1.71163069175011
2.37 sec,0,1.7285,1.700181495,1.73960012550858,1.7001814950061,1.67895,1.74788929077352
2.38 sec,0,1.75845,1.73407212,1.75152196720662,1.7340721200044,1.70507,1.77264529174774
2.39 sec,0,1.7885,1.773609375,1.80238066301725,1.77360937500406,1.73124,1.8091983593085
2.4 sec,0,1.81865,1.790556495,1.8086178168474,1.79055649500316,1.762,1.83744486943091
2.41 sec,0,1.84882,1.82444712,1.85345215637826,1.82444712000373,1.79462,1.87017089219506
2.42 sec,0,1.87908,1.880931495,1.89623911092183,1.88093149500272,1.82893,1.90194953205958
2.43 sec,0,1.90939,1.886578125,1.90295751034075,1.88657812500217,1.86105,1.93122729370914
2.44 sec,0,1.93975,1.92046875,1.95324613518178,1.92046875000387,1.88487,1.9578493040589
2.45 sec,0,1.97014,1.96000962,1.99030271642053,1.96000962000411,1.9093,1.99138139726993
2.46 sec,0,2.00055,1.98825,2.00180352271914,1.98825000000223,1.94601,2.01150865735654
2.47 sec,0,2.03098,2.016493995,2.03747229631831,2.01649399500248,1.98466,2.0482259739508
2.48 sec,0,2.06142,2.039087745,2.06810404342176,2.03908774500345,2.01462,2.07697062071178
2.49 sec,0,2.09185,2.084275245,2.10442327598268,2.08427524500275,2.04333,2.10946393816474
2.5 sec,0,2.12228,2.106868995,2.12404878397449,2.10686899500215,2.07519,2.13604653838276
2.51 sec,0,2.14668,2.112515625,2.13134555098325,2.11251562500223,2.10118,2.16234924376133
2.52 sec,0,2.18308,2.169,2.18967197521579,2.16900000000248,2.13832,2.19079042673097
2.53 sec,0,2.20744,2.18594712,2.19786085488369,2.18594712000153,2.16277,2.21954294070814
2.54 sec,0,2.24377,2.242431495,2.2522971969877,2.2424314950012,2.1996,2.24424956689425
2.55 sec,0,2.26807,2.248078125,2.2580468223018,2.24807812500112,2.22394,2.27795316431379
2.56 sec,0,2.3043,2.293265625,2.30889477284941,2.2932656250017,2.25816,2.30931252571698
2.57 sec,0,2.3345,2.32715625,2.33673753420814,2.32715625000113,2.28647,2.3391497064652
2.58 sec,0,2.36464,2.34975,2.36339843307452,2.34975000000145,2.31713,2.36604781162882
2.59 sec,0,2.39474,2.383640625,2.39445028066431,2.3836406250012,2.34722,2.39484757139509
2.6 sec,0,2.42478,2.3949375,2.41933435524847,2.39493750000251,2.37303,2.42381313115717
2.61 sec,0,2.45476,2.423181495,2.4472992690201,2.42318149500256,2.39944,2.45135431424133
2.62 sec,0,2.48469,2.474015625,2.48929918013473,2.47401562500166,2.43214,2.47976921147643
2.63 sec,0,2.51456,2.50790625,2.52480334456109,2.50790625000174,2.46685,2.51510600659633
2.64 sec,0,2.54437,2.536150245,2.54973971616146,2.53615024500138,2.49991,2.54373897542156
2.65 sec,0,2.57413,2.5756875,2.580780978172,2.57568750000052,2.53268,2.57119703855629
2.66 sec,0,2.60382,2.59263462,2.60146958134308,2.59263462000088,2.56521,2.59983626174465
2.67 sec,0,2.63346,2.620875,2.6433876397264,2.62087500000224,2.59772,2.62711901966472
2.68 sec,0,2.66305,2.6660625,2.66766933055606,2.66606250000009,2.63104,2.65627063676948
2.69 sec,0,2.69258,2.68865625,2.69574145567882,2.6886562500007,2.66338,2.68458949959976
2.7 sec,0,2.72206,2.716900245,2.72728745800088,2.716900245001,2.69261,2.71396216183193
2.71 sec,0,2.75148,2.70560337,2.74542112109614,2.70560337000391,2.72077,2.74524085676226
2.72 sec,0,2.78085,2.77903125,2.78932363654356,2.77903125000082,2.74987,2.77681547195644
2.73 sec,0,2.81017,2.77903125,2.80456922185715,2.77903125000246,2.77767,2.80322220374389
2.74 sec,0,2.83944,2.807275245,2.83433256383434,2.80727524500249,2.8008,2.82933713041696
2.75 sec,0,2.86867,2.86375962,2.87536902553212,2.86375962000092,2.82518,2.86176431297934
2.76 sec,0,2.89206,2.880703125,2.88991891029888,2.88070312500079,2.85274,2.88863942082692
2.77 sec,0,2.92697,2.925890625,2.92603610306264,2.92589062499991,2.89693,2.91909738728775
2.78 sec,0,2.95029,2.93154087,2.94317035939072,2.93154087000116,2.9193,2.94540111544357
