time,veh_u,veh_v,best_wheel,model_based,ekf_m_bw,veh_ref,ekf_ai
0 sec,0.01722,0,0,-0.758278145695364,-1.51655489381841e-14,0,0.0363347328312529
0.01 sec,0.01565,0,0,-0.758278145695364,1.74604902612873e-20,0,0.0313756582215874
0.02 sec,0.01409,0,0.00163348,-0.758278145695364,0.00163347999983665,0,0.0227013370181507
0.03 sec,0.01256,0,0,-0.758278145695364,-2.4772631862513e-13,0,0.0145269937084238
0.04 sec,0.01105,0,0,-0.758278145695364,1.14878223085905e-19,0,0.00347350361211284
0.05 sec,0.00957,0,0,-0.758278145695364,2.51924472997925e-19,0,0.000355769243876659
0.06 sec,0.00815,0,0,-0.758278145695364,6.21034796195625e-19,0,-0.00448557026257136
0.07 sec,0.00677,0,0,-0.758278145695364,1.70985180931856e-18,0,-0.00529299447319996
0.08 sec,0.00546,0,0,-0.758278145695364,5.12285526499401e-18,0,-0.0097017742751292
0.09 sec,0.00421,0,0,-0.758278145695364,1.62005639074226e-17,0,-0.0101531768034313
0.1 sec,0.00303,0,0.00167558,-0.758278145695364,0.00167557999983249,0,-0.0104885446379302
0.11 sec,0.00192,0,-0.00167558,-0.758278145695364,-0.00167558000008638,0,-0.0107952034141668
0.12 sec,0.0009,0,0,-0.758278145695364,2.54660875720347e-13,0,-0.014472529588593
0.13 sec,0,0,0,-0.758278145695364,1.54421221361216e-15,0,-0.0145452774809967
0.14 sec,0,0,-0.00170084,-0.758278145695364,-0.0017008399998272,0,-0.0138477073786172
0.15 sec,0,0,-0.00170084,-0.758278145695364,-0.00170083999957384,0,-0.0136481025763607
0.16 sec,0,0,-0.00170926,-0.758278145695364,-0.0017092599995865,0,-0.0142925125038382
0.17 sec,0,0,-0.00170926,-0.758278145695364,-0.00170925999959191,0,-0.014101169256391
0.18 sec,0,0,-0.00170926,-0.758278145695364,-0.00170925999959405,0,-0.0137442489751678
0.19 sec,0,0,-0.00170926,-0.758278145695364,-0.00170925999959473,0,-0.0132212358734955
0.2 sec,0,0,-0.00171768,-0.758278145695364,-0.00171767999959403,0,-0.0126530865327203
0.21 sec,0,0,-0.00171768,-0.758278145695364,-0.0017176799995928,0,-0.0120957909015929
0.22 sec,0,0,-0.00171768,-0.758278145695364,-0.00171767999959281,0,-0.0117916538978862
0.23 sec,0,0,-0.00171768,-0.758278145695364,-0.00171767999959282,0,-0.0107812489812266
0.24 sec,0,0,0,-0.758278145695364,2.35418021882206e-13,0,-0.0111294286906856
0.25 sec,0,0,-0.00169242,-0.758278145695364,-0.00169241999985584,0,-0.00995508807890388
0.26 sec,0,0,0,-0.758278145695364,2.31607268086353e-13,0,-0.0101155567920708
0.27 sec,0,0,0,-0.758278145695364,-2.50892514229439e-14,0,-0.0094433337620754
0.28 sec,0,0,0,-0.758278145695364,-2.50523885490794e-14,0,-0.00886854675910815
0.29 sec,0,0,0,-0.758278145695364,-2.50719041881842e-14,0,-0.00794933904945582
0.3 sec,0,0,0,-0.758278145695364,-2.50616042675456e-14,0,-0.00777941355597258
0.31 sec,0,0,0,-0.758278145695364,-2.50670794885166e-14,0,-0.00746982413102124
0.32 sec,0,0.01094,0,-0.758278145695364,-2.50641521426509e-14,0,-0.00755429260962176
0.33 sec,0,0.01192,0,-0.758278145695364,-2.5065724235801e-14,0,-0.00667262153213821
0.34 sec,0,0.01278,0,-0.758278145695364,-2.50649110841716e-14,0,-0.00625410423075114
0.35 sec,0,0.01336,0,-0.758278145695364,-2.5065290554932e-14,0,-0.00583791554298525
0.36 sec,0,0.01405,0,-0.758278145695364,-2.50650737144975e-14,0,-0.00586596022444837
0.37 sec,0,0.01444,0,-0.758278145695364,-2.50651821347148e-14,0,-0.00511723257080079
0.38 sec,0,0.01468,0,-0.758278145695364,-2.50651279246061e-14,0,-0.00485318980830804
0.39 sec,0,0.01474,0,-0.758278145695364,-2.50651821347148e-14,0,-0.00479689416969014
0.4 sec,0,0.01463,0,-0.758278145695364,-2.50651821347148e-14,0,-0.00472946679344707
0.41 sec,0,0.01441,-9.34807786734382e-18,-0.758278145695364,-2.50745062733981e-14,0,-0.00439711004009546
0.42 sec,0,0.01389,-0.001684,-0.758278145695364,-0.00168399999985667,0,-0.00359932771398745
0.43 sec,0,0.01326,-0.00167558,-0.758278145695364,-0.00167557999960212,0,-0.0034587659591892
0.44 sec,0,0.01248,-0.00167558,-0.758278145695364,-0.00167557999960342,0,-0.0034858152660054
0.45 sec,0,0.01153,-0.00167558,-0.758278145695364,-0.00167557999960341,0,-0.00324255912934977
0.46 sec,0,0.01044,-0.00167558,-0.758278145695364,-0.00167557999960341,0,-0.00333393099421299
0.47 sec,0,0,-0.00167558,-0.758278145695364,-0.00167557999960341,0,-0.00344833171724853
0.48 sec,0,0,-0.00167558,-0.758278145695364,-0.00167557999960341,0,-0.00371740244439038
0.49 sec,0,0,-0.00170084,-0.758278145695364,-0.00170083999960088,0,-0.00376961480005438
