time,veh_u,veh_v,model_TCN_lon_129.pt
0.0,0.05073,0.0,0.0034077316522598267
0.01,0.04555,0.0,0.0034077316522598267
0.02,0.04022,0.0,0.0034077316522598267
0.03,0.0348,0.0,0.0034077316522598267
0.04,0.02931,0.0,0.0034077316522598267
0.05,0.0238,0.0,0.0034077316522598267
0.06,0.0183,0.0,0.0034077316522598267
0.07,0.01284,0.0,0.0034077316522598267
0.08,0.0,0.0,0.0034077316522598267
0.09,0.0,0.0,0.0034077316522598267
0.1,0.0,0.0,0.0034077316522598267
0.11,0.0,0.0,0.0034077316522598267
0.12,0.0,0.0,0.0034077316522598267
0.13,0.0,0.0,0.0034077316522598267
0.14,0.0,0.0,0.0034077316522598267
0.15,0.0,0.0,0.0034077316522598267
0.16,0.0,0.0,0.0034077316522598267
0.17,0.0,0.0,0.0034077316522598267
0.18,0.0,0.00166,0.0034077316522598267
0.19,0.0,0.00241,0.0034077316522598267
0.2,0.0,0.0031,0.0034077316522598267
0.21,0.0,0.00374,0.0034077316522598267
0.22,0.0,0.00432,0.0034077316522598267
0.23,0.0,0.00485,0.0034077316522598267
0.24,0.0,0.00532,0.0034077316522598267
0.25,0.0,0.00574,0.0034077316522598267
0.26,0.0,0.0061,0.0034077316522598267
0.27,0.0,0.0064,0.0034077316522598267
0.28,0.0,0.00665,0.0034077316522598267
0.29,0.0,0.00685,0.0034077316522598267
0.3,0.0,0.00701,0.0034077316522598267
0.31,0.0,0.00711,0.0034077316522598267
0.32,0.0,0.00717,0.0034077316522598267
0.33,0.0,0.00719,0.0034077316522598267
0.34,0.0,0.00716,0.0034077316522598267
0.35,0.0,0.00711,0.0034077316522598267
0.36,0.0,0.007,0.0034077316522598267
0.37,0.0,0.00687,0.0034077316522598267
0.38,0.0,0.0067,0.0034077316522598267
0.39,0.0,0.00651,0.0034077316522598267
0.4,0.0,0.00629,0.0034077316522598267
0.41,0.0,0.00609,0.0034077316522598267
0.42,0.01188,0.00578,0.0034077316522598267
0.43,0.015,0.00549,0.0034077316522598267
0.44,0.01789,0.00519,0.0034077316522598267
0.45,0.02053,0.00486,0.0034077316522598267
0.46,0.02288,0.00453,0.0034077316522598267
0.47,0.02455,0.00424,0.0034077316522598267
0.48,0.02666,0.00381,0.0034077316522598267
0.49,0.02805,0.00344,0.0034077316522598267
0.5,0.02909,0.00305,0.0033779889345169067
0.51,0.02977,0.00266,0.004009425640106201
0.52,0.03009,0.00226,0.004625923931598663
0.53,0.03006,0.00185,0.005335897207260132
0.54,0.02968,0.00143,0.005647152662277222
0.55,0.02897,0.00101,0.005933061242103577
0.56,0.02792,0.0,0.005389794707298279
0.57,0.02686,0.0,0.005028650164604187
0.58,0.02494,0.0,0.004044517874717712
0.59,0.02304,0.0,0.003535456955432892
0.6,0.02091,0.0,0.0022767484188079834
0.61,0.01857,0.0,0.0012029409408569336
0.62,0.01605,0.0,-0.00010737031698226929
0.63,0.01339,0.0,-0.0011839121580123901
0.64,0.01062,0.0,-0.0020543262362480164
0.65,0.0,0.0,-0.0030275285243988037
0.66,0.0,0.0,-0.003313004970550537
0.67,0.0,0.0,-0.004352375864982605
0.68,0.0,0.0,-0.005503013730049133
0.69,0.0,0.0,-0.006531953811645508
0.7,0.0,0.0,-0.007321715354919434
0.71,0.0,0.0,-0.00831758975982666
0.72,0.0,0.0,-0.008781790733337402
0.73,0.0,0.0,-0.009708479046821594
0.74,0.0,0.0,-0.01012517511844635
0.75,0.0,0.0,-0.010689616203308105
0.76,0.0,0.0,-0.011256396770477295
0.77,0.0,0.0,-0.011826887726783752
0.78,0.0,0.0,-0.01207791268825531
0.79,0.0,0.0,-0.012500390410423279
0.8,0.0,0.0,-0.01341317594051361
0.81,0.0,0.0,-0.012955084443092346
0.82,0.0,0.0,-0.013543084263801575
0.83,0.0,0.0,-0.013311326503753662
0.84,0.0,0.0,-0.013184607028961182
0.85,0.0,0.0,-0.012944146990776062
0.86,0.0,0.0,-0.01259051263332367
0.87,0.0,0.0,-0.01243293285369873
0.88,0.0,0.0,-0.012024745345115662
0.89,0.0,0.0,-0.011493101716041565
0.9,0.0,0.0,-0.010986581444740295
0.91,0.0,0.0,-0.010607883334159851
0.92,0.0,0.0,-0.010151401162147522
0.93,0.0,0.0,-0.009449884295463562
0.94,0.0,0.0,-0.008976191282272339
0.95,0.0,0.0,-0.008493080735206604
0.96,0.0,0.0,-0.007931843400001526
0.97,0.0,0.0,-0.0075841546058654785
0.98,0.0,0.0,-0.006363436579704285
0.99,0.0,0.0,-0.006471648812294006
1.0,0.0,0.0,-0.005509927868843079
1.01,0.0,0.0,-0.004925519227981567
1.02,0.0,0.0,-0.004481777548789978
1.03,0.0,0.0,-0.005005776882171631
1.04,0.0,0.0,-0.004204422235488892
1.05,0.0,0.00124,-0.0039442479610443115
1.06,0.0,0.00155,-0.0042705535888671875
1.07,0.0,0.00182,-0.003521934151649475
1.08,0.0,0.00206,-0.004079759120941162
1.09,0.0,0.00226,-0.0033950060606002808
1.1,0.0,0.00241,-0.004007205367088318
1.11,0.0,0.00253,-0.004414886236190796
1.12,0.0,0.0026,-0.0066758692264556885
1.13,0.0,0.00263,-0.006554737687110901
1.14,0.0,0.00263,-0.010155484080314636
1.15,0.0,0.00259,-0.015087530016899109
1.16,0.0,0.00249,-0.02574695646762848
1.17,0.0,0.00237,-0.02792222797870636
1.18,0.0,0.00223,-0.027927055954933167
1.19,0.0,0.00205,-0.0268542617559433
1.2,0.0,0.00185,-0.024119988083839417
1.21,0.0,0.00163,-0.022324010729789734
1.22,0.0,0.00139,-0.019187942147254944
1.23,0.0,0.00115,-0.01710931956768036
1.24,0.0,0.0,-0.013323187828063965
1.25,0.0,0.0,-0.010402247309684753
1.26,0.0,0.0,-0.007157549262046814
1.27,0.0,0.0,-0.004753798246383667
1.28,0.0,0.0,-0.00235932320356369
1.29,0.0,0.0,-0.0013441294431686401
1.3,0.0,0.0,5.4813921451568604e-05
1.31,0.0,0.0,0.0005654171109199524
1.32,0.0,0.0,0.0014664456248283386
1.33,0.0,0.0,0.0016649216413497925
1.34,0.0,0.0,0.002374127507209778
1.35,0.0,0.0,0.0025337934494018555
1.36,0.0,0.0,0.0029568374156951904
1.37,0.0,0.0,0.003185860812664032
1.38,0.0,0.0,0.0033336132764816284
1.39,0.0,0.0,0.0036748573184013367
1.4,0.0,0.0,0.004025071859359741
1.41,0.0,0.0,0.004691876471042633
