time,veh_u,veh_v,model_TCN_lon_129.pt
0.0,0.0,0.0047,-0.008383974432945251
0.01,0.0,0.00433,-0.008383974432945251
0.02,0.0,0.00397,-0.008383974432945251
0.03,0.0,0.00362,-0.008383974432945251
0.04,0.0,0.00327,-0.008383974432945251
0.05,0.0,0.00294,-0.008383974432945251
0.06,0.0,0.00263,-0.008383974432945251
0.07,0.0,0.00233,-0.008383974432945251
0.08,0.0,0.00204,-0.008383974432945251
0.09,0.0,0.00178,-0.008383974432945251
0.1,0.0,0.00153,-0.008383974432945251
0.11,0.0,0.00131,-0.008383974432945251
0.12,0.0,0.00111,-0.008383974432945251
0.13,0.0,0.0,-0.008383974432945251
0.14,0.0,0.0,-0.008383974432945251
0.15,0.0,0.0,-0.008383974432945251
0.16,0.0,0.0,-0.008383974432945251
0.17,0.0,0.0,-0.008383974432945251
0.18,0.0,0.0,-0.008383974432945251
0.19,0.0,0.0,-0.008383974432945251
0.2,0.0,0.0,-0.008383974432945251
0.21,0.0,0.0,-0.008383974432945251
0.22,0.0,0.0,-0.008383974432945251
0.23,0.0,0.0,-0.008383974432945251
0.24,0.0,0.0,-0.008383974432945251
0.25,0.0,0.0,-0.008383974432945251
0.26,0.0,0.0,-0.008383974432945251
0.27,0.0,0.0,-0.008383974432945251
0.28,0.0,0.0,-0.008383974432945251
0.29,0.0,0.0,-0.008383974432945251
0.3,0.0,0.00103,-0.008383974432945251
0.31,0.0,0.00117,-0.008383974432945251
0.32,0.0,0.0013,-0.008383974432945251
0.33,0.0,0.00144,-0.008383974432945251
0.34,0.0,0.00158,-0.008383974432945251
0.35,0.0,0.00169,-0.008383974432945251
0.36,0.0,0.00184,-0.008383974432945251
0.37,0.0,0.00196,-0.008383974432945251
0.38,0.0,0.00207,-0.008383974432945251
0.39,0.0,0.00217,-0.008383974432945251
0.4,0.0,0.00224,-0.008383974432945251
0.41,0.0,0.00229,-0.008383974432945251
0.42,0.0,0.00234,-0.008383974432945251
0.43,0.0,0.00235,-0.008383974432945251
