time,veh_u,veh_v,model_TCN_lon_129.pt
0.0,0.02873,0.0,-0.004799738526344299
0.01,0.02754,0.0,-0.004799738526344299
0.02,0.02624,0.0,-0.004799738526344299
0.03,0.02485,0.0,-0.004799738526344299
0.04,0.02337,0.0,-0.004799738526344299
0.05,0.0218,0.0,-0.004799738526344299
0.06,0.02015,0.0,-0.004799738526344299
0.07,0.01842,0.0,-0.004799738526344299
0.08,0.01664,0.0,-0.004799738526344299
0.09,0.0148,0.0,-0.004799738526344299
0.1,0.01292,0.0,-0.004799738526344299
0.11,0.01101,0.0,-0.004799738526344299
0.12,0.0,0.0,-0.004799738526344299
0.13,0.0,0.0,-0.004799738526344299
0.14,0.0,0.0,-0.004799738526344299
0.15,0.0,0.0,-0.004799738526344299
0.16,0.0,0.0,-0.004799738526344299
0.17,0.0,0.0,-0.004799738526344299
0.18,0.0,0.0,-0.004799738526344299
0.19,0.0,0.0,-0.004799738526344299
0.2,0.0,0.0,-0.004799738526344299
0.21,0.0,0.0,-0.004799738526344299
0.22,0.0,0.0,-0.004799738526344299
0.23,0.0,0.0,-0.004799738526344299
0.24,0.0,0.0,-0.004799738526344299
0.25,0.0,0.0,-0.004799738526344299
0.26,0.0,0.00114,-0.004799738526344299
0.27,0.0,0.00124,-0.004799738526344299
0.28,0.0,0.00128,-0.004799738526344299
0.29,0.0,0.00127,-0.004799738526344299
0.3,0.0,0.00121,-0.004799738526344299
0.31,0.0,0.00112,-0.004799738526344299
0.32,0.0,0.0,-0.004799738526344299
0.33,0.0,0.0,-0.004799738526344299
0.34,0.0,0.0,-0.004799738526344299
0.35,0.0,0.0,-0.004799738526344299
0.36,0.0,0.0,-0.004799738526344299
0.37,0.0,0.0,-0.004799738526344299
0.38,0.0,0.0,-0.004799738526344299
0.39,0.0,0.0,-0.004799738526344299
0.4,0.0,0.0,-0.004799738526344299
0.41,0.0,0.0,-0.004799738526344299
0.42,0.0,0.0,-0.004799738526344299
0.43,0.0,0.0,-0.004799738526344299
0.44,0.0,0.0,-0.004799738526344299
0.45,0.0,0.0,-0.004799738526344299
0.46,0.0,0.0,-0.004799738526344299
0.47,0.0,0.0,-0.004799738526344299
0.48,0.0,0.0,-0.004799738526344299
0.49,0.0,0.0,-0.004799738526344299
0.5,0.0,0.0,-0.004110485315322876
0.51,0.0,0.0,-0.003590121865272522
0.52,0.0,0.0,-0.003361240029335022
0.53,0.0,0.0,-0.0031127631664276123
0.54,0.0,0.0,-0.0033869147300720215
0.55,0.0,0.0,-0.003195151686668396
0.56,0.0,0.0,-0.0022690147161483765
