time,veh_u,veh_v,model_GRU_lon_0.pt,model_GRU_lon_1.pt,model_GRU_lon_10.pt,model_GRU_lon_11.pt,model_GRU_lon_12.pt,model_GRU_lon_13.pt,model_GRU_lon_14.pt,model_GRU_lon_15.pt,model_GRU_lon_16.pt,model_GRU_lon_17.pt,model_GRU_lon_18.pt,model_GRU_lon_19.pt,model_GRU_lon_2.pt,model_GRU_lon_20.pt,model_GRU_lon_21.pt,model_GRU_lon_22.pt,model_GRU_lon_23.pt,model_GRU_lon_24.pt,model_GRU_lon_25.pt,model_GRU_lon_26.pt,model_GRU_lon_27.pt,model_GRU_lon_28.pt,model_GRU_lon_29.pt,model_GRU_lon_3.pt,model_GRU_lon_30.pt,model_GRU_lon_31.pt,model_GRU_lon_4.pt,model_GRU_lon_5.pt,model_GRU_lon_6.pt,model_GRU_lon_7.pt,model_GRU_lon_8.pt,model_GRU_lon_9.pt
0.0,0.02213,0.02112,0.003352522850036621,0.012753456830978394,0.009576380252838135,0.025376364588737488,0.022586246952414513,0.02481343224644661,0.019356347620487213,0.03623618185520172,0.013517558574676514,0.01084280014038086,0.002836942672729492,0.04172644019126892,0.003919243812561035,0.009200379252433777,0.005680844187736511,0.012136593461036682,0.014689117670059204,0.037273555994033813,0.0103217214345932,0.011011198163032532,0.01951812207698822,0.030442075803875923,0.014687955379486084,0.010144948959350586,0.028846029192209244,0.031247366219758987,0.01806052029132843,0.016653016209602356,-0.0061355531215667725,0.029494747519493103,0.028856605291366577,0.009904265403747559
0.01,0.02182,0.01911,0.003352522850036621,0.012753456830978394,0.009576380252838135,0.025376364588737488,0.022586246952414513,0.02481343224644661,0.019356347620487213,0.03623618185520172,0.013517558574676514,0.01084280014038086,0.002836942672729492,0.04172644019126892,0.003919243812561035,0.009200379252433777,0.005680844187736511,0.012136593461036682,0.014689117670059204,0.037273555994033813,0.0103217214345932,0.011011198163032532,0.01951812207698822,0.030442075803875923,0.014687955379486084,0.010144948959350586,0.028846029192209244,0.031247366219758987,0.01806052029132843,0.016653016209602356,-0.0061355531215667725,0.029494747519493103,0.028856605291366577,0.009904265403747559
0.02,0.02141,0.01713,0.003352522850036621,0.012753456830978394,0.009576380252838135,0.025376364588737488,0.022586246952414513,0.02481343224644661,0.019356347620487213,0.03623618185520172,0.013517558574676514,0.01084280014038086,0.002836942672729492,0.04172644019126892,0.003919243812561035,0.009200379252433777,0.005680844187736511,0.012136593461036682,0.014689117670059204,0.037273555994033813,0.0103217214345932,0.011011198163032532,0.01951812207698822,0.030442075803875923,0.014687955379486084,0.010144948959350586,0.028846029192209244,0.031247366219758987,0.01806052029132843,0.016653016209602356,-0.0061355531215667725,0.029494747519493103,0.028856605291366577,0.009904265403747559
0.03,0.02088,0.01519,0.003352522850036621,0.012753456830978394,0.009576380252838135,0.025376364588737488,0.022586246952414513,0.02481343224644661,0.019356347620487213,0.03623618185520172,0.013517558574676514,0.01084280014038086,0.002836942672729492,0.04172644019126892,0.003919243812561035,0.009200379252433777,0.005680844187736511,0.012136593461036682,0.014689117670059204,0.037273555994033813,0.0103217214345932,0.011011198163032532,0.01951812207698822,0.030442075803875923,0.014687955379486084,0.010144948959350586,0.028846029192209244,0.031247366219758987,0.01806052029132843,0.016653016209602356,-0.0061355531215667725,0.029494747519493103,0.028856605291366577,0.009904265403747559
0.04,0.02024,0.0133,0.003352522850036621,0.012753456830978394,0.009576380252838135,0.025376364588737488,0.022586246952414513,0.02481343224644661,0.019356347620487213,0.03623618185520172,0.013517558574676514,0.01084280014038086,0.002836942672729492,0.04172644019126892,0.003919243812561035,0.009200379252433777,0.005680844187736511,0.012136593461036682,0.014689117670059204,0.037273555994033813,0.0103217214345932,0.011011198163032532,0.01951812207698822,0.030442075803875923,0.014687955379486084,0.010144948959350586,0.028846029192209244,0.031247366219758987,0.01806052029132843,0.016653016209602356,-0.0061355531215667725,0.029494747519493103,0.028856605291366577,0.009904265403747559
0.05,0.01948,0.01147,0.003352522850036621,0.012753456830978394,0.009576380252838135,0.025376364588737488,0.022586246952414513,0.02481343224644661,0.019356347620487213,0.03623618185520172,0.013517558574676514,0.01084280014038086,0.002836942672729492,0.04172644019126892,0.003919243812561035,0.009200379252433777,0.005680844187736511,0.012136593461036682,0.014689117670059204,0.037273555994033813,0.0103217214345932,0.011011198163032532,0.01951812207698822,0.030442075803875923,0.014687955379486084,0.010144948959350586,0.028846029192209244,0.031247366219758987,0.01806052029132843,0.016653016209602356,-0.0061355531215667725,0.029494747519493103,0.028856605291366577,0.009904265403747559
0.06,0.01861,0.00972,0.003352522850036621,0.012753456830978394,0.009576380252838135,0.025376364588737488,0.022586246952414513,0.02481343224644661,0.019356347620487213,0.03623618185520172,0.013517558574676514,0.01084280014038086,0.002836942672729492,0.04172644019126892,0.003919243812561035,0.009200379252433777,0.005680844187736511,0.012136593461036682,0.014689117670059204,0.037273555994033813,0.0103217214345932,0.011011198163032532,0.01951812207698822,0.030442075803875923,0.014687955379486084,0.010144948959350586,0.028846029192209244,0.031247366219758987,0.01806052029132843,0.016653016209602356,-0.0061355531215667725,0.029494747519493103,0.028856605291366577,0.009904265403747559
0.07,0.01763,0.00805,0.003352522850036621,0.012753456830978394,0.009576380252838135,0.025376364588737488,0.022586246952414513,0.02481343224644661,0.019356347620487213,0.03623618185520172,0.013517558574676514,0.01084280014038086,0.002836942672729492,0.04172644019126892,0.003919243812561035,0.009200379252433777,0.005680844187736511,0.012136593461036682,0.014689117670059204,0.037273555994033813,0.0103217214345932,0.011011198163032532,0.01951812207698822,0.030442075803875923,0.014687955379486084,0.010144948959350586,0.028846029192209244,0.031247366219758987,0.01806052029132843,0.016653016209602356,-0.0061355531215667725,0.029494747519493103,0.028856605291366577,0.009904265403747559
0.08,0.01655,0.00649,0.003352522850036621,0.012753456830978394,0.009576380252838135,0.025376364588737488,0.022586246952414513,0.02481343224644661,0.019356347620487213,0.03623618185520172,0.013517558574676514,0.01084280014038086,0.002836942672729492,0.04172644019126892,0.003919243812561035,0.009200379252433777,0.005680844187736511,0.012136593461036682,0.014689117670059204,0.037273555994033813,0.0103217214345932,0.011011198163032532,0.01951812207698822,0.030442075803875923,0.014687955379486084,0.010144948959350586,0.028846029192209244,0.031247366219758987,0.01806052029132843,0.016653016209602356,-0.0061355531215667725,0.029494747519493103,0.028856605291366577,0.009904265403747559
0.09,0.01536,0.00502,0.003352522850036621,0.012753456830978394,0.009576380252838135,0.025376364588737488,0.022586246952414513,0.02481343224644661,0.019356347620487213,0.03623618185520172,0.013517558574676514,0.01084280014038086,0.002836942672729492,0.04172644019126892,0.003919243812561035,0.009200379252433777,0.005680844187736511,0.012136593461036682,0.014689117670059204,0.037273555994033813,0.0103217214345932,0.011011198163032532,0.01951812207698822,0.030442075803875923,0.014687955379486084,0.010144948959350586,0.028846029192209244,0.031247366219758987,0.01806052029132843,0.016653016209602356,-0.0061355531215667725,0.029494747519493103,0.028856605291366577,0.009904265403747559
