Time,imu_COG_acc_x,imu_COG_acc_y,imu_COG_acc_z,imu_COG_gyro_roll_rate,imu_COG_gyro_pitch_rate,imu_COG_gyro_yaw_rate,wheel_speed_FL,wheel_speed_FR,wheel_speed_RL,wheel_speed_RR,drive_torque_FL,drive_torque_FR,drive_torque_RL,drive_torque_RR,brake_pressure_FL,brake_pressure_FR,brake_pressure_RL,brake_pressure_RR,rwa_FM,rwa_RM,veh_u,veh_v
0,0.0604161258367829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063227937328272,0.0639632603513888,0.0589911828412402,0.0604379730167828,0.0247716856789215,0,0.05468,0
0.01,0.0527556317377251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063227937328272,0.0639632603513888,0.0589911828412402,0.0604379730167828,0.0246211487639247,0,0.05407,0
0.02,0.0461672694284057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063227937328272,0.0639632603513888,0.0589911828412402,0.0604379730167828,0.0245542434683705,0,0.05326,0
0.03,0.0398788041232089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063227937328272,0.0639632603513888,0.0589911828412402,0.0604379730167828,0.0245542434683705,0,0.05224,0
0.04,0.0347739948061588,0,0,0,0,0.00157307540274764,0,0,0,0,0,0,0,0,0.063227937328272,0.0639632603513888,0.0587062099136683,0.0601460109763969,0.0245542434683705,0,0.051,0
0.05,0.0304142421087258,0,0,0,0,0.00157307540274764,0,0,0,0,0,0,0,0,0.063227937328272,0.0639632603513888,0.0589911828412402,0.0604379730167828,0.0245876961161476,0,0.04955,0
0.06,0.0260479291643276,0,0,0,0,0.00157307540274764,0,0,0,0,0,0,0,0,0.063227937328272,0.0639632603513888,0.0589911828412402,0.0604379730167828,0.0246211487639247,0,0.04787,0
0.07,0.0205448191386771,0,0,0,0,0.00157307540274764,0,0,0,0,0,0,0,0,0.063227937328272,0.0639632603513888,0.0589911828412402,0.0604379730167828,0.0246880540594788,0,0.04597,0
0.08,0.0128515238047933,0,0,0,0,0.00157307540274764,0,0,0,0,0,0,0,0,0.063227937328272,0.0639632603513888,0.0589911828412402,0.0604379730167828,0.0248051383266986,0,0.04385,0
0.09,0.00846646729763747,0,0,0.0130327814349358,0,0.00156500834940021,0,0,0,0,0,0,0,0,0.063227937328272,0.0639632603513888,0.0587062099136683,0.0601460109763969,0.025005854213361,0,0.04152,0
0.1,0.00364843449077957,0,0,0.0130992752177671,0,0.00313808375214785,0,0,0,0,0,0,0,0,0.063227937328272,0.0639632603513888,0.0587062099136683,0.0601460109763969,0.0253403806911317,0,0.03898,0
0.11,0.000733810481962601,0.000551677716123649,0.000551677716123649,0.0130992752177671,0,0.00313808375214785,0,0,0,0,0,0,0,0,0.063227937328272,0.0639632603513888,0.0589911828412402,0.0604379730167828,0.0256581808450139,0,0.03624,0
0.12,0,0.00157783296482534,0.00157783296482534,0.026132056652703,0,0.00313001669880043,0,0,0,0,0,0,0,0,0.0638330197574797,0.0645753797180624,0.0592761557688121,0.0607299350571686,0.0259592546750075,0,0.03333,0
0.13,0,0.000911656100072256,0.000911656100072256,0.026132056652703,0,0.00313001669880043,0,0,0,0,0,0,0,0,0.0645893047256194,0.0653404600664187,0.0598461016239558,0.0613138591379403,0.0262101495333356,0,0.03024,0
0.14,0,0.00159084423171505,0.00159084423171505,0.0260655628698717,0,0.00155694129605279,0,0,0,0,0,0,0,0,0.0654968829905176,0.0662585932097719,0.0607010745531521,0.0621898007335498,0.026410865419998,0,0.027,0
0.15,0,0,0,0.0260655628698717,0,0.00155694129605279,0,0,0,0,0,0,0,0,0.0668582503878649,0.0676357929248017,0.0618409662634396,0.0633576488950931,0.0266115813066604,0,0.02363,0
0.16,0,0.000902114504353136,0.000902114504353136,0.0260655628698717,0,0.00155694129605279,0,0,0,0,0,0,0,0,0.0677658286527631,0.068553926068155,0.0626959391926359,0.0642335904907026,0.0267788445455458,0,0.02015,0
