Time,imu_COG_acc_x,imu_COG_acc_y,imu_COG_acc_z,imu_COG_gyro_roll_rate,imu_COG_gyro_pitch_rate,imu_COG_gyro_yaw_rate,wheel_speed_FL,wheel_speed_FR,wheel_speed_RL,wheel_speed_RR,drive_torque_FL,drive_torque_FR,drive_torque_RL,drive_torque_RR,brake_pressure_FL,brake_pressure_FR,brake_pressure_RL,brake_pressure_RR,rwa_FM,rwa_RM,veh_u,veh_v
0,0.112410768926547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785055199136966,0.0794185169000538,0.0729552353176268,0.0747445013168525,0,0,0.07763,0.00306
0.01,0.101404548875246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783542719958513,0.079265510011714,0.0729552353176268,0.0747445013168525,0,0,0.07833,0.00204
0.02,0.0888875976656767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783542719958513,0.079265510011714,0.0729552353176268,0.0747445013168525,0,0,0.07877,0.00105
0.03,0.0786451777967504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783542719958513,0.079265510011714,0.0729552353176268,0.0747445013168525,0,0,0.07893,0
0.04,0.0699584736367104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782029786990927,0.079112457216717,0.0726702623900549,0.0744525392764667,0,0,0.07877,0
0.05,0.0615201216832094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780517307812475,0.0789594503283772,0.0726702623900549,0.0744525392764667,0,0,0.0783,0
0.06,0.0515785359965437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780517307812475,0.0789594503283772,0.072385289462483,0.0741605772360809,0,0,0.07748,0
0.07,0.0420821099253725,0,0,0,0,0.00157307540274764,0,0,0,0,0,0,0,0,0.0779004828634022,0.0788064434400374,0.072385289462483,0.0741605772360809,0,0,0.0763,0
0.08,0.0321986292832555,0,0,0.0130327814349358,0,0.00156500834940021,0,0,0,0,0,0,0,0,0.0777491895666436,0.0786533906450404,0.0721003165349111,0.073868615195695,0,0,0.07475,0
0.09,0.0267545614802916,0,0,0.0130327814349358,0,0.00156500834940021,0,0,0,0,0,0,0,0,0.0775979416487984,0.0785003837567006,0.0721003165349111,0.073868615195695,0,0,0.07283,0
0.1,0.0168129757936259,0,0,0.026132056652703,0,0.00313001669880043,0,0,0,0,0,0,0,0,0.077446693730953,0.0783473768683608,0.0721003165349111,0.073868615195695,0,0,0.07054,0
0.11,0.00768204919622917,0.000210782523613281,0.000210782523613281,0.026132056652703,0,0.00313001669880043,0,0,0,0,0,0,0,0,0.0772954004341945,0.0781943240733638,0.0721003165349111,0.073868615195695,0,0,0.06786,0
0.12,0.00221080322726664,0,0,0.0390983443048075,0,0.00312194964545301,0,0,0,0,0,0,0,0,0.0772954004341945,0.0781943240733638,0.0721003165349111,0.073868615195695,0,0,0.06482,0
0.13,0,0,0,0.0390983443048075,0,0.00312194964545301,0,0,0,0,0,0,0,0,0.0771441525163492,0.078041317185024,0.0715303706797674,0.0732846911149233,0,0,0.06142,0
0.14,0,0.000887368401878133,0.000887368401878133,0.0390983443048075,0,0.00312194964545301,0,0,0,0,0,0,0,0,0.0769929045985039,0.0778883102966842,0.0715303706797674,0.0732846911149233,0,0,0.05767,0
0.15,0,0,0,0.052064631956912,0,0.00311388259210558,0,0,0,0,0,0,0,0,0.0768416113017454,0.0777352575016872,0.0715303706797674,0.0732846911149233,0,0,0.0536,0
0.16,0,0,0,0.052064631956912,0,0.00311388259210558,0,0,0,0,0,0,0,0,0.0768416113017454,0.0777352575016872,0.0715303706797674,0.0732846911149233,0,0,0.04922,0
0.17,0,0.00188403144562982,0.00188403144562982,0.052064631956912,0,0.00311388259210558,0,0,0,0,0,0,0,0,0.0766903633839001,0.0775822506133474,0.0715303706797674,0.0732846911149233,0,0,0.04456,0
0.18,0,0,0,0.0650974133918479,0,0.00310581553875816,0,0,0,0,0,0,0,0,0.0766903633839001,0.0775822506133474,0.0715303706797674,0.0732846911149233,0,0,0.03965,0
0.19,0,0.00290498218757563,0.00290498218757563,0.0650974133918479,0,0.00310581553875816,0,0,0,0,0.00092850697262789,0.00092850697262789,0,0,0.0766903633839001,0.0775822506133474,0.0712453436057149,0.0729926736000856,0,0,0.03453,0
0.2,0,0.00326409315373159,0.00326409315373159,0.0650309196090166,0,0.00153274013601052,0,0,0,0,0.00092850697262789,0.00092850697262789,0,0,0.0766903633839001,0.0775822506133474,0.0715303706797674,0.0732846911149233,0,0,0.02924,0
0.21,0,0.000881296477329602,0.000881296477329602,0.0650309196090166,0,0.00153274013601052,0,0,0,0,0.00092850697262789,0.00092850697262789,0.000526792657961998,0.000526792657961998,0.0766903633839001,0.0775822506133474,0.0715303706797674,0.0732846911149233,0,0,0.0238,0
0.22,0,0.00463721551949218,0.00463721551949218,0.0650309196090166,0,0.00153274013601052,0,0,0,0,0.002166534373251,0.002166534373251,0.000526792657961998,0.000526792657961998,0.0766903633839001,0.0775822506133474,0.0715303706797674,0.0732846911149233,0,0,0.01827,0
0.23,0,0.00536150937635263,0.00536150937635263,0.0649644258261853,0,0,0,0,0,0,0.002166534373251,0.002166534373251,0.000526792657961998,0.000526792657961998,0.0769929045985039,0.0778883102966842,0.0715303706797674,0.0732846911149233,0,0,0.01269,0
0.24,0,0.000610662126023661,0.000610662126023661,0.0519316443912494,0,0,0,0,0,0,0.002166534373251,0.002166534373251,0.00105355453453695,0.00105355453453695,0.0777491895666436,0.0786533906450404,0.0721003165349111,0.073868615195695,0,0,0,0
