time,veh_u,veh_v,model_T_lon_1560.pt
0.0,0.0,0.0,-0.10050001740455627
0.01,0.0,0.0,-0.10050001740455627
0.02,0.0,0.0,-0.10050001740455627
0.03,0.0,0.0,-0.10050001740455627
0.04,0.0,0.0,-0.10050001740455627
0.05,0.0,0.0,-0.10050001740455627
0.06,0.0,0.0,-0.10050001740455627
0.07,0.0,0.0,-0.10050001740455627
0.08,0.0,0.0,-0.10050001740455627
0.09,0.0,0.0,-0.10050001740455627
0.1,0.0,0.0,-0.10050001740455627
0.11,0.0,0.0,-0.10050001740455627
0.12,0.0,0.0,-0.10050001740455627
0.13,0.0,0.0,-0.10050001740455627
0.14,0.0,0.0,-0.10050001740455627
0.15,0.0,0.00105,-0.10050001740455627
0.16,0.0,0.00131,-0.10050001740455627
0.17,0.0,0.00152,-0.10050001740455627
0.18,0.0,0.0017,-0.10050001740455627
0.19,0.0,0.00183,-0.10050001740455627
0.2,0.0,0.00192,-0.10050001740455627
0.21,0.0,0.00197,-0.10050001740455627
0.22,0.0,0.00198,-0.10050001740455627
0.23,0.0,0.00196,-0.10050001740455627
0.24,0.0,0.0019,-0.10050001740455627
0.25,0.0,0.0018,-0.10050001740455627
0.26,0.0,0.00168,-0.10050001740455627
0.27,0.0,0.00153,-0.10050001740455627
0.28,0.0,0.00135,-0.10050001740455627
0.29,0.0,0.00115,-0.10050001740455627
0.3,0.0,0.0,-0.10050001740455627
0.31,0.0,0.0,-0.10050001740455627
0.32,0.0,0.0,-0.10050001740455627
0.33,0.0,0.0,-0.10050001740455627
0.34,0.0,0.0,-0.10050001740455627
0.35,0.0,0.0,-0.10050001740455627
0.36,0.0,0.0,-0.10050001740455627
0.37,0.0,0.0,-0.10050001740455627
0.38,0.0,0.0,-0.10050001740455627
0.39,0.0,0.0,-0.10050001740455627
0.4,0.0,0.0,-0.10050001740455627
0.41,0.0,0.0,-0.10050001740455627
0.42,0.0,0.0,-0.10050001740455627
0.43,0.0,0.0,-0.10050001740455627
0.44,0.0,0.0,-0.10050001740455627
0.45,0.0,0.0,-0.10050001740455627
0.46,0.0,0.0,-0.10050001740455627
0.47,0.0,0.0,-0.10050001740455627
0.48,0.0,0.0,-0.10050001740455627
0.49,0.0,0.0,-0.10050001740455627
0.5,0.0,0.0,-0.10050001740455627
0.51,0.0,0.0,-0.10050001740455627
0.52,0.0,0.0,-0.10050001740455627
0.53,0.0,0.0,-0.10050001740455627
0.54,0.0,0.0,-0.10050001740455627
0.55,0.0,0.0,-0.10050001740455627
0.56,0.0,0.0,-0.10050001740455627
0.57,0.0,0.0,-0.10050001740455627
0.58,0.0,0.0,-0.10050001740455627
0.59,0.0,0.0,-0.10050001740455627
0.6,0.0,0.0,-0.10050001740455627
0.61,0.0,0.0,-0.10050001740455627
0.62,0.0,0.0,-0.10050001740455627
0.63,0.0,0.0,-0.10050001740455627
0.64,0.0,0.0,-0.10050001740455627
0.65,0.0,0.0,-0.10050001740455627
0.66,0.0,0.0,-0.10050001740455627
0.67,0.0,0.0,-0.10050001740455627
0.68,0.0,0.0,-0.10050001740455627
0.69,0.0,0.0,-0.10050001740455627
0.7,0.0,0.0,-0.10050001740455627
0.71,0.0,0.0,-0.10050001740455627
0.72,0.0,0.00116,-0.10050001740455627
0.73,0.0,0.00145,-0.10050001740455627
0.74,0.0,0.00172,-0.10050001740455627
0.75,0.0,0.00199,-0.10050001740455627
0.76,0.0,0.00224,-0.10050001740455627
0.77,0.0,0.00247,-0.10050001740455627
0.78,0.0,0.00269,-0.10050001740455627
0.79,0.0,0.00288,-0.10050001740455627
0.8,0.0,0.00306,-0.10050001740455627
0.81,0.0,0.00321,-0.10050001740455627
0.82,0.0,0.00331,-0.10050001740455627
0.83,0.0,0.00342,-0.10050001740455627
0.84,0.0,0.00351,-0.10050001740455627
0.85,0.0,0.00355,-0.10050001740455627
0.86,0.0,0.00357,-0.10050001740455627
0.87,0.0,0.00356,-0.10050001740455627
0.88,0.0,0.00353,-0.10050001740455627
0.89,0.0,0.00346,-0.10050001740455627
0.9,0.0,0.00338,-0.10050001740455627
0.91,0.0,0.00327,-0.10050001740455627
0.92,0.0,0.00314,-0.10050001740455627
0.93,0.0,0.00299,-0.10050001740455627
0.94,0.0,0.00286,-0.10050001740455627
0.95,0.0,0.00268,-0.10050001740455627
0.96,0.0,0.00244,-0.10050001740455627
0.97,0.0,0.00224,-0.10050001740455627
0.98,0.0,0.00203,-0.10050001740455627
0.99,0.0,0.00181,-0.10050001740455627
1.0,0.0,0.00159,-0.10050001740455627
1.01,0.0,0.00137,-0.10050001740455627
1.02,0.0,0.00116,-0.10050001740455627
1.03,0.0,0.0,-0.10050001740455627
1.04,0.0,0.0,-0.10050001740455627
1.05,0.0,0.0,-0.10050001740455627
1.06,0.0,0.0,-0.10050001740455627
1.07,0.0,0.0,-0.10050001740455627
1.08,0.0,0.0,-0.10050001740455627
1.09,0.0,0.0,-0.10050001740455627
1.1,0.0,0.0,-0.10058677196502686
1.11,0.0,0.0,-0.10050702095031738
1.12,0.0,0.0,-0.10041475296020508
1.13,0.0,0.0,-0.10061460733413696
1.14,0.0,0.0,-0.10052958130836487
1.15,0.0,0.0,-0.10051611065864563
1.16,0.0,0.0,-0.10061529278755188
1.17,0.0,0.0,-0.10051232576370239
1.18,0.0,0.0,-0.10043752193450928
1.19,0.0,0.0,-0.10051864385604858
1.2,0.0,0.0,-0.10066777467727661
1.21,0.0,0.0,-0.1005551815032959
1.22,0.0,0.0,-0.10053351521492004
1.23,0.0,0.0,-0.10075408220291138
1.24,0.0,0.0,-0.10052314400672913
1.25,0.0,0.0,-0.10059422254562378
1.26,0.0,0.0,-0.10072427988052368
1.27,0.0,0.0,-0.10061788558959961
1.28,0.0,0.0,-0.10059672594070435
1.29,0.0,0.0,-0.10073858499526978
1.3,0.0,0.0,-0.10077568888664246
1.31,0.0,0.0,-0.10061275959014893
1.32,0.0,0.0,-0.10073351860046387
1.33,0.0,0.0,-0.10071045160293579
1.34,0.0,0.0,-0.10087639093399048
1.35,0.0,0.0,-0.10066726803779602
1.36,0.0,0.0,-0.10069036483764648
1.37,0.0,0.0,-0.10075446963310242
1.38,0.0,0.0,-0.1006104052066803
1.39,0.0,0.0,-0.10073238611221313
1.4,0.0,0.0,-0.10074833035469055
1.41,0.0,0.0,-0.10068660974502563
1.42,0.0,0.0,-0.10073214769363403
1.43,0.0,0.0,-0.10072016716003418
1.44,0.0,0.0,-0.10068923234939575
1.45,0.0,0.0,-0.10077616572380066
1.46,0.0,0.0,-0.10064002871513367
1.47,0.0,0.0,-0.10061442852020264
1.48,0.0,0.0,-0.10062223672866821
1.49,0.0,0.0,-0.10059002041816711
1.5,0.0,0.0,-0.10058712959289551
1.51,0.0,0.0,-0.10065153241157532
1.52,0.0,0.0,-0.10061228275299072
1.53,0.0,0.00102,-0.10047239065170288
1.54,0.0,0.00116,-0.10065221786499023
1.55,0.0,0.00129,-0.10065045952796936
1.56,0.0,0.00142,-0.10046014189720154
1.57,0.0,0.00156,-0.10057783126831055
1.58,0.0,0.00168,-0.10057350993156433
1.59,0.0,0.0018,-0.10049432516098022
1.6,0.0,0.00191,-0.10053497552871704
1.61,0.0,0.002,-0.1005215048789978
1.62,0.0,0.00208,-0.10054293274879456
1.63,0.0,0.00213,-0.10049927234649658
1.64,0.0,0.00217,-0.10065114498138428
1.65,0.0,0.00219,-0.10058161616325378
1.66,0.0,0.00218,-0.10056164860725403
1.67,0.0,0.00214,-0.10063284635543823
1.68,0.0,0.00207,-0.10054785013198853
1.69,0.0,0.00197,-0.10055100917816162
1.7,0.0,0.00185,-0.1006878912448883
1.71,0.0,0.00168,-0.10064840316772461
1.72,0.0,0.00149,-0.10059869289398193
1.73,0.0,0.00126,-0.10072916746139526
1.74,0.0,0.00101,-0.10069119930267334
1.75,0.0,0.0,-0.10069191455841064
1.76,0.0,0.0,-0.10081470012664795
1.77,0.0,0.0,-0.10075432062149048
1.78,0.0,0.0,-0.10070613026618958
1.79,0.0,0.0,-0.10077822208404541
1.8,0.0,0.0,-0.1008463203907013
1.81,0.0,0.0,-0.10076016187667847
1.82,0.0,0.0,-0.10082352161407471
1.83,0.0,0.0,-0.10082066059112549
1.84,0.0,0.0,-0.10075446963310242
1.85,0.0,0.0,-0.10081899166107178
1.86,0.0,0.0,-0.10087788105010986
1.87,0.0,0.0,-0.10073167085647583
1.88,0.0,0.0,-0.10073548555374146
1.89,0.0,0.0,-0.10084125399589539
1.9,0.0,0.0,-0.10071596503257751
1.91,0.0,0.0,-0.1007082462310791
1.92,0.0,0.0,-0.10076996684074402
1.93,0.0,0.0,-0.10069233179092407
1.94,0.0,0.0,-0.10072916746139526
1.95,0.0,0.0,-0.1007920503616333
1.96,0.0,0.0,-0.10081231594085693
1.97,0.0,0.0,-0.1008518636226654
1.98,0.0,0.0,-0.10112404823303223
1.99,0.0,0.0,-0.10128206014633179
2.0,0.0,0.0,-0.10157036781311035
2.01,0.0,0.0,-0.101962149143219
2.02,0.0,0.0,-0.10223889350891113
2.03,0.0,0.0,-0.10261321067810059
2.04,0.0,0.0,-0.10333365201950073
2.05,0.0,0.0,-0.10373806953430176
2.06,0.0,0.0,-0.10421842336654663
2.07,0.0,0.0,-0.1047368049621582
2.08,0.0,0.0,-0.10480481386184692
2.09,0.0,0.0,-0.10520648956298828
2.1,0.0,0.0,-0.10537582635879517
2.11,0.0,0.0,-0.10542315244674683
2.12,0.0,0.0,-0.10541614890098572
2.13,0.0,0.0,-0.10565510392189026
2.14,0.0,0.0,-0.10536769032478333
2.15,0.0,0.0,-0.10502457618713379
2.16,0.0,0.0,-0.10492736101150513
2.17,0.0,0.00116,-0.10433396697044373
2.18,0.0,0.00164,-0.10376635193824768
2.19,0.0,0.00208,-0.10323530435562134
2.2,0.0,0.00249,-0.10254800319671631
2.21,0.0,0.00286,-0.10179722309112549
2.22,0.0,0.00318,-0.10127383470535278
2.23,0.0,0.00346,-0.10082203149795532
2.24,0.0,0.00368,-0.10045397281646729
2.25,0.0,0.00385,-0.1002989113330841
2.26,0.0,0.00394,-0.10019928216934204
2.27,0.0,0.00402,-0.1000303328037262
2.28,0.0,0.00403,-0.10030806064605713
2.29,0.0,0.00398,-0.10041511058807373
2.3,0.0,0.0039,-0.10051131248474121
2.31,0.0,0.00373,-0.10081541538238525
2.32,0.0,0.00354,-0.10094529390335083
2.33,0.0,0.00331,-0.10087674856185913
2.34,0.0,0.00304,-0.10100558400154114
2.35,0.0099,0.00273,-0.10100054740905762
2.36,0.01044,0.0024,-0.10085505247116089
2.37,0.01081,0.00204,-0.1008518636226654
2.38,0.01109,0.00167,-0.1006532609462738
2.39,0.0113,0.00128,-0.10051983594894409
2.4,0.01141,0.0,-0.10063138604164124
2.41,0.01145,0.0,-0.10040995478630066
2.42,0.01139,0.0,-0.10011768341064453
2.43,0.01125,0.0,-0.10000866651535034
2.44,0.01102,0.0,-0.09974011778831482
2.45,0.01071,0.0,-0.09928622841835022
2.46,0.01032,0.0,-0.09917527437210083
2.47,0.0,0.0,-0.09899634122848511
2.48,0.0,0.0,-0.09847736358642578
2.49,0.0,0.0,-0.09852910041809082
2.5,0.0,0.0,-0.0983569324016571
2.51,0.0,0.0,-0.09821388125419617
2.52,0.0,0.0,-0.09817582368850708
2.53,0.0,0.0,-0.09813505411148071
2.54,0.0,0.0,-0.09792318940162659
2.55,0.0,0.0,-0.09797602891921997
2.56,0.0,0.0,-0.09775879979133606
2.57,0.0,0.0,-0.09732216596603394
2.58,0.0,0.0,-0.09691989421844482
2.59,0.0,0.0,-0.09646126627922058
2.6,0.0,0.0,-0.09578624367713928
2.61,0.0,0.0,-0.09536775946617126
2.62,0.0,0.0,-0.0949450135231018
2.63,0.0,0.0,-0.0944204032421112
2.64,0.0,0.0,-0.09412482380867004
2.65,0.0,0.0,-0.09389546513557434
2.66,0.0,0.0,-0.09345895051956177
2.67,0.0,0.0,-0.09324881434440613
2.68,0.0,0.0,-0.09309563040733337
2.69,0.0,0.0,-0.09270486235618591
2.7,0.0,0.0,-0.09234875440597534
2.71,0.0,0.0,-0.09189224243164062
2.72,0.0,0.0,-0.09096479415893555
2.73,0.0,0.0,-0.09012261033058167
2.74,0.0,0.0,-0.08925396203994751
2.75,0.0,0.0,-0.08824419975280762
2.76,0.0,0.0,-0.08747720718383789
2.77,0.0,0.0,-0.08679145574569702
2.78,0.0,0.0,-0.08600679039955139
2.79,0.0,0.0,-0.08546960353851318
2.8,0.0,0.0,-0.08498507738113403
2.81,0.0,0.0,-0.08466604351997375
2.82,0.0,0.0,-0.08425438404083252
2.83,0.0,0.0,-0.08408927917480469
2.84,0.0,0.0,-0.08354079723358154
2.85,0.0,0.0,-0.08353990316390991
2.86,0.0,0.0,-0.08329606056213379
2.87,0.0,0.0,-0.08282819390296936
2.88,0.0,0.0,-0.0824650228023529
2.89,0.0,0.0,-0.08212530612945557
2.9,0.0,0.0,-0.08173403143882751
2.91,0.0,0.0,-0.08132672309875488
2.92,0.0,0.0,-0.08099183440208435
2.93,0.0,0.0,-0.08042240142822266
2.94,0.0,0.0,-0.08015713095664978
2.95,0.0,0.0,-0.07955619692802429
2.96,0.0,0.0,-0.07896891236305237
2.97,0.0,0.0,-0.07858580350875854
2.98,0.0,0.0,-0.07805180549621582
2.99,0.01107,0.0,-0.07740402221679688
3.0,0.01222,0.0,-0.07705813646316528
3.01,0.01314,0.0,-0.07644820213317871
3.02,0.01452,0.0,-0.07603812217712402
3.03,0.01543,0.0,-0.07574731111526489
3.04,0.01683,0.0,-0.07569843530654907
3.05,0.01777,0.0,-0.07542592287063599
3.06,0.01922,0.0,-0.0756034255027771
3.07,0.02021,0.0,-0.07522258162498474
3.08,0.02178,0.0,-0.07507500052452087
3.09,0.02316,0.0,-0.07509711384773254
3.1,0.02464,0.0,-0.07493388652801514
3.11,0.02624,0.0,-0.0747760534286499
3.12,0.02797,0.0,-0.07488858699798584
3.13,0.02987,0.0,-0.07465255260467529
3.14,0.03196,0.0,-0.07462528347969055
3.15,0.03429,0.0,-0.07469820976257324
3.16,0.03686,0.0,-0.07469356060028076
3.17,0.03972,0.0,-0.07451099157333374
3.18,0.0429,0.0,-0.07457423210144043
3.19,0.04644,0.0,-0.07435363531112671
3.2,0.05036,0.0,-0.07420635223388672
3.21,0.05472,0.0,-0.07388186454772949
3.22,0.05952,0.0,-0.07378286123275757
3.23,0.06483,0.0,-0.07352089881896973
3.24,0.07066,0.0,-0.07337412238121033
3.25,0.07707,0.0,-0.07279184460639954
3.26,0.0826,0.0,-0.07212823629379272
3.27,0.09168,0.0,-0.07085201144218445
3.28,0.09823,0.0,-0.06987518072128296
3.29,0.1089,0.0,-0.0680314302444458
3.3,0.11655,0.0,-0.06696492433547974
3.31,0.12893,0.0,-0.06577876210212708
3.32,0.13775,0.0,-0.0651891827583313
3.33,0.15193,0.0,-0.06411898136138916
3.34,0.16456,0.0,-0.06273102760314941
3.35,0.178,0.0,-0.06189751625061035
3.36,0.1922,0.0,-0.0613398551940918
3.37,0.20721,0.0,-0.05907389521598816
3.38,0.22298,0.0,-0.056199073791503906
3.39,0.23955,0.0,-0.045722901821136475
3.4,0.25686,0.0,-0.03819149732589722
3.41,0.27497,0.0,-0.02213534712791443
3.42,0.29377,0.0,-0.005240797996520996
3.43,0.31334,0.0,0.012917697429656982
3.44,0.33356,0.0,0.031207934021949768
3.45,0.35451,0.0,0.052083373069763184
3.46,0.37605,0.0,0.07114146649837494
3.47,0.39826,0.0,0.08920404314994812
3.48,0.42101,0.0,0.11043231189250946
3.49,0.44436,0.0,0.13321056962013245
3.5,0.46816,0.0,0.15726763010025024
3.51,0.48755,0.0,0.18313182890415192
3.52,0.51722,0.0,0.21096615493297577
3.53,0.53729,0.0,0.2423001229763031
3.54,0.56788,0.0,0.271503210067749
3.55,0.5885,0.0,0.30207329988479614
3.56,0.61982,0.0,0.3306054472923279
3.57,0.64086,0.0,0.359279990196228
3.58,0.67273,0.0,0.38835465908050537
3.59,0.69948,0.0,0.4153940677642822
3.6,0.72631,0.0,0.4442104995250702
3.61,0.75329,0.0,0.4742572009563446
3.62,0.78029,0.0,0.5018324255943298
3.63,0.80737,0.0,0.5314279794692993
3.64,0.83441,0.00135,0.5601497292518616
3.65,0.86149,0.00204,0.587651789188385
3.66,0.88846,0.00277,0.6156595349311829
3.67,0.91543,0.00353,0.6438438892364502
3.68,0.94227,0.00432,0.6711464524269104
3.69,0.96907,0.00514,0.6974661946296692
3.7,0.99571,0.00599,0.7243927717208862
3.71,1.02228,0.00686,0.7507784366607666
3.72,1.04867,0.00775,0.7775009870529175
3.73,1.07499,0.00866,0.8050997257232666
3.74,1.10113,0.00958,0.8322076201438904
3.75,1.12719,0.01052,0.8616060018539429
3.76,1.14788,0.01128,0.8895177245140076
3.77,1.17887,0.01243,0.9172183871269226
3.78,1.19937,0.01319,0.9446816444396973
3.79,1.2301,0.01434,0.9735614061355591
3.8,1.25043,0.0151,1.0000200271606445
3.81,1.28094,0.01623,1.0264270305633545
3.82,1.30115,0.01697,1.0536785125732422
3.83,1.33151,0.01807,1.0802425146102905
3.84,1.3567,0.01897,1.1079902648925781
3.85,1.38192,0.01984,1.1356900930404663
3.86,1.40708,0.02068,1.162800908088684
3.87,1.43231,0.0215,1.189984679222107
3.88,1.45752,0.02228,1.2165244817733765
3.89,1.48283,0.02304,1.243011236190796
3.9,1.50814,0.02375,1.2707371711730957
3.91,1.5336,0.02443,1.2992470264434814
3.92,1.5591,0.02507,1.325260043144226
3.93,1.58477,0.02567,1.3526408672332764
3.94,1.61052,0.02623,1.3790918588638306
3.95,1.63646,0.02676,1.4063420295715332
3.96,1.66252,0.02724,1.435434103012085
3.97,1.68879,0.02769,1.4635272026062012
3.98,1.7152,0.0281,1.4923862218856812
3.99,1.74185,0.02848,1.521986484527588
4.0,1.76864,0.02883,1.5521219968795776
4.01,1.7957,0.02915,1.5822527408599854
4.02,1.81743,0.02939,1.613358736038208
4.03,1.84485,0.02968,1.6452000141143799
4.04,1.87807,0.03,1.6765466928482056
4.05,1.906,0.03025,1.7083284854888916
4.06,1.92844,0.03044,1.7398388385772705
4.07,1.95674,0.03069,1.7724847793579102
4.08,1.99102,0.03098,1.8055006265640259
4.09,2.01984,0.03124,1.8371174335479736
4.1,2.04881,0.03151,1.870615005493164
4.11,2.07805,0.03179,1.9048582315444946
4.12,2.10742,0.0321,1.9394476413726807
4.13,2.13705,0.03243,1.9735445976257324
4.14,2.16679,0.0328,2.007674217224121
4.15,2.19678,0.03319,2.0439510345458984
4.16,2.22686,0.03363,2.0782556533813477
4.17,2.25716,0.0341,2.1138157844543457
4.18,2.28753,0.03462,2.1483211517333984
4.19,2.3181,0.03518,2.1834607124328613
4.2,2.34872,0.03579,2.216932773590088
4.21,2.37951,0.03644,2.2522974014282227
4.22,2.41032,0.03714,2.287342071533203
4.23,2.44128,0.03788,2.3219799995422363
4.24,2.47222,0.03866,2.3577041625976562
4.25,2.5033,0.03948,2.3937196731567383
4.26,2.53434,0.04034,2.429738998413086
4.27,2.55919,0.04106,2.466506004333496
4.28,2.59654,0.04216,2.5008978843688965
4.29,2.62767,0.04311,2.535649299621582
4.3,2.65872,0.04408,2.570056915283203
4.31,2.68355,0.04486,2.6054611206054688
4.32,2.72078,0.04604,2.6391563415527344
4.33,2.75177,0.04703,2.674438953399658
4.34,2.78262,0.04801,2.7083773612976074
4.35,2.80725,0.04878,2.740743637084961
4.36,2.84414,0.04991,2.7756638526916504
4.37,2.87479,0.05082,2.8093700408935547
4.38,2.90526,0.05169,2.844454288482666
4.39,2.93568,0.05251,2.8771400451660156
4.4,2.96589,0.05327,2.9099488258361816
4.41,2.99603,0.05397,2.942976474761963
4.42,3.02596,0.0546,2.9756855964660645
4.43,3.05581,0.05515,3.007504463195801
4.44,3.08544,0.05562,3.0397443771362305
4.45,3.11496,0.05599,3.072296142578125
4.46,3.14427,0.05626,3.103609085083008
4.47,3.17345,0.05643,3.1346826553344727
4.48,3.20241,0.05648,3.165658473968506
4.49,3.23125,0.05643,3.1960787773132324
4.5,3.25986,0.05625,3.225879669189453
4.51,3.28836,0.05596,3.2573328018188477
4.52,3.31096,0.05563,3.2868833541870117
4.53,3.34478,0.055,3.3158392906188965
4.54,3.37271,0.05434,3.3461313247680664
4.55,3.40054,0.05355,3.3741893768310547
4.56,3.42261,0.05284,3.4022278785705566
4.57,3.45567,0.05162,3.43168306350708
4.58,3.48298,0.05049,3.459409713745117
4.59,3.51022,0.04924,3.4895596504211426
4.6,3.53182,0.04817,3.5170702934265137
4.61,3.56422,0.04645,3.5466933250427246
4.62,3.59102,0.04491,3.574103832244873
4.63,3.61776,0.04329,3.601550579071045
4.64,3.64434,0.0416,3.6282520294189453
4.65,3.67089,0.03984,3.6549582481384277
4.66,3.69729,0.03803,3.6834897994995117
4.67,3.72366,0.03617,3.7107386589050293
4.68,3.7499,0.03429,3.7392282485961914
4.69,3.77612,0.03237,3.7672104835510254
4.7,3.80223,0.03045,3.7942066192626953
4.71,3.82833,0.02853,3.8215227127075195
4.72,3.85432,0.02661,3.8490991592407227
4.73,3.88031,0.02472,3.8763632774353027
4.74,3.9062,0.02285,3.904353618621826
4.75,3.9321,0.02103,3.9304704666137695
