time,veh_u,veh_v,model_LSTM_lon_2139.pt
0.0,0.0,0.01722,0.024349452927708626
0.01,0.0,0.01565,0.024349452927708626
0.02,0.0,0.01409,0.024349452927708626
0.03,0.0,0.01256,0.024349452927708626
0.04,0.0,0.01105,0.024349452927708626
0.05,0.0,0.00957,0.024349452927708626
0.06,0.0,0.00815,0.024349452927708626
0.07,0.0,0.00677,0.024349452927708626
0.08,0.0,0.00546,0.024349452927708626
0.09,0.0,0.00421,0.024349452927708626
0.1,0.0,0.00303,0.024349452927708626
0.11,0.0,0.00192,0.024349452927708626
0.12,0.0,0.0,0.024349452927708626
0.13,0.0,0.0,0.024349452927708626
0.14,0.0,0.0,0.024349452927708626
0.15,0.0,0.0,0.024349452927708626
0.16,0.0,0.0,0.024349452927708626
0.17,0.0,0.0,0.024349452927708626
0.18,0.0,0.0,0.024349452927708626
0.19,0.0,0.0,0.024349452927708626
0.2,0.0,0.0,0.024349452927708626
0.21,0.0,0.0,0.024349452927708626
0.22,0.0,0.0,0.024349452927708626
0.23,0.0,0.0,0.024349452927708626
0.24,0.0,0.0,0.024349452927708626
0.25,0.0,0.0,0.024349452927708626
0.26,0.0,0.0,0.024349452927708626
0.27,0.0,0.0,0.024349452927708626
0.28,0.0,0.0,0.024349452927708626
0.29,0.0,0.0,0.024349452927708626
0.3,0.0,0.0,0.024349452927708626
0.31,0.0,0.0,0.024349452927708626
0.32,0.01094,0.0,0.024349452927708626
0.33,0.01192,0.0,0.024349452927708626
0.34,0.01278,0.0,0.024349452927708626
0.35,0.01336,0.0,0.024349452927708626
0.36,0.01405,0.0,0.024349452927708626
0.37,0.01444,0.0,0.024349452927708626
0.38,0.01468,0.0,0.024349452927708626
0.39,0.01474,0.0,0.024349452927708626
0.4,0.01463,0.0,0.024349452927708626
0.41,0.01441,0.0,0.024349452927708626
0.42,0.01389,0.0,0.024349452927708626
0.43,0.01326,0.0,0.024349452927708626
0.44,0.01248,0.0,0.024349452927708626
0.45,0.01153,0.0,0.024349452927708626
0.46,0.01044,0.0,0.024349452927708626
0.47,0.0,0.0,0.024349452927708626
0.48,0.0,0.0,0.024349452927708626
0.49,0.0,0.0,0.024349452927708626
0.5,0.0,0.0,0.023530395701527596
0.51,0.0,0.0,0.022745748981833458
0.52,0.0,0.0,0.021945351734757423
0.53,0.0,0.0,0.02115374617278576
0.54,0.0,0.0,0.02039012871682644
0.55,0.0,0.0,0.01970588229596615
0.56,0.0,0.0,0.01910477690398693
0.57,0.0,0.0,0.018538406118750572
0.58,0.0,0.0,0.017993198707699776
0.59,0.0,0.0,0.017493700608611107
0.6,0.0,0.0,0.017086181789636612
0.61,0.0,0.0,0.016784699633717537
0.62,0.0,0.0,0.01655593328177929
0.63,0.0,0.0,0.01638539507985115
0.64,0.0,0.0,0.01624486781656742
0.65,0.0,0.0,0.01620272547006607
0.66,0.0,0.0,0.01627104915678501
0.67,0.0,0.0,0.016446851193904877
0.68,0.0,0.0,0.016661986708641052
0.69,0.0,0.0,0.01692216470837593
0.7,0.0,0.0,0.017213912680745125
0.71,0.0,0.0,0.017540343105793
0.72,0.0,0.0,0.01792902499437332
0.73,0.0,0.0,0.018354671075940132
0.74,0.0,0.0,0.018770063295960426
0.75,0.0,0.0,0.019169282168149948
0.76,0.0,0.0,0.019604742527008057
0.77,0.0,0.0,0.020089706405997276
0.78,0.0,0.0,0.0206135306507349
0.79,0.0,0.0,0.02107737399637699
0.8,0.0,0.0,0.021524719893932343
0.81,0.0,0.0,0.021974733099341393
0.82,0.0,0.0,0.022442003712058067
0.83,0.0,0.0,0.022895094007253647
