ID;model_type;sequence_length;kernel_size;dilation_schedule;num_residual_blocks;channels_per_layer;convolutions_per_block;dropout;input_dim;head_pooling;use_weight_norm;activation;norm_in_block;output_clamp_min;optimizer;learning_rate;weight_decay;loss;grad_clip;batch_size;seed
332;TCN;50;3;1,2,4,8;4;64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
333;TCN;50;3;1,2,4,8;5;64,64,64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
334;TCN;50;3;1,2,4,8;5;64,64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
335;TCN;50;4;1,2,4,8,16;3;64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
336;TCN;50;4;1,2,4,8,16;3;64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
337;TCN;50;4;1,2,4,8,16;4;64,64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
338;TCN;50;4;1,2,4,8,16;4;64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
339;TCN;50;4;1,2,4,8,16;5;64,64,64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
340;TCN;50;4;1,2,4,8,16;5;64,64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
341;TCN;50;5;1,2,4,8,16,32;3;64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
342;TCN;50;5;1,2,4,8,16,32;3;64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
343;TCN;50;5;1,2,4,8,16,32;4;64,64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
344;TCN;50;5;1,2,4,8,16,32;4;64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
345;TCN;50;5;1,2,4,8,16,32;5;64,64,64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
346;TCN;50;5;1,2,4,8,16,32;5;64,64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
347;TCN;60;3;1,2,4,8;3;64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
348;TCN;60;3;1,2,4,8;3;64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
349;TCN;60;3;1,2,4,8;4;64,64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
350;TCN;60;3;1,2,4,8;4;64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
351;TCN;60;3;1,2,4,8;5;64,64,64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
352;TCN;60;3;1,2,4,8;5;64,64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
353;TCN;60;4;1,2,4,8,16;3;64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
354;TCN;60;4;1,2,4,8,16;3;64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
355;TCN;60;4;1,2,4,8,16;4;64,64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
356;TCN;60;4;1,2,4,8,16;4;64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
357;TCN;60;4;1,2,4,8,16;5;64,64,64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
358;TCN;60;4;1,2,4,8,16;5;64,64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
359;TCN;60;5;1,2,4,8,16,32;3;64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
360;TCN;60;5;1,2,4,8,16,32;3;64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
361;TCN;60;5;1,2,4,8,16,32;4;64,64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
362;TCN;60;5;1,2,4,8,16,32;4;64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
363;TCN;60;5;1,2,4,8,16,32;5;64,64,64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
364;TCN;60;5;1,2,4,8,16,32;5;64,64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
365;TCN;70;3;1,2,4,8;3;64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
366;TCN;70;3;1,2,4,8;4;64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
367;TCN;70;3;1,2,4,8;5;64,64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
368;TCN;70;4;1,2,4,8,16;3;64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
369;TCN;70;4;1,2,4,8,16;3;64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
370;TCN;70;4;1,2,4,8,16;4;64,64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
371;TCN;70;4;1,2,4,8,16;4;64,64,64,64;3;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
372;TCN;70;4;1,2,4,8,16;5;64,64,64,64,64;2;0.1;1;last;TRUE;relu;none;;adamw;0.001;0.01;mse;1;128;42
