time,veh_u,model_RNN_lon_2020.pt,model_LSTM_lon_2139.pt,model_GRU_lon_2080.pt,model_TCN_lon_129.pt,model_T_lon_1560.pt,best_wheel,model_based,ekf_m_bw,veh_ref,ekf_ai
0.0,0.02213,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.001684,-0.75827209304464,-0.00168399999984681,0,0.0457936028591615
0.01,0.02182,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,0,-0.758268605631879,2.55458414838428e-13,0,0.0384066346602765
0.02,0.02141,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,0,-0.758273642340495,-1.19773846873547e-16,0,0.0269294804463596
0.03,0.02088,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.00167558,-0.758265673480014,-0.00167557999983224,0,0.0176731010503006
0.04,0.02024,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.00167558,-0.758279134939577,-0.0016755799995787,0,0.00454107618903373
0.05,0.01948,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.0016419,-0.758255497465197,-0.00164189999958104,0,0.000726877072723653
0.06,0.01861,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.0016419,-0.758297916024476,-0.00164189999958802,0,-0.00425077817269132
0.07,0.01763,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.0016419,-0.758220685897529,-0.00164189999958459,0,-0.00440018934019747
0.08,0.01655,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.0016419,-0.758361720339416,-0.00164189999959087,0,-0.00780383212790307
0.09,0.01536,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.00163348,-0.758100374012798,-0.00163347999958015,0,-0.008052477387452
0.1,0.01408,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,0,-0.758583494240088,2.33952614225874e-13,0,-0.00871184527963195
0.11,0.01272,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.00163348,-0.757640185735257,-0.00163347999981069,0,-0.00812422528072054
0.12,0.01128,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.00166716,-0.759530268568367,-0.00166715999963449,0,-0.00855014147071204
0.13,0.00174,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.00166716,-0.755457183194523,-0.00166715999947779,0,-0.00871453981680584
0.14,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,0,-0.546822920862344,3.77655805933186e-14,0,-0.00958040294373964
0.15,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,0,-0.48811370804437,4.18176777927659e-13,0,-0.0097897836222684
0.16,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,0,-0.489667487339309,-6.36658260833034e-13,0,-0.0090284345105344
0.17,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,0,-0.493080841852092,7.10296405026511e-13,0,-0.00941477493849797
0.18,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,0,-0.489157957490364,-7.95407142928362e-13,0,-0.0100124179964248
0.19,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.00166716,-0.493140399288545,-0.00166715999907587,0,-0.00987260215343066
0.2,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.00166716,-0.489151355551518,-0.00166716000039057,0,-0.00863709435277618
0.21,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.00166716,-0.493141417459751,-0.00166715999881963,0,-0.00902764572652676
0.22,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.00166716,-0.489151184683894,-0.00166716000039157,0,-0.00969498976433065
0.23,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.00167558,-0.493141464841012,-0.00167557999881856,0,-0.0101763933803539
0.24,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.00167558,-0.48915117295203,-0.00167558000038952,0,-0.00986363691147825
0.25,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,0,-0.493141468998983,1.01517232120596e-12,0,-0.0107735637876105
0.26,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,0,-0.489151171832031,-8.11184452942371e-13,0,-0.0113828158504828
0.27,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.00167558,-0.493141469410602,-0.00167557999907131,0,-0.0113200204732918
0.28,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,0,-0.489151171720009,-5.57077821372598e-13,0,-0.0127553695990027
0.29,0.0,0.026798561215400696,0.017568951472640038,-0.0007781349122524261,-0.010057255625724792,-0.0890423059463501,-0.00170084,-0.493141469451943,-0.00170083999906884,0,-0.0125247464962014
