time,veh_u,model_RNN_lon_2020.pt,model_LSTM_lon_2139.pt,model_GRU_lon_2080.pt,model_TCN_lon_129.pt,model_T_lon_1560.pt,best_wheel,model_based,ekf_m_bw,veh_ref,ekf_ai
0.0,0.0,0.030043423175811768,0.024349452927708626,0.015690425410866737,-0.0037705302238464355,-0.08789867162704468,0,-0.758278145695364,-1.51655489381841e-14,0,0.0363380165726126
0.01,0.0,0.030043423175811768,0.024349452927708626,0.015690425410866737,-0.0037705302238464355,-0.08789867162704468,0,-0.758278145695364,1.74604902612873e-20,0,0.0313834392648648
0.02,0.0,0.030043423175811768,0.024349452927708626,0.015690425410866737,-0.0037705302238464355,-0.08789867162704468,0.00163348,-0.758278145695364,0.00163347999983665,0,0.0227076608230841
0.03,0.0,0.030043423175811768,0.024349452927708626,0.015690425410866737,-0.0037705302238464355,-0.08789867162704468,0,-0.758278145695364,-2.4772631862513e-13,0,0.0145313983905475
0.04,0.0,0.030043423175811768,0.024349452927708626,0.015690425410866737,-0.0037705302238464355,-0.08789867162704468,0,-0.758278145695364,1.14878223085905e-19,0,0.0034757983473929
0.05,0.0,0.030043423175811768,0.024349452927708626,0.015690425410866737,-0.0037705302238464355,-0.08789867162704468,0,-0.758278145695364,2.51924472997925e-19,0,0.000356275193757567
0.06,0.0,0.030043423175811768,0.024349452927708626,0.015690425410866737,-0.0037705302238464355,-0.08789867162704468,0,-0.758278145695364,6.21034796195625e-19,0,-0.00448592531979127
0.07,0.0,0.030043423175811768,0.024349452927708626,0.015690425410866737,-0.0037705302238464355,-0.08789867162704468,0,-0.758278145695364,1.70985180931856e-18,0,-0.00529408278844009
0.08,0.0,0.030043423175811768,0.024349452927708626,0.015690425410866737,-0.0037705302238464355,-0.08789867162704468,0,-0.758278145695364,5.12285526499401e-18,0,-0.00970336944459214
0.09,0.0,0.030043423175811768,0.024349452927708626,0.015690425410866737,-0.0037705302238464355,-0.08789867162704468,0,-0.758278145695364,1.62005639074226e-17,0,-0.0101554141871488
0.1,0.0,0.030043423175811768,0.024349452927708626,0.015690425410866737,-0.0037705302238464355,-0.08789867162704468,0.00167558,-0.758278145695364,0.00167557999983249,0,-0.0104908738155916
0.11,0.0,0.030043423175811768,0.024349452927708626,0.015690425410866737,-0.0037705302238464355,-0.08789867162704468,-0.00167558,-0.758278145695364,-0.00167558000008638,0,-0.0107976060522571
0.12,0.0,0.030043423175811768,0.024349452927708626,0.015690425410866737,-0.0037705302238464355,-0.08789867162704468,0,-0.758278145695364,2.54660875720347e-13,0,-0.0144753052800592
0.13,0.0,0.030043423175811768,0.024349452927708626,0.015690425410866737,-0.0037705302238464355,-0.08789867162704468,0,-0.758278145695364,1.54421221361216e-15,0,-0.0145485623886062
