time,veh_u,model_RNN_lon_2020.pt,model_LSTM_lon_2139.pt,model_GRU_lon_2080.pt,model_TCN_lon_129.pt,model_T_lon_1560.pt,best_wheel,model_based,ekf_m_bw,veh_ref,ekf_ai
0.0,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.758274646414449,-1.52018968160167e-14,0,0.113943797590016
0.01,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.75827261687669,5.50976932738793e-17,0,0.101182442189662
0.02,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.758275530115581,-9.02850300895991e-17,0,0.0750232875885752
0.03,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.758270920533347,1.5610139591539e-16,0,0.0537927333884377
0.04,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.758278703614147,-2.77700175273796e-16,0,0.0234156554793614
0.05,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.758265006417786,5.0291988320161e-16,0,0.0131573229163926
0.06,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.758289598554725,-9.16560799696722e-16,0,0.00115053886409357
0.07,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.758244791039304,1.682529305767e-15,0,-0.000379190948721429
0.08,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.758326587991227,-3.08255618296574e-15,0,-0.0110544433698939
0.09,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.758175374215451,5.6994339803218e-15,0,-0.0117302167051456
0.1,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.758453376528636,-1.0443780714374e-14,0,-0.0120061135904726
0.11,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.757920060754087,1.97484986263347e-14,0,-0.0119921020388465
0.12,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.758955335555228,-3.69997001786748e-14,0,-0.0172233485346897
0.13,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.756719095969759,7.82291982928673e-14,0,-0.0167789357592221
0.14,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.663243155723351,-1.6241934013006e-13,0,-0.0167132537695243
0.15,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.487562611905315,3.1745266138028e-13,0,-0.0161871333983524
0.16,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.490178957097882,-4.88715838631304e-13,0,-0.0166254171005865
0.17,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.492586268231508,5.36844006748805e-13,0,-0.0160181386768985
0.18,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.489627275245634,-6.13059082665846e-13,0,-0.0154406423357023
0.19,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.492660374362691,5.72546350607883e-13,0,-0.0149652697190225
0.2,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.489616234913084,-6.24608004207161e-13,0,-0.0136234639463226
0.21,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.492662953764006,5.75179660844416e-13,0,-0.0124698306608083
0.22,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.489615615905553,-6.25395568665255e-13,0,-0.0121311349426967
0.23,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.492663159252469,5.75358337362442e-13,0,-0.0113460997802515
0.24,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.489615559067015,-6.25448477731272e-13,0,-0.0112133217378822
0.25,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,-0.00170084,-0.492663179331266,-0.00170083999925454,0,-0.00996396652400892
0.26,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,-0.00170084,-0.489615553407818,-0.00170084000019743,0,-0.00959170203263492
0.27,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,-0.00170084,-0.492663181345134,-0.00170083999899665,0,-0.00914230173523812
0.28,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,-0.00170084,-0.489615552839008,-0.00170084000019743,0,-0.00891679697813618
0.29,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,-0.00167558,-0.492663181547714,-0.00167557999899918,0,-0.0088298387159266
0.3,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,-0.00170084,-0.489615552781776,-0.00170084000020126,0,-0.00883184172299052
0.31,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.492663181568098,8.33258809174175e-13,0,-0.00962698401206328
0.32,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.489615519778347,-6.24285345640629e-13,0,-0.00983187506108543
0.33,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.492660500394059,5.74200409442227e-13,0,-0.00988577498331183
0.34,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,-0.00167558,-0.489618448342145,-0.00167558000045673,0,-0.00935769848149979
0.35,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.492660182213175,8.28309643097214e-13,0,-0.0105536948552729
0.36,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.489618479221402,-6.24295753981485e-13,0,-0.0106004235230337
0.37,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.492660179247427,5.74213419868297e-13,0,-0.0109257002735618
0.38,0.0,0.014630958437919617,-0.05780811607837677,-0.036532629281282425,-0.01370963454246521,-0.10050001740455627,0,-0.489618479405321,-6.24286213002367e-13,0,-0.0112053086947287
