time,veh_u,veh_v,model_RNN_lon_2020.pt
0.0,0.02873,0.0,0.030377447605133057
0.01,0.02754,0.0,0.030377447605133057
0.02,0.02624,0.0,0.030377447605133057
0.03,0.02485,0.0,0.030377447605133057
0.04,0.02337,0.0,0.030377447605133057
0.05,0.0218,0.0,0.030377447605133057
0.06,0.02015,0.0,0.030377447605133057
0.07,0.01842,0.0,0.030377447605133057
0.08,0.01664,0.0,0.030377447605133057
0.09,0.0148,0.0,0.030377447605133057
0.1,0.01292,0.0,0.030377447605133057
0.11,0.01101,0.0,0.030377447605133057
0.12,0.0,0.0,0.030377447605133057
0.13,0.0,0.0,0.030377447605133057
0.14,0.0,0.0,0.030377447605133057
0.15,0.0,0.0,0.030377447605133057
0.16,0.0,0.0,0.030377447605133057
0.17,0.0,0.0,0.030377447605133057
0.18,0.0,0.0,0.030377447605133057
0.19,0.0,0.0,0.030377447605133057
0.2,0.0,0.0,0.030377447605133057
0.21,0.0,0.0,0.030377447605133057
0.22,0.0,0.0,0.030377447605133057
0.23,0.0,0.0,0.030377447605133057
0.24,0.0,0.0,0.030377447605133057
0.25,0.0,0.0,0.030377447605133057
0.26,0.0,0.00114,0.030377447605133057
0.27,0.0,0.00124,0.030377447605133057
0.28,0.0,0.00128,0.030377447605133057
0.29,0.0,0.00127,0.030377447605133057
0.3,0.0,0.00121,0.030377447605133057
0.31,0.0,0.00112,0.030377447605133057
0.32,0.0,0.0,0.030377447605133057
0.33,0.0,0.0,0.030377447605133057
0.34,0.0,0.0,0.030377447605133057
0.35,0.0,0.0,0.030377447605133057
0.36,0.0,0.0,0.030377447605133057
0.37,0.0,0.0,0.030377447605133057
0.38,0.0,0.0,0.030377447605133057
0.39,0.0,0.0,0.030377447605133057
0.4,0.0,0.0,0.030667856335639954
0.41,0.0,0.0,0.030810654163360596
0.42,0.0,0.0,0.030879929661750793
0.43,0.0,0.0,0.030838683247566223
0.44,0.0,0.0,0.030493557453155518
0.45,0.0,0.0,0.030025199055671692
0.46,0.0,0.0,0.0294618159532547
0.47,0.0,0.0,0.028834685683250427
0.48,0.0,0.0,0.028265386819839478
0.49,0.0,0.0,0.027894318103790283
0.5,0.0,0.0,0.027543440461158752
0.51,0.0,0.0,0.02707555890083313
0.52,0.0,0.0,0.026487290859222412
0.53,0.0,0.0,0.025856882333755493
0.54,0.0,0.0,0.02522316575050354
0.55,0.0,0.0,0.024670690298080444
0.56,0.0,0.0,0.024284303188323975
0.57,0.0,0.0,0.02396419644355774
0.58,0.0,0.0,0.02365802228450775
0.59,0.0,0.0,0.02347579598426819
0.6,0.0,0.0,0.023403793573379517
0.61,0.0,0.0,0.023373469710350037
0.62,0.0,0.0,0.02349989116191864
0.63,0.0,0.0,0.023821309208869934
0.64,0.0,0.0,0.024172797799110413
0.65,0.0,0.0,0.02457559108734131
0.66,0.0,0.00118,0.024946793913841248
0.67,0.0,0.00162,0.025211229920387268
0.68,0.0,0.00204,0.025375589728355408
0.69,0.0,0.00237,0.02550831437110901
0.7,0.0,0.00277,0.025556012988090515
0.71,0.0,0.00321,0.025462880730628967
0.72,0.0,0.00354,0.02525906264781952
0.73,0.0,0.00384,0.02500353753566742
0.74,0.0,0.00409,0.024893522262573242
0.75,0.0,0.00429,0.024692922830581665
0.76,0.0,0.00445,0.024657905101776123
0.77,0.0,0.00455,0.024817660450935364
0.78,0.0,0.00459,0.025087416172027588
0.79,0.0,0.00457,0.025469645857810974
0.8,0.0,0.00448,0.02587828040122986
0.81,0.0,0.00433,0.026212945580482483
0.82,0.0,0.00416,0.02647876739501953
0.83,0.0,0.0039,0.026763752102851868
0.84,0.0,0.00349,0.026999101042747498
0.85,0.0,0.00309,0.027203336358070374
0.86,0.0,0.00263,0.02724669873714447
0.87,0.0,0.00211,0.027213409543037415
0.88,0.0,0.00154,0.027121976017951965
0.89,0.0,0.0,0.026850193738937378
0.9,0.0,0.0,0.026533260941505432
0.91,0.0,0.0,0.026280418038368225
0.92,0.0,0.0,0.026106491684913635
0.93,0.0,0.0,0.026087164878845215
0.94,0.0,0.0,0.026166126132011414
0.95,0.0,0.0,0.026218637824058533
0.96,0.0,0.0,0.026334449648857117
0.97,0.0,0.0,0.02636246383190155
0.98,0.0,0.0,0.026401251554489136
0.99,0.0,0.0,0.026415467262268066
1.0,0.0,0.0,0.026500463485717773
1.01,0.0,0.0,0.026571378111839294
1.02,0.0,0.0,0.026468798518180847
1.03,0.0,0.0,0.026340752840042114
1.04,0.0,0.0,0.02629847824573517
1.05,0.0,0.0,0.026281490921974182
1.06,0.0,0.0,0.026244565844535828
1.07,0.0,0.0,0.02635762095451355
1.08,0.0,0.0,0.02638876438140869
1.09,0.0,0.0,0.026427343487739563
1.1,0.0,0.0,0.026354387402534485
1.11,0.0,0.0,0.026302039623260498
1.12,0.0,0.0,0.026294931769371033
1.13,0.0,0.0,0.026144400238990784
1.14,0.0,0.0,0.0260775089263916
1.15,0.0,0.0,0.026048317551612854
1.16,0.0,0.0,0.025936931371688843
1.17,0.0,0.0,0.02584180235862732
1.18,0.0,0.0,0.0257246196269989
1.19,0.0,0.0,0.025547996163368225
1.2,0.0,0.0,0.02530895173549652
1.21,0.0,0.0,0.025129973888397217
1.22,0.0,0.0,0.025020092725753784
1.23,0.0,0.0,0.024978801608085632
1.24,0.0,0.0,0.024845585227012634
1.25,0.0,0.0,0.024662137031555176
1.26,0.0,0.0,0.024290546774864197
1.27,0.0,0.00168,0.02385374903678894
1.28,0.0,0.00234,0.023677140474319458
1.29,0.0,0.00296,0.023670390248298645
1.3,0.0,0.00353,0.023710280656814575
1.31,0.0,0.00404,0.023793518543243408
1.32,0.0,0.00449,0.023789525032043457
1.33,0.0,0.00488,0.02377144992351532
1.34,0.0,0.0052,0.02396710216999054
1.35,0.0,0.00545,0.02433978021144867
1.36,0.0,0.00563,0.024819329380989075
1.37,0.0,0.00574,0.02524454891681671
1.38,0.0,0.00578,0.02564491331577301
1.39,0.0,0.00577,0.025965973734855652
1.4,0.0,0.0057,0.026297524571418762
1.41,0.0,0.00553,0.026579976081848145
1.42,0.0,0.00532,0.026808321475982666
1.43,0.0,0.00506,0.027063995599746704
1.44,0.0,0.00476,0.027305766940116882
1.45,0.0,0.00441,0.027548715472221375
1.46,0.0,0.00403,0.027716100215911865
1.47,0.0,0.00361,0.02771306037902832
1.48,0.0,0.00318,0.027722403407096863
1.49,0.0,0.00272,0.027872487902641296
1.5,0.0,0.00225,0.028104424476623535
1.51,0.0,0.00178,0.028641611337661743
1.52,0.0,0.0013,0.029594674706459045
1.53,0.0,0.0,0.031003937125205994
1.54,0.0,0.0,0.032939329743385315
1.55,0.0,0.0,0.035363852977752686
1.56,0.0,0.0,0.03829576075077057
1.57,0.0,0.0,0.041561514139175415
1.58,0.0,0.0,0.044988423585891724
1.59,0.0,0.0,0.04828937351703644
1.6,0.0,0.0,0.051304563879966736
1.61,0.0,0.0,0.05391623079776764
1.62,0.0,0.0,0.056046903133392334
1.63,0.0,0.0,0.057668477296829224
1.64,0.0,0.0,0.05854786932468414
1.65,0.0,0.0,0.058833032846450806
1.66,0.0,0.0,0.05859290063381195
1.67,0.0,0.0,0.057876959443092346
1.68,0.0,0.0,0.056709542870521545
1.69,0.0,0.0,0.0556749552488327
1.7,0.0,0.0,0.05478121340274811
1.71,0.0,0.0,0.053423479199409485
1.72,0.0,0.0,0.05216434597969055
1.73,0.0,0.0,0.05118788778781891
1.74,0.0,0.0,0.05029745399951935
1.75,0.0,0.0,0.04949052631855011
1.76,0.0,0.0,0.049093037843704224
1.77,0.0,0.0,0.04876226186752319
1.78,0.0,0.0,0.049139365553855896
1.79,0.0,0.0,0.049544334411621094
1.8,0.0,0.0,0.04992440342903137
1.81,0.0,0.0,0.05065847933292389
1.82,0.0,0.0,0.05136692523956299
