Time,imu_COG_acc_x,imu_COG_acc_y,imu_COG_acc_z,imu_COG_gyro_roll_rate,imu_COG_gyro_pitch_rate,imu_COG_gyro_yaw_rate,wheel_speed_FL,wheel_speed_FR,wheel_speed_RL,wheel_speed_RR,drive_torque_FL,drive_torque_FR,drive_torque_RL,drive_torque_RR,brake_pressure_FL,brake_pressure_FR,brake_pressure_RL,brake_pressure_RR,rwa_FM,rwa_RM,veh_u,veh_v
0,0.0128843250396192,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.121918028710966,0.123335900892669,0.113422636401888,0.116204386964036,0,0,0,0.00508
0.01,0.015094191088748,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.121918028710966,0.123335900892669,0.113422636401888,0.116204386964036,0,0,0,0.00425
0.02,0.0172834392188433,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122220524546657,0.123641914669348,0.113992582257032,0.116788311044808,0,0,0,0.00342
0.03,0.0194792475959038,0,0,0,0,0.00161341066948476,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122523065761261,0.123947974352685,0.113992582257032,0.116788311044808,0,0,0,0.00258
0.04,0.023531605864111,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122371817843415,0.123794967464345,0.113992582257032,0.116788311044808,0,0,0,0.00174
0.05,0.0264668477919614,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122220524546657,0.123641914669348,0.11370760932946,0.116496349004422,0,0,0,0
0.06,0.0279241597963699,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122220524546657,0.123641914669348,0.11370760932946,0.116496349004422,0,0,0,0
0.07,0.0279175995494048,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122220524546657,0.123641914669348,0.11370760932946,0.116496349004422,0,0,0,0
0.08,0.0301143451046031,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122069276628811,0.123488907781009,0.113422636401888,0.116204386964036,0,0,0,0
0.09,0.0312052204570993,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122069276628811,0.123488907781009,0.113422636401888,0.116204386964036,0,0,0,0
0.1,0.0326437888987501,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.121918028710966,0.123335900892669,0.113422636401888,0.116204386964036,0,0,0,0
0.11,0.0344740978020361,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.121918028710966,0.123335900892669,0.113422636401888,0.116204386964036,0,0,0,0
0.12,0.0351797929398622,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.121918028710966,0.123335900892669,0.113422636401888,0.116204386964036,0,0,0,0
0.13,0.0348067960409847,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.121918028710966,0.123335900892669,0.113422636401888,0.116204386964036,0,0,0,0
0.14,0.0340551791744023,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.121918028710966,0.123335900892669,0.113422636401888,0.116204386964036,0,0,0,0
0.15,0.0333363635426458,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.121918028710966,0.123335900892669,0.113422636401888,0.116204386964036,0,0,0,0
0.16,0.0340223779395764,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.121918028710966,0.123335900892669,0.113422636401888,0.116204386964036,0,0,0,0
0.17,0.0339905138828883,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122069276628811,0.123488907781009,0.11370760932946,0.116496349004422,0,0,0,0
0.18,0.033624077230976,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122371817843415,0.123794967464345,0.113992582257032,0.116788311044808,0,0,0,0
0.19,0.0328724603643936,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122523065761261,0.123947974352685,0.113992582257032,0.116788311044808,0,0,0,0
0.2,0.0313954676190896,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122523065761261,0.123947974352685,0.113992582257032,0.116788311044808,0,0,0,0
0.21,0.0280750454765691,0,0,0,0,0.00162147772283218,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122523065761261,0.123947974352685,0.113992582257032,0.116788311044808,0,0,0,0
0.22,0.0262447365732831,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122523065761261,0.123947974352685,0.113992582257032,0.116788311044808,0,0,0,0
0.23,0.0262184955854224,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122674313679106,0.124100981241025,0.114277555184604,0.117080273085194,0,0,0,0
0.24,0.0258267551237872,0,0,0,0,0.00161341066948476,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.122825606975864,0.124254034036022,0.114277555184604,0.117080273085194,0,0,0,0
0.25,0.0236300095685888,0,0,0,0,0.00161341066948476,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.12297685489371,0.124407040924362,0.114277555184604,0.117080273085194,0,0,0,0
0.26,0.0225128932282319,0,0,0,0,0.00161341066948476,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.123128102811555,0.124560047812702,0.114562528112176,0.11737223512558,0,0,0,0
0.27,0.0203030271791032,0,0,0,0,0.00161341066948476,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.123884433158608,0.125325174067715,0.115417501041372,0.118248176721189,0,0,0,0
0.28,0.0173621621824255,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.124338222291057,0.125784240639392,0.115702473968944,0.118540138761575,0,0,0,0
0.29,0.0155384135261046,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.124943259341351,0.126396314099408,0.116272419824088,0.119124062842347,0,0,0,0
0.3,0.0155252930321743,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.125397048473801,0.126855380671085,0.116842419825712,0.11970804239757,0,0,0,0
0.31,0.0151597935583998,0,0,0,0,0.00160534361613733,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.126002130903008,0.127467500037758,0.117412365680856,0.120291966478342,0,0,0,0
0.32,0.0133229244081486,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.126607167953303,0.128079573497775,0.117982311536,0.120875890559114,0,0,0,0
0.33,0.0125844280354966,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.126909709167906,0.128385633181111,0.117982311536,0.120875890559114,0,0,0,0
0.34,0.0111327390999154,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.127363498300355,0.128844699752788,0.118552311537624,0.121459870114337,0,0,0,0
0.35,0.0100484239943844,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.127817287432805,0.129303766324465,0.118837284465196,0.121751832154723,0,0,0,0
0.36,0.00932211093752489,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.128271076565254,0.129762832896141,0.11940723032034,0.122335756235495,0,0,0,0
0.37,0.00858361456487288,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.128573572400944,0.130068846672821,0.119692203247912,0.122627718275881,0,0,0,0
0.38,0.0100934085450028,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.129027361533393,0.130527913244498,0.120262203249536,0.123211697831104,0,0,0,0
0.39,0.0104664054438804,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.129632443962601,0.131140032611171,0.120547176177108,0.12350365987149,0,0,0,0
0.4,0.00938115316021154,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.13008623309505,0.131599099182848,0.121117122032252,0.124087583952262,0,0,0,0
