Time,imu_COG_acc_x,imu_COG_acc_y,imu_COG_acc_z,imu_COG_gyro_roll_rate,imu_COG_gyro_pitch_rate,imu_COG_gyro_yaw_rate,wheel_speed_FL,wheel_speed_FR,wheel_speed_RL,wheel_speed_RR,drive_torque_FL,drive_torque_FR,drive_torque_RL,drive_torque_RR,brake_pressure_FL,brake_pressure_FR,brake_pressure_RL,brake_pressure_RR,rwa_FM,rwa_RM,veh_u,veh_v
0,0.0186629654378075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136741776785028,0.138332044963,0.127386743024756,0.130510970738558,0.0146857123741344,0,0,0
0.01,0.0200743557134597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136741776785028,0.138332044963,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.02,0.0211858489849892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136741776785028,0.138332044963,0.127386743024756,0.130510970738558,0.0146857123741344,0,0,0
0.03,0.0211858489849892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136741776785028,0.138332044963,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.04,0.0222907820095536,0,0,0,0,0.00161341066948476,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.05,0.023708732532171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.06,0.0240751691840833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.07,0.0244734698926837,0,0,0,0,0.00163761182952703,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.08,0.024800545062805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.09,0.025892357593439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.1,0.025924221650127,0,0,0,0,0,0,0,0,0,0,0,0.000526792657961998,0.000526792657961998,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.11,0.0251791650305098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.12,0.0255128004475963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.13,0.0258792370995086,0,0,0,0,0.0016295447761796,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.14,0.0244341084108926,0,0,0,0,0.00161341066948476,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.15,0.0244078674230319,0,0,0,0,0.0016295447761796,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146689860502459,0,0,0
0.16,0.0240292474553271,0,0,0,0,0.0016295447761796,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.17,0.0240489281962226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.18,0.0222317397868669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.19,0.0229308746777279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.2,0.0218390621470939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136590528867183,0.13817903807466,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
0.21,0.0211399272562329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136439280949338,0.13802603118632,0.127101715950703,0.13021895322372,0.0146857123741344,0,0,0
