Time,imu_COG_acc_x,imu_COG_acc_y,imu_COG_acc_z,imu_COG_gyro_roll_rate,imu_COG_gyro_pitch_rate,imu_COG_gyro_yaw_rate,wheel_speed_FL,wheel_speed_FR,wheel_speed_RL,wheel_speed_RR,drive_torque_FL,drive_torque_FR,drive_torque_RL,drive_torque_RR,brake_pressure_FL,brake_pressure_FR,brake_pressure_RL,brake_pressure_RR,rwa_FM,rwa_RM,veh_u,veh_v
0,0.0181793815186597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.01,0.0174793094496609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.02,0.0193292990938425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.03,0.0189244381382769,0,0,0,0,0.00160534361613733,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.04,0.0185645617333297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.05,0.0186039232151208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.06,0.0193227388468773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.07,0.0189178778913117,0,0,0,0,0.00161341066948476,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.08,0.0178654268424688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.09,0.0193096183529469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.1,0.0189113176443465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.11,0.0185776822272601,0,0,0,0,0.00160534361613733,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.12,0.0186039232151208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.13,0.0196629345109289,0,0,0,0,0.00160534361613733,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.14,0.0185514412393993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.15,0.0189694226888953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.16,0.0193161785999121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
0.17,0.0189309983852421,0,0,0,0,0.00160534361613733,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00111
0.18,0.0182374865632084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00137
0.19,0.0193227388468773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00165
0.2,0.0196563742639637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00193
0.21,0.0185580014863645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00222
0.22,0.0193358593408076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00251
0.23,0.0196760550048593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00282
0.24,0.0185514412393993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00313
0.25,0.0182374865632084,0,0,0,0,0.00163761182952703,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00345
0.26,0.0200612352195293,0,0,0,0,0.00160534361613733,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00376
0.27,0.0193030581059817,0,0,0,0,0.00160534361613733,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00409
0.28,0.0185842424742253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00441
0.29,0.0189759829358605,0,0,0,0,0.00160534361613733,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00472
0.3,0.0192964978590165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00503
0.31,0.0181990622595552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00533
0.32,0.017871987089434,0,0,0,0,0.00161341066948476,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00561
0.33,0.0193292990938425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00588
0.34,0.0189178778913117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00613
0.35,0.0182121827534856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.0063
0.36,0.0182374865632084,0,0,0,0,0.00161341066948476,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00653
0.37,0.0189244381382769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00669
0.38,0.0174596287087653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.0068
0.39,0.0185973629681556,0,0,0,0,0.00161341066948476,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00687
0.4,0.0196694947578941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.0069
0.41,0.0185514412393993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00688
0.42,0.0174924299435913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.0068
0.43,0.0193292990938425,0,0,0,0,0.00160534361613733,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00667
0.44,0.0185448809924342,0,0,0,0,0.00160534361613733,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00648
0.45,0.0182046853283825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00624
0.46,0.0185908027211904,0,0,0,0,0.00160534361613733,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00593
0.47,0.0196826152518245,0,0,0,0,0.00161341066948476,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00565
0.48,0.0178260653606777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00515
0.49,0.0178654268424688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00467
0.5,0.0200546749725641,0,0,0,0,0.00161341066948476,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00414
0.51,0.0192899376120514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00356
0.52,0.0193161785999121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00293
0.53,0.0189563021949649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00226
0.54,0.0200349942316686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0.00154
0.55,0.0182046853283825,0,0,0,0,0.00161341066948476,0,0,0,0,0,0,0,0,0.149447872493604,0.151185908969945,0.139070957934086,0.142481747241089,0,0,0,0
