time,veh_u,veh_v,model_T_lon_100.pt,model_T_lon_101.pt,model_T_lon_102.pt,model_T_lon_103.pt,model_T_lon_104.pt,model_T_lon_105.pt,model_T_lon_106.pt,model_T_lon_107.pt,model_T_lon_108.pt,model_T_lon_109.pt,model_T_lon_110.pt,model_T_lon_111.pt,model_T_lon_112.pt,model_T_lon_113.pt,model_T_lon_114.pt,model_T_lon_115.pt,model_T_lon_116.pt,model_T_lon_117.pt,model_T_lon_118.pt,model_T_lon_119.pt,model_T_lon_120.pt,model_T_lon_121.pt,model_T_lon_122.pt,model_T_lon_123.pt,model_T_lon_124.pt,model_T_lon_125.pt,model_T_lon_126.pt,model_T_lon_127.pt,model_T_lon_64.pt,model_T_lon_65.pt,model_T_lon_66.pt,model_T_lon_67.pt,model_T_lon_68.pt,model_T_lon_69.pt,model_T_lon_70.pt,model_T_lon_71.pt,model_T_lon_72.pt,model_T_lon_73.pt,model_T_lon_74.pt,model_T_lon_75.pt,model_T_lon_76.pt,model_T_lon_77.pt,model_T_lon_78.pt,model_T_lon_79.pt,model_T_lon_80.pt,model_T_lon_81.pt,model_T_lon_82.pt,model_T_lon_83.pt,model_T_lon_84.pt,model_T_lon_85.pt,model_T_lon_86.pt,model_T_lon_87.pt,model_T_lon_88.pt,model_T_lon_89.pt,model_T_lon_90.pt,model_T_lon_91.pt,model_T_lon_92.pt,model_T_lon_93.pt,model_T_lon_94.pt,model_T_lon_95.pt,model_T_lon_96.pt,model_T_lon_97.pt,model_T_lon_98.pt,model_T_lon_99.pt
0.0,0.0,0.0047,-0.11598195135593414,-0.1088927686214447,-0.12570568919181824,-0.17400316894054413,-0.08998920023441315,-0.11673006415367126,-0.010079354047775269,-0.04247063398361206,-0.1438111960887909,-0.16183993220329285,-0.10202421247959137,-0.08776715397834778,-0.1745893955230713,-0.11457750201225281,-0.14269590377807617,-0.16789446771144867,-0.1596011370420456,-0.16684144735336304,-0.06873424351215363,-0.11739638447761536,-0.18156974017620087,-0.159393772482872,-0.08677832782268524,-0.17641761898994446,-0.08115518093109131,-0.055937424302101135,-0.11412148177623749,0.005596049129962921,-0.18636399507522583,-0.13127145171165466,-0.14981776475906372,-0.16168883442878723,-0.11288899183273315,-0.05801182985305786,-0.056174248456954956,-0.036330997943878174,-0.2228291928768158,-0.0052009522914886475,-0.1017293632030487,-0.1725456714630127,-0.1006980836391449,-0.0704297125339508,0.0715780258178711,0.08658596873283386,-0.09360942244529724,-0.18574640154838562,-0.0031747817993164062,0.04876801371574402,-0.10155192017555237,-0.08552941679954529,0.05258697271347046,0.018118947744369507,-0.09863099455833435,-0.06696683168411255,-0.06667903065681458,-0.04323703050613403,-0.048992156982421875,-0.015477314591407776,-0.026504188776016235,-0.04834833741188049,-0.12128904461860657,-0.12129345536231995,-0.11201001703739166,-0.1791115403175354
0.01,0.0,0.00433,-0.11598195135593414,-0.1088927686214447,-0.12570568919181824,-0.17400316894054413,-0.08998920023441315,-0.11673006415367126,-0.010079354047775269,-0.04247063398361206,-0.1438111960887909,-0.16183993220329285,-0.10202421247959137,-0.08776715397834778,-0.1745893955230713,-0.11457750201225281,-0.14269590377807617,-0.16789446771144867,-0.1596011370420456,-0.16684144735336304,-0.06873424351215363,-0.11739638447761536,-0.18156974017620087,-0.159393772482872,-0.08677832782268524,-0.17641761898994446,-0.08115518093109131,-0.055937424302101135,-0.11412148177623749,0.005596049129962921,-0.18636399507522583,-0.13127145171165466,-0.14981776475906372,-0.16168883442878723,-0.11288899183273315,-0.05801182985305786,-0.056174248456954956,-0.036330997943878174,-0.2228291928768158,-0.0052009522914886475,-0.1017293632030487,-0.1725456714630127,-0.1006980836391449,-0.0704297125339508,0.0715780258178711,0.08658596873283386,-0.09360942244529724,-0.18574640154838562,-0.0031747817993164062,0.04876801371574402,-0.10155192017555237,-0.08552941679954529,0.05258697271347046,0.018118947744369507,-0.09863099455833435,-0.06696683168411255,-0.06667903065681458,-0.04323703050613403,-0.048992156982421875,-0.015477314591407776,-0.026504188776016235,-0.04834833741188049,-0.12128904461860657,-0.12129345536231995,-0.11201001703739166,-0.1791115403175354
0.02,0.0,0.00397,-0.11598195135593414,-0.1088927686214447,-0.12570568919181824,-0.17400316894054413,-0.08998920023441315,-0.11673006415367126,-0.010079354047775269,-0.04247063398361206,-0.1438111960887909,-0.16183993220329285,-0.10202421247959137,-0.08776715397834778,-0.1745893955230713,-0.11457750201225281,-0.14269590377807617,-0.16789446771144867,-0.1596011370420456,-0.16684144735336304,-0.06873424351215363,-0.11739638447761536,-0.18156974017620087,-0.159393772482872,-0.08677832782268524,-0.17641761898994446,-0.08115518093109131,-0.055937424302101135,-0.11412148177623749,0.005596049129962921,-0.18636399507522583,-0.13127145171165466,-0.14981776475906372,-0.16168883442878723,-0.11288899183273315,-0.05801182985305786,-0.056174248456954956,-0.036330997943878174,-0.2228291928768158,-0.0052009522914886475,-0.1017293632030487,-0.1725456714630127,-0.1006980836391449,-0.0704297125339508,0.0715780258178711,0.08658596873283386,-0.09360942244529724,-0.18574640154838562,-0.0031747817993164062,0.04876801371574402,-0.10155192017555237,-0.08552941679954529,0.05258697271347046,0.018118947744369507,-0.09863099455833435,-0.06696683168411255,-0.06667903065681458,-0.04323703050613403,-0.048992156982421875,-0.015477314591407776,-0.026504188776016235,-0.04834833741188049,-0.12128904461860657,-0.12129345536231995,-0.11201001703739166,-0.1791115403175354
0.03,0.0,0.00362,-0.11598195135593414,-0.1088927686214447,-0.12570568919181824,-0.17400316894054413,-0.08998920023441315,-0.11673006415367126,-0.010079354047775269,-0.04247063398361206,-0.1438111960887909,-0.16183993220329285,-0.10202421247959137,-0.08776715397834778,-0.1745893955230713,-0.11457750201225281,-0.14269590377807617,-0.16789446771144867,-0.1596011370420456,-0.16684144735336304,-0.06873424351215363,-0.11739638447761536,-0.18156974017620087,-0.159393772482872,-0.08677832782268524,-0.17641761898994446,-0.08115518093109131,-0.055937424302101135,-0.11412148177623749,0.005596049129962921,-0.18636399507522583,-0.13127145171165466,-0.14981776475906372,-0.16168883442878723,-0.11288899183273315,-0.05801182985305786,-0.056174248456954956,-0.036330997943878174,-0.2228291928768158,-0.0052009522914886475,-0.1017293632030487,-0.1725456714630127,-0.1006980836391449,-0.0704297125339508,0.0715780258178711,0.08658596873283386,-0.09360942244529724,-0.18574640154838562,-0.0031747817993164062,0.04876801371574402,-0.10155192017555237,-0.08552941679954529,0.05258697271347046,0.018118947744369507,-0.09863099455833435,-0.06696683168411255,-0.06667903065681458,-0.04323703050613403,-0.048992156982421875,-0.015477314591407776,-0.026504188776016235,-0.04834833741188049,-0.12128904461860657,-0.12129345536231995,-0.11201001703739166,-0.1791115403175354
0.04,0.0,0.00327,-0.11598195135593414,-0.1088927686214447,-0.12570568919181824,-0.17400316894054413,-0.08998920023441315,-0.11673006415367126,-0.010079354047775269,-0.04247063398361206,-0.1438111960887909,-0.16183993220329285,-0.10202421247959137,-0.08776715397834778,-0.1745893955230713,-0.11457750201225281,-0.14269590377807617,-0.16789446771144867,-0.1596011370420456,-0.16684144735336304,-0.06873424351215363,-0.11739638447761536,-0.18156974017620087,-0.159393772482872,-0.08677832782268524,-0.17641761898994446,-0.08115518093109131,-0.055937424302101135,-0.11412148177623749,0.005596049129962921,-0.18636399507522583,-0.13127145171165466,-0.14981776475906372,-0.16168883442878723,-0.11288899183273315,-0.05801182985305786,-0.056174248456954956,-0.036330997943878174,-0.2228291928768158,-0.0052009522914886475,-0.1017293632030487,-0.1725456714630127,-0.1006980836391449,-0.0704297125339508,0.0715780258178711,0.08658596873283386,-0.09360942244529724,-0.18574640154838562,-0.0031747817993164062,0.04876801371574402,-0.10155192017555237,-0.08552941679954529,0.05258697271347046,0.018118947744369507,-0.09863099455833435,-0.06696683168411255,-0.06667903065681458,-0.04323703050613403,-0.048992156982421875,-0.015477314591407776,-0.026504188776016235,-0.04834833741188049,-0.12128904461860657,-0.12129345536231995,-0.11201001703739166,-0.1791115403175354
0.05,0.0,0.00294,-0.11598195135593414,-0.1088927686214447,-0.12570568919181824,-0.17400316894054413,-0.08998920023441315,-0.11673006415367126,-0.010079354047775269,-0.04247063398361206,-0.1438111960887909,-0.16183993220329285,-0.10202421247959137,-0.08776715397834778,-0.1745893955230713,-0.11457750201225281,-0.14269590377807617,-0.16789446771144867,-0.1596011370420456,-0.16684144735336304,-0.06873424351215363,-0.11739638447761536,-0.18156974017620087,-0.159393772482872,-0.08677832782268524,-0.17641761898994446,-0.08115518093109131,-0.055937424302101135,-0.11412148177623749,0.005596049129962921,-0.18636399507522583,-0.13127145171165466,-0.14981776475906372,-0.16168883442878723,-0.11288899183273315,-0.05801182985305786,-0.056174248456954956,-0.036330997943878174,-0.2228291928768158,-0.0052009522914886475,-0.1017293632030487,-0.1725456714630127,-0.1006980836391449,-0.0704297125339508,0.0715780258178711,0.08658596873283386,-0.09360942244529724,-0.18574640154838562,-0.0031747817993164062,0.04876801371574402,-0.10155192017555237,-0.08552941679954529,0.05258697271347046,0.018118947744369507,-0.09863099455833435,-0.06696683168411255,-0.06667903065681458,-0.04323703050613403,-0.048992156982421875,-0.015477314591407776,-0.026504188776016235,-0.04834833741188049,-0.12128904461860657,-0.12129345536231995,-0.11201001703739166,-0.1791115403175354
0.06,0.0,0.00263,-0.11598195135593414,-0.1088927686214447,-0.12570568919181824,-0.17400316894054413,-0.08998920023441315,-0.11673006415367126,-0.010079354047775269,-0.04247063398361206,-0.1438111960887909,-0.16183993220329285,-0.10202421247959137,-0.08776715397834778,-0.1745893955230713,-0.11457750201225281,-0.14269590377807617,-0.16789446771144867,-0.1596011370420456,-0.16684144735336304,-0.06873424351215363,-0.11739638447761536,-0.18156974017620087,-0.159393772482872,-0.08677832782268524,-0.17641761898994446,-0.08115518093109131,-0.055937424302101135,-0.11412148177623749,0.005596049129962921,-0.18636399507522583,-0.13127145171165466,-0.14981776475906372,-0.16168883442878723,-0.11288899183273315,-0.05801182985305786,-0.056174248456954956,-0.036330997943878174,-0.2228291928768158,-0.0052009522914886475,-0.1017293632030487,-0.1725456714630127,-0.1006980836391449,-0.0704297125339508,0.0715780258178711,0.08658596873283386,-0.09360942244529724,-0.18574640154838562,-0.0031747817993164062,0.04876801371574402,-0.10155192017555237,-0.08552941679954529,0.05258697271347046,0.018118947744369507,-0.09863099455833435,-0.06696683168411255,-0.06667903065681458,-0.04323703050613403,-0.048992156982421875,-0.015477314591407776,-0.026504188776016235,-0.04834833741188049,-0.12128904461860657,-0.12129345536231995,-0.11201001703739166,-0.1791115403175354
0.07,0.0,0.00233,-0.11598195135593414,-0.1088927686214447,-0.12570568919181824,-0.17400316894054413,-0.08998920023441315,-0.11673006415367126,-0.010079354047775269,-0.04247063398361206,-0.1438111960887909,-0.16183993220329285,-0.10202421247959137,-0.08776715397834778,-0.1745893955230713,-0.11457750201225281,-0.14269590377807617,-0.16789446771144867,-0.1596011370420456,-0.16684144735336304,-0.06873424351215363,-0.11739638447761536,-0.18156974017620087,-0.159393772482872,-0.08677832782268524,-0.17641761898994446,-0.08115518093109131,-0.055937424302101135,-0.11412148177623749,0.005596049129962921,-0.18636399507522583,-0.13127145171165466,-0.14981776475906372,-0.16168883442878723,-0.11288899183273315,-0.05801182985305786,-0.056174248456954956,-0.036330997943878174,-0.2228291928768158,-0.0052009522914886475,-0.1017293632030487,-0.1725456714630127,-0.1006980836391449,-0.0704297125339508,0.0715780258178711,0.08658596873283386,-0.09360942244529724,-0.18574640154838562,-0.0031747817993164062,0.04876801371574402,-0.10155192017555237,-0.08552941679954529,0.05258697271347046,0.018118947744369507,-0.09863099455833435,-0.06696683168411255,-0.06667903065681458,-0.04323703050613403,-0.048992156982421875,-0.015477314591407776,-0.026504188776016235,-0.04834833741188049,-0.12128904461860657,-0.12129345536231995,-0.11201001703739166,-0.1791115403175354
0.08,0.0,0.00204,-0.11598195135593414,-0.1088927686214447,-0.12570568919181824,-0.17400316894054413,-0.08998920023441315,-0.11673006415367126,-0.010079354047775269,-0.04247063398361206,-0.1438111960887909,-0.16183993220329285,-0.10202421247959137,-0.08776715397834778,-0.1745893955230713,-0.11457750201225281,-0.14269590377807617,-0.16789446771144867,-0.1596011370420456,-0.16684144735336304,-0.06873424351215363,-0.11739638447761536,-0.18156974017620087,-0.159393772482872,-0.08677832782268524,-0.17641761898994446,-0.08115518093109131,-0.055937424302101135,-0.11412148177623749,0.005596049129962921,-0.18636399507522583,-0.13127145171165466,-0.14981776475906372,-0.16168883442878723,-0.11288899183273315,-0.05801182985305786,-0.056174248456954956,-0.036330997943878174,-0.2228291928768158,-0.0052009522914886475,-0.1017293632030487,-0.1725456714630127,-0.1006980836391449,-0.0704297125339508,0.0715780258178711,0.08658596873283386,-0.09360942244529724,-0.18574640154838562,-0.0031747817993164062,0.04876801371574402,-0.10155192017555237,-0.08552941679954529,0.05258697271347046,0.018118947744369507,-0.09863099455833435,-0.06696683168411255,-0.06667903065681458,-0.04323703050613403,-0.048992156982421875,-0.015477314591407776,-0.026504188776016235,-0.04834833741188049,-0.12128904461860657,-0.12129345536231995,-0.11201001703739166,-0.1791115403175354
0.09,0.0,0.00178,-0.11598195135593414,-0.1088927686214447,-0.12570568919181824,-0.17400316894054413,-0.08998920023441315,-0.11673006415367126,-0.010079354047775269,-0.04247063398361206,-0.1438111960887909,-0.16183993220329285,-0.10202421247959137,-0.08776715397834778,-0.1745893955230713,-0.11457750201225281,-0.14269590377807617,-0.16789446771144867,-0.1596011370420456,-0.16684144735336304,-0.06873424351215363,-0.11739638447761536,-0.18156974017620087,-0.159393772482872,-0.08677832782268524,-0.17641761898994446,-0.08115518093109131,-0.055937424302101135,-0.11412148177623749,0.005596049129962921,-0.18636399507522583,-0.13127145171165466,-0.14981776475906372,-0.16168883442878723,-0.11288899183273315,-0.05801182985305786,-0.056174248456954956,-0.036330997943878174,-0.2228291928768158,-0.0052009522914886475,-0.1017293632030487,-0.1725456714630127,-0.1006980836391449,-0.0704297125339508,0.0715780258178711,0.08658596873283386,-0.09360942244529724,-0.18574640154838562,-0.0031747817993164062,0.04876801371574402,-0.10155192017555237,-0.08552941679954529,0.05258697271347046,0.018118947744369507,-0.09863099455833435,-0.06696683168411255,-0.06667903065681458,-0.04323703050613403,-0.048992156982421875,-0.015477314591407776,-0.026504188776016235,-0.04834833741188049,-0.12128904461860657,-0.12129345536231995,-0.11201001703739166,-0.1791115403175354
