Time,imu_COG_acc_x,imu_COG_acc_y,imu_COG_acc_z,imu_COG_gyro_roll_rate,imu_COG_gyro_pitch_rate,imu_COG_gyro_yaw_rate,wheel_speed_FL,wheel_speed_FR,wheel_speed_RL,wheel_speed_RR,drive_torque_FL,drive_torque_FR,drive_torque_RL,drive_torque_RR,brake_pressure_FL,brake_pressure_FR,brake_pressure_RL,brake_pressure_RR,rwa_FM,rwa_RM,veh_u,veh_v
0,0.15924,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,35.4,27.63158,27.63158,0.03487,0,0,0
0.01,0.16678,0,0,0,0,0.002,0,0,0,0,0,0,0,0,35.4,35.4,27.63158,27.63158,0.03487,0,0,0
0.02,0.17835,0,0,0,0,0.00199,0,0,0,0,0,0,0,0,35.5,35.5,27.68421,27.68421,0.03487,0,0,0
0.03,0.19809,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,35.5,27.68421,27.68421,0.03487,0,0,0
0.04,0.17856,0,0,0,0,0.00199,0,0,0,0,0,0,0,0,35.53333,35.53333,27.68421,27.68421,0.03487,0,0,0
0.05,0.15945,0,0,0,0,0.00202,0,0,0,0,0,0,0,0,35.53333,35.53333,27.73684,27.73684,0.03487,0,0,0
0.06,0.15555,0,0,0,0,0,0,0,0,0,0,0,0,0,35.53333,35.53333,27.73684,27.73684,0.03487,0,0,0
0.07,0.16315,0,0,0,0,0,0,0,0,0,0,0,0,0,35.53333,35.53333,27.73684,27.73684,0.03487,0,0,0
0.08,0.17466,0,0,0,0,0.00202,0,0,0,0,0,0,0,0,35.53333,35.53333,27.73684,27.73684,0.03487,0,0,0
0.09,0.19398,0,0,0,0,0.00203,0,0,0,0,0,0,0,0,35.53333,35.53333,27.73684,27.73684,0.03487,0,0,0
0.1,0.1863,0,0,0,0,0,0,0,0,0,0,0,0,0,35.53333,35.53333,27.73684,27.73684,0.03487,0,0,0
0.11,0.1515,0,0,0,0,0,0,0,0,0,0,0,0,0,35.53333,35.53333,27.73684,27.73684,0.03487,0,0,0
0.12,0.1439,0,0,0,0,0,0,0,0,0,0,0,0,0,35.53333,35.53333,27.73684,27.73684,0.03487,0,0,0
0.13,0.15931,0,0,0,0,0,0,0,0,0,0,0,0,0,35.53333,35.53333,27.73684,27.73684,0.03487,0,0,0
0.14,0.17068,0,0,0,0,0,0,0,0,0,0,0,0,0,35.53333,35.53333,27.73684,27.73684,0.03487,0,0,0.0014
0.15,0.19412,0,0,0,0,0,0,0,0,0,0,0,0,0,35.53333,35.53333,27.73684,27.73684,0.03487,0,0,0.00195
