time,veh_u,veh_v,model_LSTM_lon_32.pt,model_LSTM_lon_33.pt,model_LSTM_lon_34.pt,model_LSTM_lon_35.pt,model_LSTM_lon_36.pt,model_LSTM_lon_37.pt,model_LSTM_lon_38.pt,model_LSTM_lon_39.pt,model_LSTM_lon_40.pt,model_LSTM_lon_41.pt,model_LSTM_lon_42.pt,model_LSTM_lon_43.pt,model_LSTM_lon_44.pt,model_LSTM_lon_45.pt,model_LSTM_lon_46.pt,model_LSTM_lon_47.pt,model_LSTM_lon_48.pt,model_LSTM_lon_49.pt,model_LSTM_lon_50.pt,model_LSTM_lon_51.pt,model_LSTM_lon_52.pt,model_LSTM_lon_53.pt,model_LSTM_lon_54.pt,model_LSTM_lon_55.pt,model_LSTM_lon_56.pt,model_LSTM_lon_57.pt,model_LSTM_lon_58.pt,model_LSTM_lon_59.pt,model_LSTM_lon_60.pt,model_LSTM_lon_61.pt,model_LSTM_lon_62.pt,model_LSTM_lon_63.pt
0.0,0.0266,0.0,-0.016287297010421753,0.01859307289123535,0.08632990717887878,0.5620514750480652,-0.010944753885269165,0.0049172043800354,0.11314450949430466,0.5289040803909302,-0.020032323896884918,-0.005615860223770142,-0.05200566351413727,0.5365938544273376,-0.022424928843975067,0.008838927373290062,0.12370845675468445,0.5769457817077637,-0.04270297288894653,-0.013805493712425232,0.09079970419406891,0.5949335098266602,-0.03318534791469574,-0.0010160505771636963,0.06086292117834091,0.5336298942565918,-0.027127273380756378,0.007692612707614899,0.10371914505958557,0.5622626543045044,-0.04194805771112442,0.004454274661839008,0.09089561551809311,0.5266676545143127
0.01,0.02313,0.0,-0.016287297010421753,0.01859307289123535,0.08632990717887878,0.5620514750480652,-0.010944753885269165,0.0049172043800354,0.11314450949430466,0.5289040803909302,-0.020032323896884918,-0.005615860223770142,-0.05200566351413727,0.5365938544273376,-0.022424928843975067,0.008838927373290062,0.12370845675468445,0.5769457817077637,-0.04270297288894653,-0.013805493712425232,0.09079970419406891,0.5949335098266602,-0.03318534791469574,-0.0010160505771636963,0.06086292117834091,0.5336298942565918,-0.027127273380756378,0.007692612707614899,0.10371914505958557,0.5622626543045044,-0.04194805771112442,0.004454274661839008,0.09089561551809311,0.5266676545143127
0.02,0.01969,0.0,-0.016287297010421753,0.01859307289123535,0.08632990717887878,0.5620514750480652,-0.010944753885269165,0.0049172043800354,0.11314450949430466,0.5289040803909302,-0.020032323896884918,-0.005615860223770142,-0.05200566351413727,0.5365938544273376,-0.022424928843975067,0.008838927373290062,0.12370845675468445,0.5769457817077637,-0.04270297288894653,-0.013805493712425232,0.09079970419406891,0.5949335098266602,-0.03318534791469574,-0.0010160505771636963,0.06086292117834091,0.5336298942565918,-0.027127273380756378,0.007692612707614899,0.10371914505958557,0.5622626543045044,-0.04194805771112442,0.004454274661839008,0.09089561551809311,0.5266676545143127
0.03,0.01629,0.0,-0.016287297010421753,0.01859307289123535,0.08632990717887878,0.5620514750480652,-0.010944753885269165,0.0049172043800354,0.11314450949430466,0.5289040803909302,-0.020032323896884918,-0.005615860223770142,-0.05200566351413727,0.5365938544273376,-0.022424928843975067,0.008838927373290062,0.12370845675468445,0.5769457817077637,-0.04270297288894653,-0.013805493712425232,0.09079970419406891,0.5949335098266602,-0.03318534791469574,-0.0010160505771636963,0.06086292117834091,0.5336298942565918,-0.027127273380756378,0.007692612707614899,0.10371914505958557,0.5622626543045044,-0.04194805771112442,0.004454274661839008,0.09089561551809311,0.5266676545143127
0.04,0.01296,0.0,-0.016287297010421753,0.01859307289123535,0.08632990717887878,0.5620514750480652,-0.010944753885269165,0.0049172043800354,0.11314450949430466,0.5289040803909302,-0.020032323896884918,-0.005615860223770142,-0.05200566351413727,0.5365938544273376,-0.022424928843975067,0.008838927373290062,0.12370845675468445,0.5769457817077637,-0.04270297288894653,-0.013805493712425232,0.09079970419406891,0.5949335098266602,-0.03318534791469574,-0.0010160505771636963,0.06086292117834091,0.5336298942565918,-0.027127273380756378,0.007692612707614899,0.10371914505958557,0.5622626543045044,-0.04194805771112442,0.004454274661839008,0.09089561551809311,0.5266676545143127
0.05,0.00225,0.0,-0.016287297010421753,0.01859307289123535,0.08632990717887878,0.5620514750480652,-0.010944753885269165,0.0049172043800354,0.11314450949430466,0.5289040803909302,-0.020032323896884918,-0.005615860223770142,-0.05200566351413727,0.5365938544273376,-0.022424928843975067,0.008838927373290062,0.12370845675468445,0.5769457817077637,-0.04270297288894653,-0.013805493712425232,0.09079970419406891,0.5949335098266602,-0.03318534791469574,-0.0010160505771636963,0.06086292117834091,0.5336298942565918,-0.027127273380756378,0.007692612707614899,0.10371914505958557,0.5622626543045044,-0.04194805771112442,0.004454274661839008,0.09089561551809311,0.5266676545143127
0.06,0.0,0.0,-0.016287297010421753,0.01859307289123535,0.08632990717887878,0.5620514750480652,-0.010944753885269165,0.0049172043800354,0.11314450949430466,0.5289040803909302,-0.020032323896884918,-0.005615860223770142,-0.05200566351413727,0.5365938544273376,-0.022424928843975067,0.008838927373290062,0.12370845675468445,0.5769457817077637,-0.04270297288894653,-0.013805493712425232,0.09079970419406891,0.5949335098266602,-0.03318534791469574,-0.0010160505771636963,0.06086292117834091,0.5336298942565918,-0.027127273380756378,0.007692612707614899,0.10371914505958557,0.5622626543045044,-0.04194805771112442,0.004454274661839008,0.09089561551809311,0.5266676545143127
0.07,0.0,0.0,-0.016287297010421753,0.01859307289123535,0.08632990717887878,0.5620514750480652,-0.010944753885269165,0.0049172043800354,0.11314450949430466,0.5289040803909302,-0.020032323896884918,-0.005615860223770142,-0.05200566351413727,0.5365938544273376,-0.022424928843975067,0.008838927373290062,0.12370845675468445,0.5769457817077637,-0.04270297288894653,-0.013805493712425232,0.09079970419406891,0.5949335098266602,-0.03318534791469574,-0.0010160505771636963,0.06086292117834091,0.5336298942565918,-0.027127273380756378,0.007692612707614899,0.10371914505958557,0.5622626543045044,-0.04194805771112442,0.004454274661839008,0.09089561551809311,0.5266676545143127
0.08,0.0,0.0018,-0.016287297010421753,0.01859307289123535,0.08632990717887878,0.5620514750480652,-0.010944753885269165,0.0049172043800354,0.11314450949430466,0.5289040803909302,-0.020032323896884918,-0.005615860223770142,-0.05200566351413727,0.5365938544273376,-0.022424928843975067,0.008838927373290062,0.12370845675468445,0.5769457817077637,-0.04270297288894653,-0.013805493712425232,0.09079970419406891,0.5949335098266602,-0.03318534791469574,-0.0010160505771636963,0.06086292117834091,0.5336298942565918,-0.027127273380756378,0.007692612707614899,0.10371914505958557,0.5622626543045044,-0.04194805771112442,0.004454274661839008,0.09089561551809311,0.5266676545143127
0.09,0.0,0.00349,-0.016287297010421753,0.01859307289123535,0.08632990717887878,0.5620514750480652,-0.010944753885269165,0.0049172043800354,0.11314450949430466,0.5289040803909302,-0.020032323896884918,-0.005615860223770142,-0.05200566351413727,0.5365938544273376,-0.022424928843975067,0.008838927373290062,0.12370845675468445,0.5769457817077637,-0.04270297288894653,-0.013805493712425232,0.09079970419406891,0.5949335098266602,-0.03318534791469574,-0.0010160505771636963,0.06086292117834091,0.5336298942565918,-0.027127273380756378,0.007692612707614899,0.10371914505958557,0.5622626543045044,-0.04194805771112442,0.004454274661839008,0.09089561551809311,0.5266676545143127
0.1,0.0,0.00507,-0.016287297010421753,0.01859307289123535,0.08632990717887878,0.5620514750480652,-0.010944753885269165,0.0049172043800354,0.11314450949430466,0.5289040803909302,-0.020032323896884918,-0.005615860223770142,-0.05200566351413727,0.5365938544273376,-0.022424928843975067,0.008838927373290062,0.12370845675468445,0.5769457817077637,-0.04270297288894653,-0.013805493712425232,0.09079970419406891,0.5949335098266602,-0.03318534791469574,-0.0010160505771636963,0.06086292117834091,0.5336298942565918,-0.027127273380756378,0.007692612707614899,0.10371914505958557,0.5622626543045044,-0.04194805771112442,0.004454274661839008,0.09089561551809311,0.5266676545143127
0.11,0.0,0.00653,-0.016287297010421753,0.01859307289123535,0.08632990717887878,0.5620514750480652,-0.010944753885269165,0.0049172043800354,0.11314450949430466,0.5289040803909302,-0.020032323896884918,-0.005615860223770142,-0.05200566351413727,0.5365938544273376,-0.022424928843975067,0.008838927373290062,0.12370845675468445,0.5769457817077637,-0.04270297288894653,-0.013805493712425232,0.09079970419406891,0.5949335098266602,-0.03318534791469574,-0.0010160505771636963,0.06086292117834091,0.5336298942565918,-0.027127273380756378,0.007692612707614899,0.10371914505958557,0.5622626543045044,-0.04194805771112442,0.004454274661839008,0.09089561551809311,0.5266676545143127
